"time","v"
18.1,40.0502682115403
18.2,40.0494410599089
18.3,40.0486274614546
18.4,40.0478256730455
18.5,40.047033984373
18.6,40.0462507177591
18.7,40.0454742279445
18.8,40.0447029018596
18.9,40.0439351583792
19,40.0431694480621
19.1,40.0424042528774
19.2,40.0416380859177
19.3,40.0408694911005
19.4,40.0400970428595
19.5,40.0393193458257
19.6,40.0385350344995
19.7,40.0377427729148
19.8,40.0369412542967
19.9,40.0361292007111
20,40.0353053627102
20.1,40.0344685189718
20.2,40.0336174759346
20.3,40.0327510674294
20.4,40.0318681543074
20.5,40.0309676240654
20.6,40.030048390469
20.7,40.0291093931739
20.8,40.0281495973462
20.9,40.0271679932815
21,40.0261635960237
21.1,40.0251354449835
21.2,40.0240826035582
21.3,40.0230041587501
21.4,40.0218992207884
21.5,40.0207669227496
21.6,40.0196064201819
21.7,40.0184168907295
21.8,40.0171975337597
21.9,40.0159475699922
22,40.0146662411309
22.1,40.0133528094975
22.2,40.012006557669
22.3,40.0106267881174
22.4,40.0092128228525
22.5,40.0077640030688
22.6,40.0062796887943
22.7,40.0047592585439
22.8,40.0032021089761
22.9,40.0016076545533
23,39.9999753272056
23.1,39.9983045759992
23.2,39.9965948668076
23.3,39.9948456819879
23.4,39.9930565200601
23.5,39.9912268953916
23.6,39.9893563378846
23.7,39.9874443926683
23.8,39.9854906197956
23.9,39.983494593943
24,39.9814559041157
24.1,39.9793741533563
24.2,39.9772489584581
24.3,39.9750799496822
24.4,39.9728667704794
24.5,39.9706090772159
24.6,39.9683065389033
24.7,39.9659588369329
24.8,39.9635656648142
24.9,39.9611267279173
25,39.9586417432202
25.1,39.956110439059
25.2,39.9535325548837
25.3,39.9509078410164
25.4,39.9482360584155
25.5,39.9455169784419
25.6,39.9427503826308
25.7,39.9399360624666
25.8,39.9370738191619
25.9,39.9341634634405
26,39.9312048153239
26.1,39.9281977039223
26.2,39.9251419672286
26.3,39.9220374519163
26.4,39.9188840131417
26.5,39.9156815143487
26.6,39.9124298270781
26.7,39.9091288307799
26.8,39.9057784126294
26.9,39.9023784673465
27,39.8989288970186
27.1,39.8954296109269
27.2,39.8918805253759
27.3,39.8882815635261
27.4,39.88463265523
27.5,39.8809337368715
27.6,39.8771847512083
27.7,39.873385647217
27.8,39.8695363799419
27.9,39.8656369103464
28,39.8616872051671
28.1,39.8576872367718
28.2,39.8536369830191
28.3,39.8495364271218
28.4,39.8453855575122
28.5,39.8411843677111
28.6,39.8369328561989
28.7,39.8326310262891
28.8,39.828278886005
28.9,39.8238764479586
29,39.8194237292321
29.1,39.8149207512616
29.2,39.8103675397239
29.3,39.8057641244249
29.4,39.8011105391905
29.5,39.7964068217606
29.6,39.7916530136841
29.7,39.7868491602172
29.8,39.781995310223
29.9,39.7770915160741
30,39.7721378335565
30.1,39.7671343217764
30.2,39.7620810430678
30.3,39.7569780629036
30.4,39.7518254498076
30.5,39.7466232752686
30.6,39.7413716136566
30.7,39.7360705421408
30.8,39.7307201406093
30.9,39.7253204915905
31,39.7198716801766
31.1,39.7143737939484
31.2,39.708826922902
31.3,39.7032311593772
31.4,39.6975865979872
31.5,39.6918933355504
31.6,39.6861514710232
31.7,39.6803611054345
31.8,39.6745223418224
31.9,39.6686352851706
32,39.6627000423487
32.1,39.6567167220513
32.2,39.6506854347407
32.3,39.6446062925896
32.4,39.6384794094255
32.5,39.6323049006765
32.6,39.6260828833184
32.7,39.6198134758227
32.8,39.6134967981062
32.9,39.6071329714819
33,39.6007221186103
33.1,39.594264363453
33.2,39.5877598312262
33.3,39.5812086483564
33.4,39.5746109424366
33.5,39.5679668421833
33.6,39.5612764773954
33.7,39.5545399789134
33.8,39.5477574785794
33.9,39.5409291091994
34,39.5340550045045
34.1,39.5271352991153
34.2,39.520170128505
34.3,39.5131596289653
34.4,39.506103937572
34.5,39.4990031921517
34.6,39.4918575312497
34.7,39.4846670940983
34.8,39.4774320205862
34.9,39.4701524512284
35,39.4628285271371
35.1,39.4554603899934
35.2,39.4480481820196
35.3,39.4405920459519
35.4,39.4330921250146
35.5,39.4255485628946
35.6,39.4179615037159
35.7,39.4103310920162
35.8,39.4026574727225
35.9,39.3949407911289
36,39.3871811928741
36.1,39.3793788239191
36.2,39.3715338305271
36.3,39.3636463592422
36.4,39.3557165568696
36.5,39.3477445704565
36.6,39.3397305472729
36.7,39.3316746347933
36.8,39.323576980679
36.9,39.315437732761
37,39.3072570390226
37.1,39.2990350475836
37.2,39.2907719066844
37.3,39.2824677646701
37.4,39.2741227699763
37.5,39.2657370711142
37.6,39.2573108166565
37.7,39.248844155224
37.8,39.2403372354721
37.9,39.2317902060782
38,39.2232032157292
38.1,39.2145764131096
38.2,39.2059099468895
38.3,39.1972039657136
38.4,39.1884586181901
38.5,39.1796740528805
38.6,39.1708504182888
38.7,39.1619878628518
38.8,39.1530865349297
38.9,39.1441465827969
39,39.1351681546326
39.1,39.1261513985125
39.2,39.1170964624006
39.3,39.1080034941406
39.4,39.0988726414488
39.5,39.0897040519061
39.6,39.0804978729509
39.7,39.0712542518725
39.8,39.0619733358037
39.9,39.052655271715
40,39.043300206408
40.1,39.0339082865097
40.2,39.0244796584664
40.3,39.0150144685387
40.4,39.0055128627957
40.5,38.9959749871101
40.6,38.9864009871536
40.7,38.9767910083919
40.8,38.9671451960804
40.9,38.9574636952597
41,38.9477466507521
41.1,38.937994207157
41.2,38.9282065088477
41.3,38.9183836999677
41.4,38.9085259244272
41.5,38.8986333259
41.6,38.8887060478208
41.7,38.8787442333816
41.8,38.8687480255298
41.9,38.8587175669649
42,38.8486530001365
42.1,38.838554467242
42.2,38.8284221102241
42.3,38.8182560707693
42.4,38.8080564903056
42.5,38.797823510001
42.6,38.7875572707615
42.7,38.7772579132302
42.8,38.7669255777853
42.9,38.7565604045391
43,38.7461625333367
43.1,38.7357321037551
43.2,38.725269255102
43.3,38.7147741264153
43.4,38.7042468564618
43.5,38.6936875837369
43.6,38.6830964464641
43.7,38.6724735825941
43.8,38.6618191298047
43.9,38.6511332255004
44,38.6404160068121
44.1,38.629667610597
44.2,38.6188881734385
44.3,38.6080778316461
44.4,38.5972367212556
44.5,38.5863649780291
44.6,38.5754627374551
44.7,38.564530134749
44.8,38.5535673048533
44.9,38.5425743824378
45,38.5315515019003
45.1,38.5204987973668
45.2,38.5094164026924
45.3,38.4983044514615
45.4,38.4871630769888
45.5,38.4759924123197
45.6,38.4647925902311
45.7,38.4535637432322
45.8,38.4423060035655
45.9,38.4310195032073
46,38.4197043738688
46.1,38.4083607469972
46.2,38.3969887537762
46.3,38.3855885251276
46.4,38.3741601917118
46.5,38.362703883929
46.6,38.3512197319208
46.7,38.3397078655705
46.8,38.3281684145048
46.9,38.316601508095
47,38.3050072754577
47.1,38.2933858454568
47.2,38.2817373467038
47.3,38.27006190756
47.4,38.2583596561371
47.5,38.246630720299
47.6,38.2348752276624
47.7,38.2230933055992
47.8,38.2112850812368
47.9,38.1994506814601
48,38.1875902329126
48.1,38.175703861998
48.2,38.1637916948813
48.3,38.1518538574904
48.4,38.1398904755175
48.5,38.1279016744204
48.6,38.1158875794242
48.7,38.1038483155224
48.8,38.0917840074784
48.9,38.079694779827
49,38.0675807568761
49.1,38.0554420627076
49.2,38.0432788211793
49.3,38.031091155926
49.4,38.0188791903612
49.5,38.0066430476786
49.6,37.9943828508531
49.7,37.9820987226427
49.8,37.9697907855897
49.9,37.9574591620223
50,37.9451039740557
50.1,37.9327253435938
50.2,37.9203233923307
50.3,37.9078982417518
50.4,37.8954500131353
50.5,37.8829788275537
50.6,37.8704848058752
50.7,37.8579680687647
50.8,37.8454287366859
50.9,37.8328669299018
51,37.8202827684767
51.1,37.8076763722771
51.2,37.7950478609734
51.3,37.782397354041
51.4,37.7697249707614
51.5,37.7570308302239
51.6,37.7443150513267
51.7,37.731577752778
51.8,37.7188190530975
51.9,37.7060390706173
52,37.6932379234835
52.1,37.6804157296573
52.2,37.667572606916
52.3,37.6547086728541
52.4,37.6418240448849
52.5,37.6289188402412
52.6,37.6159931759768
52.7,37.6030471689671
52.8,37.5900809359106
52.9,37.5770945933299
53,37.5640882575726
53.1,37.5510620448125
53.2,37.5380160710504
53.3,37.5249504521154
53.4,37.5118653036655
53.5,37.4987607411889
53.6,37.4856368800047
53.7,37.4724938352641
53.8,37.4593317219509
53.9,37.4461506548826
54,37.4329507487112
54.1,37.4197321179243
54.2,37.4064948768455
54.3,37.3932391396353
54.4,37.3799650202922
54.5,37.366672632653
54.6,37.3533620903937
54.7,37.3400335070306
54.8,37.3266869959201
54.9,37.3133226702603
55,37.2999406430911
55.1,37.286541027295
55.2,37.2731239355976
55.3,37.2596894805683
55.4,37.2462377746207
55.5,37.2327689300134
55.6,37.2192830588501
55.7,37.2057802730807
55.8,37.1922606845009
55.9,37.1787244047535
56,37.1651715453284
56.1,37.1516022175629
56.2,37.1380165326425
56.3,37.1244146016006
56.4,37.1107965353195
56.5,37.0971624445303
56.6,37.0835124398134
56.7,37.0698466315985
56.8,37.0561651301651
56.9,37.0424680456427
57,37.0287554880106
57.1,37.0150275670986
57.2,37.0012843925868
57.3,36.9875260740061
57.4,36.9737527207376
57.5,36.9599644420133
57.6,36.9461613469161
57.7,36.9323435443796
57.8,36.9185111431879
57.9,36.9046642519764
58,36.8908029792309
58.1,36.8769274332879
58.2,36.8630377223345
58.3,36.8491339544083
58.4,36.8352162373974
58.5,36.8212846790398
58.6,36.8073393869238
58.7,36.7933804684873
58.8,36.779408031018
58.9,36.7654221816528
59,36.7514230273778
59.1,36.7374106750279
59.2,36.7233852312863
59.3,36.7093468026847
59.4,36.6952954956023
59.5,36.6812314162658
59.6,36.6671546707491
59.7,36.6530653649726
59.8,36.6389636047028
59.9,36.624849495552
60,36.6107231429776
60.1,36.596584652282
60.2,36.5824341286114
60.3,36.5682716769559
60.4,36.5540974021487
60.5,36.5399114088652
60.6,36.525713801623
60.7,36.5115046847808
60.8,36.4972841625377
60.9,36.4830523389331
61,36.4688093178452
61.1,36.4545552029911
61.2,36.4402900979253
61.3,36.4260141060396
61.4,36.411727330562
61.5,36.3974298745557
61.6,36.3831218409189
61.7,36.3688033323834
61.8,36.354474451514
61.9,36.3401353007077
62,36.3257859821925
62.1,36.3114265980269
62.2,36.2970572500986
62.3,36.2826780401239
62.4,36.2682890696465
62.5,36.2538904400365
62.6,36.2394822524896
62.7,36.2250646080261
62.8,36.2106376074894
62.9,36.1962013515456
63,36.1817559406822
63.1,36.1673014752065
63.2,36.1528380552455
63.3,36.1383657807439
63.4,36.1238847514633
63.5,36.1093950669813
63.6,36.0948968266898
63.7,36.0803901297944
63.8,36.0658750753126
63.9,36.0513517620731
64,36.0368202887145
64.1,36.0222807536835
64.2,36.0077332552346
64.3,35.993177891428
64.4,35.9786147601286
64.5,35.9640439590049
64.6,35.9494655855274
64.7,35.9348797369674
64.8,35.9202865103957
64.9,35.9056860026812
65,35.8910783104894
65.1,35.8764635302812
65.2,35.8618417583116
65.3,35.8472130906279
65.4,35.8325776230688
65.5,35.8179354512624
65.6,35.8032866706254
65.7,35.7886313763611
65.8,35.7739696634581
65.9,35.7593016266891
66,35.744627360609
66.1,35.7299469595537
66.2,35.7152605176383
66.3,35.7005681287561
66.4,35.6858698865765
66.5,35.6711658845437
66.6,35.6564562158752
66.7,35.6417409735604
66.8,35.6270202503586
66.9,35.6122941387977
67,35.5975627311726
67.1,35.5828261195438
67.2,35.5680843957354
67.3,35.5533376513337
67.4,35.5385859776856
67.5,35.523829465897
67.6,35.5090682068312
67.7,35.494302291107
67.8,35.4795318090975
67.9,35.464756850928
68,35.4499775064748
68.1,35.435193865363
68.2,35.4204060169654
68.3,35.4056140504004
68.4,35.3908180545306
68.5,35.3760181179608
68.6,35.3612143290368
68.7,35.3464067758433
68.8,35.3315955462022
68.9,35.3167807276713
69,35.3019624075421
69.1,35.2871406728386
69.2,35.272315610315
69.3,35.2574873064544
69.4,35.2426558474673
69.5,35.2278213192891
69.6,35.2129838075792
69.7,35.1981433977188
69.8,35.1833001748094
69.9,35.1684542236709
70,35.1536056288399
70.1,35.1387544745682
70.2,35.1239008448209
70.3,35.1090448232745
70.4,35.0941864933155
70.5,35.0793259380385
70.6,35.0644632402445
70.7,35.0495984824391
70.8,35.0347317468309
70.9,35.0198631153298
71,35.0049926695448
71.1,34.9901204907832
71.2,34.975246660048
71.3,34.9603712580366
71.4,34.9454943651389
71.5,34.9306160614359
71.6,34.9157364266976
71.7,34.9008555403815
71.8,34.8859734816308
71.9,34.8710903292729
72,34.8562061618174
72.1,34.8413210574546
72.2,34.8264350940538
72.3,34.8115483491614
72.4,34.7966608999995
72.5,34.7817728234642
72.6,34.7668841961237
72.7,34.7519950942168
72.8,34.737105593651
72.9,34.7222157700015
73,34.7073256985085
73.1,34.6924354540766
73.2,34.6775451112725
73.3,34.6626547443236
73.4,34.6477644271161
73.5,34.6328742331941
73.6,34.617984235757
73.7,34.6030945076588
73.8,34.5882051214057
73.9,34.5733161491553
74,34.5584276627142
74.1,34.5435397335373
74.2,34.5286524327255
74.3,34.5137658310245
74.4,34.498879998823
74.5,34.4839950061517
74.6,34.4691109226811
74.7,34.4542278177204
74.8,34.4393457602158
74.9,34.4244648187494
75,34.4095850615369
75.1,34.3947065564269
75.2,34.3798293708991
75.3,34.3649535720629
75.4,34.3500792266558
75.5,34.3352064010423
75.6,34.3203351612121
75.7,34.3054655727788
75.8,34.2905977009788
75.9,34.2757316106695
76,34.2608673663281
76.1,34.2460050320502
76.2,34.2311446715485
76.3,34.2162863481514
76.4,34.2014301248017
76.5,34.1865760640553
76.6,34.1717242280799
76.7,34.1568746786536
76.8,34.1420274771637
76.9,34.1271826846057
77,34.1123403615814
77.1,34.0975005682985
77.2,34.0826633645685
77.3,34.0678288098064
77.4,34.0529969630287
77.5,34.0381678828527
77.6,34.0233416274953
77.7,34.0085182547716
77.8,33.9936978220941
77.9,33.9788803864713
78,33.9640660045068
78.1,33.949254732398
78.2,33.9344466259354
78.3,33.919641740501
78.4,33.9048401310679
78.5,33.8900418521987
78.6,33.8752469580448
78.7,33.8604555023454
78.8,33.8456675384264
78.9,33.8308831191998
79,33.816102297162
79.1,33.8013251243937
79.2,33.7865516525587
79.3,33.7717819329028
79.4,33.757016016253
79.5,33.7422539530171
79.6,33.7274957931821
79.7,33.7127415863141
79.8,33.6979913815569
79.9,33.6832452276319
80,33.6685031728364
80.1,33.6537652650439
80.2,33.6390315517025
80.3,33.6243020798347
80.4,33.6095768960365
80.5,33.5948560464769
80.6,33.5801395768968
80.7,33.5654275326091
80.8,33.5507199584973
80.9,33.5360168990155
81,33.5213183981874
81.1,33.5066244996061
81.2,33.4919352464332
81.3,33.4772506813985
81.4,33.4625708467995
81.5,33.4478957845008
81.6,33.4332255359336
81.7,33.4185601420955
81.8,33.4038996435497
81.9,33.3892440804251
82,33.3745934924153
82.1,33.3599479187786
82.2,33.3453073983377
82.3,33.3306719694792
82.4,33.3160416701532
82.5,33.3014165378734
82.6,33.2867966097163
82.7,33.2721819223214
82.8,33.2575725118908
82.9,33.2429684141888
83,33.228369664542
83.1,33.2137762978389
83.2,33.1991883485301
83.3,33.1846058506276
83.4,33.1700288377052
83.5,33.1554573428982
83.6,33.1408913989032
83.7,33.1263310379782
83.8,33.1117762919428
83.9,33.0972271921776
84,33.0826837696247
84.1,33.0681460547876
84.2,33.0536140777311
84.3,33.0390878680815
84.4,33.0245674550268
84.5,33.0100528673164
84.6,32.9955441332618
84.7,32.9810412807362
84.8,32.9665443371751
84.9,32.9520533295762
85,32.9375682844996
85.1,32.9230892280683
85.2,32.9086161859682
85.3,32.8941491834486
85.4,32.8796882453219
85.5,32.8652333959649
85.6,32.8507846593181
85.7,32.8363420588867
85.8,32.8219056177409
85.9,32.8074753585159
86,32.7930513034128
86.1,32.7786334741986
86.2,32.7642218922069
86.3,32.7498165783384
86.4,32.7354175530611
86.5,32.7210248364112
86.6,32.7066384479932
86.7,32.6922584069809
86.8,32.6778847321174
86.9,32.6635174417163
87,32.6491565536618
87.1,32.6348020854096
87.2,32.6204540539875
87.3,32.6061124759959
87.4,32.5917773676086
87.5,32.5774487445736
87.6,32.5631266222136
87.7,32.548811015427
87.8,32.5345019386882
87.9,32.5201994060489
88,32.5059034311385
88.1,32.4916140271653
88.2,32.4773312069167
88.3,32.4630549827608
88.4,32.4487853666466
88.5,32.4345223701054
88.6,32.4202660042514
88.7,32.4060162797826
88.8,32.391773206982
88.9,32.3775367957181
89,32.3633070554465
89.1,32.3490839952103
89.2,32.3348676236414
89.3,32.3206579489615
89.4,32.3064549789831
89.5,32.2922587211105
89.6,32.2780691823411
89.7,32.2638863692662
89.8,32.2497102880722
89.9,32.2355409445419
90,32.2213783440555
90.1,32.2072224915918
90.2,32.1930733917291
90.3,32.178931048647
90.4,32.164795466127
90.5,32.1506666475541
90.6,32.1365445959178
90.7,32.1224293138136
90.8,32.108320803444
90.9,32.0942190666201
91,32.0801241047626
91.1,32.0660359189034
91.2,32.0519545096866
91.3,32.0378798773701
91.4,32.0238120218269
91.5,32.0097509425467
91.6,31.9956966386367
91.7,31.9816491088236
91.8,31.9676083514548
91.9,31.9535743644999
92,31.9395471455519
92.1,31.925526691829
92.2,31.9115130001759
92.3,31.8975060670655
92.4,31.8835058885999
92.5,31.8695124605125
92.6,31.8555257781694
92.7,31.8415458365706
92.8,31.8275726303519
92.9,31.8136061537864
93,31.7996464007861
93.1,31.7856933649034
93.2,31.7717470393328
93.3,31.7578074169124
93.4,31.743874490126
93.5,31.7299482511038
93.6,31.7160286916253
93.7,31.7021158031198
93.8,31.6882095766688
93.9,31.6743100030076
94,31.6604170725268
94.1,31.646530775274
94.2,31.632651100956
94.3,31.6187780389398
94.4,31.6049115782549
94.5,31.5910517075952
94.6,31.5771984153199
94.7,31.5633516894564
94.8,31.5495115177011
94.9,31.5356778874222
95,31.5218507856603
95.1,31.5080301991315
95.2,31.4942161142283
95.3,31.4804085170217
95.4,31.4666073932634
95.5,31.4528127283871
95.6,31.4390245075108
95.7,31.4252427154385
95.8,31.4114673366619
95.9,31.3976983553628
96,31.3839357554146
96.1,31.3701795203841
96.2,31.3564296335339
96.3,31.3426860778239
96.4,31.3289488359135
96.5,31.3152178901632
96.6,31.3014932226371
96.7,31.2877748151042
96.8,31.2740626490409
96.9,31.2603567056328
97,31.2466569657763
97.1,31.2329634100815
97.2,31.219276018873
97.3,31.2055947721928
97.4,31.1919196498021
97.5,31.178250631183
97.6,31.1645876955409
97.7,31.1509308218062
97.8,31.1372799886365
97.9,31.1236351744186
98,31.1099963572706
98.1,31.0963635150439
98.2,31.082736625325
98.3,31.0691156654379
98.4,31.0555006124461
98.5,31.0418914431543
98.6,31.0282881341112
98.7,31.0146906616105
98.8,31.0010990016941
98.9,30.9875131301533
99,30.9739330225314
99.1,30.9603586541256
99.2,30.9467899999888
99.3,30.9332270349324
99.4,30.9196697335276
99.5,30.9061180701081
99.6,30.8925720187718
99.7,30.879031553383
99.8,30.8654966475747
99.9,30.8519672747505
100,30.8384434080866
100.1,30.8249250205342
100.2,30.8114120848215
100.3,30.7979045734555
100.4,30.7844024587248
100.5,30.7709057127008
100.6,30.7574143072408
100.7,30.7439282139893
100.8,30.7304474043804
100.9,30.7169718496402
101,30.7035015207885
101.1,30.6900363886411
101.2,30.6765764238119
101.3,30.6631215967151
101.4,30.649671877567
101.5,30.6362272363886
101.6,30.6227876430074
101.7,30.6093530670594
101.8,30.5959234779918
101.9,30.5824988450643
102,30.5690791373518
102.1,30.5556643237463
102.2,30.5422543729593
102.3,30.5288492535232
102.4,30.5154489337943
102.5,30.5020533819543
102.6,30.4886625660124
102.7,30.4752764538081
102.8,30.4618950130123
102.9,30.4485182111301
103,30.4351460155027
103.1,30.4217783933096
103.2,30.4084153115703
103.3,30.395056737147
103.4,30.3817026367462
103.5,30.3683529769209
103.6,30.3550077240729
103.7,30.3416668444545
103.8,30.3283303041712
103.9,30.3149980691829
104,30.3016701053067
104.1,30.2883463782188
104.2,30.2750268534562
104.3,30.2617114964192
104.4,30.2484002723733
104.5,30.2350931464513
104.6,30.2217900836552
104.7,30.2084910488582
104.8,30.1951960068072
104.9,30.1819049221243
105,30.1686177593091
105.1,30.1553344827407
105.2,30.1420550566796
105.3,30.1287794452699
105.4,30.1155076125413
105.5,30.1022395224108
105.6,30.0889751386852
105.7,30.0757144250627
105.8,30.062457345135
105.9,30.0492038623894
106,30.0359539402106
106.1,30.0227075418828
106.2,30.0094646305917
106.3,29.9962251694264
106.4,29.9829891213812
106.5,29.969756449358
106.6,29.9565271161677
106.7,29.9433010845326
106.8,29.9300783170879
106.9,29.9168587763842
107,29.9036424248887
107.1,29.8904292249878
107.2,29.8772191389886
107.3,29.864012129121
107.4,29.8508081575392
107.5,29.8376071863243
107.6,29.8244091774856
107.7,29.8112140929625
107.8,29.7980218946268
107.9,29.7848325442842
108,29.771646003676
108.1,29.7584622344814
108.2,29.7452811983192
108.3,29.7321028567493
108.4,29.7189271712749
108.5,29.7057541033442
108.6,29.6925836143521
108.7,29.6794156656424
108.8,29.6662502185088
108.9,29.6530872341975
109,29.6399266739087
109.1,29.6267684987982
109.2,29.6136126699792
109.3,29.6004591485242
109.4,29.5873078954669
109.5,29.5741588718034
109.6,29.5610120384944
109.7,29.5478673564668
109.8,29.5347247866152
109.9,29.5215842898042
110,29.5084458268691
110.1,29.4953093586186
110.2,29.482174845836
110.3,29.4690422492807
110.4,29.4559115296903
110.5,29.4427826477819
110.6,29.4296555642538
110.7,29.4165302397875
110.8,29.4034066350488
110.9,29.3902847106896
111,29.3771644273497
111.1,29.3640457456583
111.2,29.3509286262354
111.3,29.3378130296935
111.4,29.3246989166395
111.5,29.3115862476755
111.6,29.2984749834013
111.7,29.285365084415
111.8,29.2722565113154
111.9,29.2591492247029
112,29.2460431851812
112.1,29.232938353359
112.2,29.2198346898513
112.3,29.2067321552808
112.4,29.1936307102796
112.5,29.1805303154908
112.6,29.1674309315692
112.7,29.1543325191839
112.8,29.1412350390187
112.9,29.1281384517741
113,29.1150427181687
113.1,29.1019477989403
113.2,29.0888536548475
113.3,29.0757602466714
113.4,29.0626675352162
113.5,29.0495754813115
113.6,29.0364840458129
113.7,29.0233931896037
113.8,29.0103028735965
113.9,28.9972130587338
114,28.9841237059901
114.1,28.9710347763727
114.2,28.9579462309234
114.3,28.9448580307194
114.4,28.9317701368747
114.5,28.9186825105416
114.6,28.9055951129119
114.7,28.8925079052178
114.8,28.8794208487335
114.9,28.8663339047766
115,28.8532470347087
115.1,28.8401601999372
115.2,28.8270733619164
115.3,28.8139864821482
115.4,28.8008995221841
115.5,28.7878124436258
115.6,28.7747252081265
115.7,28.761637777392
115.8,28.7485501131822
115.9,28.7354621773117
116,28.7223739316513
116.1,28.709285338129
116.2,28.6961963587311
116.3,28.6831069555034
116.4,28.6700170905522
116.5,28.6569267260452
116.6,28.6438358242129
116.7,28.6307443473496
116.8,28.6176522578141
116.9,28.6045595180313
117,28.5914660904927
117.1,28.5783719377577
117.2,28.5652770224546
117.3,28.5521813072815
117.4,28.5390847550074
117.5,28.525987328473
117.6,28.5128889905921
117.7,28.4997897043518
117.8,28.4866894328144
117.9,28.4735881391173
118,28.460485786475
118.1,28.4473823381791
118.2,28.4342777575999
118.3,28.4211720081869
118.4,28.4080650534696
118.5,28.394956857059
118.6,28.3818473826477
118.7,28.3687365940113
118.8,28.3556244550091
118.9,28.3425109295848
119,28.3293959817675
119.1,28.3162795756726
119.2,28.3031616755024
