assay_chembl_id	assay_description	assay_type	confidence_score	confidence_desc	src_id	bao_format	target_chembl_id	target_name	target_type	organism	tax_id
CHEMBL5044152	Inhibition of human ERG by voltage clamp assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5044862	Inhibition of hERG potassium channel in HEK293 cells upto 30 uM by whole-cell patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5045627	Inhibition of hERG channel by patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5045648	Antagonist activity at human ERG by patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5046094	Inhibition of [35S]MK-499 binding to hERG expressed in HEK293 cells	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5046103	Inhibition of [35S]MK-499 binding to hERG expressed in HEK293 cells at 60 uM	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5046649	Inhibition of hERG at 1 uM by whole-cell electrophysiological assay relative to control	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5046760	Inhibition of human ERG by patch clamp method	B	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5047355	Inhibition of hERG expressed in CHO cells at -80 mV holding potential measured after 4mins by automated patch-clamp assay	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5047399	Inhibition of hERG expressed in CHO cells at -80 mV holding potential by automated patch clamp method	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5047728	Inhibition of hERG	B	9	Direct single protein target assigned	1	BAO_0000357	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5047834	Inhibition of human ERG transfected in CHO cells by automated patch method	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5048808	Inhibition of human ERG by [3H]]Astemizole binding assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5048865	Inhibition of hERG by patch clamp method	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5048909	Inhibition of hERG channel at 30 uM by patch clamp assay relative to control	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5048947	Inhibition of hERG at 10 uM by patch clamp method relative to control	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5049079	Inhibition of hERG expressed in CHO-K1 cells at 10 uM incubated for 5 mins by whole cell-automated voltage clamp analysis	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5049098	Inhibition of hERG expressed in CHO-K1 cells at 30 uM by automated whole cell patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5049389	Inhibition of hERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5049634	Inhibition of human ERG by patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5050156	Inhibition of human ERG by patch-clamp assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5050187	Inhibition of human ERG by LC-MS/MS analysis	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5050591	Inhibition of human ERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5050750	Inhibition of human ERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5050801	Inhibition of human ERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5051300	Inhibition of hERG (unknown origin) expressed in CHO-K1 cells measured by whole-cell voltage-clamp assay	T	9	Direct single protein target assigned	38	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5051301	Inhibition of hERG (unknown origin) expressed in CHO-K1 cells measured by PatchXpress higher-throughput assay	T	9	Direct single protein target assigned	38	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5054227	Inhibition of human ERG	B	9	Direct single protein target assigned	1	BAO_0000357	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5054318	Inhibition of human ERG by flux assay	B	9	Direct single protein target assigned	1	BAO_0000357	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5054319	Inhibition of human ERG by patch-clamp assay	B	9	Direct single protein target assigned	1	BAO_0000357	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5054684	Binding affinity to human ERG	B	9	Direct single protein target assigned	1	BAO_0000357	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5054711	Inhibition of human ERG by manual patch clamp assay	B	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5055793	Inhibition of human ERG at 10 uM	B	9	Direct single protein target assigned	1	BAO_0000357	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5055887	Inhibition of human ERG at 30 uM	B	9	Direct single protein target assigned	1	BAO_0000357	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5055966	Inhibition of human ERG by patch clamp method	B	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5056440	Binding affinity to human ERG assessed as inhibition constant	B	9	Direct single protein target assigned	1	BAO_0000357	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5056441	Inhibition of human ERG at 1 uM relative to control	B	9	Direct single protein target assigned	1	BAO_0000357	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5058034	Inhibition of human ERG	B	9	Direct single protein target assigned	1	BAO_0000357	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5058672	hERG Eurofins SafetyScreen (Other)	B	8	Homologous single protein target assigned	54	BAO_0000357	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5058820	K+/HERG Eurofins SafetyScreen44 (BI)	B	9	Direct single protein target assigned	54	BAO_0000357	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5058875	HERG_DOFETILIDE Eurofins SafetyScreen44 (BI)	B	9	Direct single protein target assigned	54	BAO_0000357	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5097460	Inhibition of hERG expressed in CHO cells at -80 mV holding potential by Whole-cell patch clamp analysis	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5097479	Inhibition of hERG by patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5097926	Inhibition of hERG potassium channel assessed as maximum inhibition rate at 40 uM at -80 mV holding potential incubated for 120 seconds by whole cell-automated voltage clamp analysis assay relative to control	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5097927	Inhibition of hERG potassium channel assessed as maximum inhibition rate at 3 uM at -80 mV holding potential incubated for 120 seconds by whole cell-automated voltage clamp analysis assay relative to control	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5097928	Inhibition of hERG potassium channel assessed as maximum inhibition rate at -80 mV holding potential incubated for 120 seconds by whole cell-automated voltage clamp analysis assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5098616	Inhibition of hERG ion channel incubated for 3 hrs by fluorescence polarization assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5098619	Inhibition of hERG ion channel by manual patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5099758	Inhibition of hERG by patch-clamp method	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5100299	Inhibition of hERG expressed in HEK293 cells by whole-cell patch clamp technique	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5100478	Inhibition of human ERG stably transfected in HEK293 cells incubated for 2 hrs by TAMRA fluorescence polarization assay	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5100480	Inhibition of human ERG stably transfected in HEK293 cells at 30 uM incubated for 2 hrs by TAMRA fluorescence polarization assay	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5100515	Inhibition of human ERG expressed in Xenopus laevis oocytes assessed as inhibition of channel current at 10 uM at +40mV holding potential by two-electrode voltage clamp assay	B	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5104430	Inhibition of human ERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5104761	Inhibition of hERG (unknown origin) at 10 uM relative to control	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5104961	Inhibition of hERG upto 10 uM	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5104970	Inhibition of hERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5105654	Inhibition of human ERG expressed in CHO cells at 30 uM at -80 mV holding potential by automated patch clamp assay relative to control	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5105783	Inhibition of hERG measured by patchclamp assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5105954	Inhibition of hERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5106268	Inhibition of hERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5106405	Inhibition of hERG measured by fluorescence polarization assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5106465	Inhibition of hERG measured by fluorescence polarization assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5107306	Inhibition of hERG expressed in CHO cells Qpatch-clamp electrophysiology assay	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5108154	Inhibition of human ERG tail current in cells at -80 mV holding potential by PatchXpress automated patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5109448	Inhibition of hERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5110781	Inhibition of human ERG at 3 uM	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5110782	Inhibition of human ERG at 10 uM	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5111957	Inhibition of hERG by patch-clamp method	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5112336	Inhibition of human ERG expressed in HEK293 cells by whole cell patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5112471	Inhibition of hERG cardiac ion channel by patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5112590	Inhibition of hERG transfected in CHO cells at 10 uM incubated for 30 mins by FluxorTM Potassium Ion Chanel Assay Kit method relative to control	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5112832	Inhibition of hERG expressed in CHO cells by whole cell patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5114275	Inhibition of hERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5114587	Inhibition of hERG by automated patch clamp analysis	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5116012	Inhibition of hERG by patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5116276	Inhibition of human ERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5116792	Inhibition of hERG at up to 30 uM	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5116839	Displacement of [3H]dofetilide from recombinant human ERG stably expressed in HEK293 cell membranes measured after 60 mins by scintillation counting analysis	T	9	Direct single protein target assigned	1	BAO_0000249	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5117065	Inhibition of hERG measured by fluorescence polarization assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5117269	Inhibition of human ERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5117664	Inhibition of human ERG potassium channel expressed in CHO cells by automated patch clamp electrophysiological assay	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5119104	Binding affinity to hERG (unknown origin)	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5119235	Inhibition of hERG potassium channel expressed in CHO cells at 10 uM incubated for 30 mins by fluorescence based plate reader assay relative to control	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5119715	Inhibition of hERG potassium channel at -80 mV holding potential incubated for 3 mins by automated patch clamp method	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5120245	Inhibtion of hERG transfected in HEK293 cells by by whole cell patch clamp method	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5121792	Inhibition of hERG channel expressed in CHO cells at -80 mV holding potential by Qpatch clamp method	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5121851	Inhibition of hERG in HEK293 cells assessed as mean compensated suppression rate at 3 uM incubated for 13 mins by whole cell patch clamp assay relative to control	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5121854	Inhibition of hERG in HEK293 cells assessed as mean compensated suppression rate at 1 uM incubated for 13 mins by whole cell patch clamp assay relative to control	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5121855	Inhibition of hERG in HEK293 cells assessed as mean compensated suppression rate at 10 uM incubated for 13 mins by whole cell patch clamp assay relative to control	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5122785	Inhibition of human ERG channel	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5123730	Cardiotoxicity against human ERG expressed in HEK293 cells by patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5125264	Effect on human ERG potassium channel expressed in Xenopus laevis oocytes at 10 uM at holding potential of -90 mV by patch clamp electrophysiology	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5125533	Inhibition of human ERG expressed in CHO cells at 1 uM by whole cell patch-clamp method	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5125534	Inhibition of human ERG potassium channel by fluorescence polarization assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5125535	Inhibition of human ERG expressed in HEK293 cells at 30 uM at -85 mV holding potential and measured upto 20 mins by patch-clamp method	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5125857	Inhibition of human ERG at 1 uM by patch clamp assay relative to control	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5127018	Inhibition of hERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5127841	Inhibition of human ERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5129510	Inhibition of hERG at 10 uM incubated for 2 hrs by fluorescence polarization based assay relative to control	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5129511	Inhibition of hERG incubated for 2 hrs by fluorescence polarization based assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5129830	Inhibition of human ERG by patch clamp method	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5129884	Inhibition of hERG potassium channel in HEK293 cells at 0.3 to 30 uM by whole-cell patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5129939	Inhibition of hERG expressed in CHO cells by Q patch-clamp method	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5129991	Inhibition of hERG by manual patch clamp method	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5130009	Inhibition of hERG expressed in CHO cells 10 uM at by Q patch-clamp method relative to control	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5130010	Inhibition of hERG expressed in CHO cells 3 uM at by Q patch-clamp method relative to control	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5130043	Inhibition of hERG expressed in CHO cells at 3 uM at -80 mV holding potential assessed as current block incubated for 3 mins by Qpatch clamp method relative to control	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5130108	Inhibition of hERG by Qpatch-clamp method	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5130290	Effect on human ERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5130457	Inhibition of hERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5130458	Inhibition of hERG by automated q-patch clamp assay	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5130514	Inhibition of hERG	T	9	Direct single protein target assigned	1	BAO_0000019	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
CHEMBL5130606	Inhibition of hERG in CHO cells at 1 uM at -80 mV holding potential by whole-cell voltage clamp method	T	9	Direct single protein target assigned	1	BAO_0000219	CHEMBL240	Voltage-gated inwardly rectifying potassium channel KCNH2	SINGLE PROTEIN	Homo sapiens	9606
