assay_chembl_id	#Compounds
CHEMBL4373010	7
CHEMBL4373011	7
CHEMBL4377385	7
CHEMBL4672099	7
CHEMBL4624241	7
CHEMBL5036402	7
CHEMBL4839718	7
CHEMBL5037534	7
CHEMBL4410390	7
CHEMBL4481699	7
CHEMBL4406249	7
CHEMBL4406698	7
CHEMBL4414831	7
CHEMBL4418047	7
CHEMBL4724830	7
CHEMBL4703538	7
CHEMBL4709471	7
CHEMBL4339725	6
CHEMBL4341639	6
CHEMBL4341641	6
CHEMBL4351264	6
CHEMBL4354033	6
CHEMBL4622189	6
CHEMBL4681585	6
CHEMBL4678423	6
CHEMBL4610870	6
CHEMBL4670564	6
CHEMBL4628362	6
CHEMBL4831696	6
CHEMBL4821061	6
CHEMBL4739474	6
CHEMBL4739475	6
CHEMBL4373140	6
CHEMBL4375191	6
CHEMBL4380720	6
CHEMBL4400294	6
CHEMBL4734891	6
CHEMBL4734907	6
CHEMBL4704286	6
CHEMBL4880904	6
CHEMBL5049079	6
CHEMBL5041658	6
CHEMBL5041659	6
CHEMBL5041660	6
CHEMBL5042780	6
CHEMBL4843250	6
CHEMBL4413347	6
CHEMBL4605025	6
CHEMBL4415858	6
CHEMBL3611135	6
CHEMBL3619842	6
CHEMBL3736641	6
CHEMBL3607787	6
CHEMBL3631371	6
CHEMBL4181645	6
CHEMBL4193795	6
CHEMBL4316969	6
CHEMBL4254808	6
CHEMBL4255809	6
CHEMBL4266935	6
CHEMBL4052364	6
CHEMBL4032610	6
CHEMBL4045110	6
CHEMBL3880757	6
CHEMBL3869648	6
CHEMBL3878769	6
CHEMBL3992698	6
CHEMBL5622384	6
CHEMBL5622385	6
CHEMBL5634341	6
CHEMBL660547	6
CHEMBL660921	6
CHEMBL684971	6
CHEMBL687507	6
CHEMBL659866	6
CHEMBL796995	6
CHEMBL766804	6
CHEMBL5731265	6
CHEMBL5732343	6
CHEMBL5733108	6
CHEMBL5739201	6
CHEMBL2444175	6
CHEMBL2411862	6
CHEMBL2150640	6
CHEMBL2211966	6
CHEMBL2162879	6
CHEMBL2216274	6
CHEMBL2327410	6
CHEMBL2404382	6
CHEMBL2390363	6
CHEMBL3291975	6
CHEMBL3226215	6
CHEMBL3215094	6
CHEMBL3367864	6
CHEMBL3369365	6
CHEMBL3371482	6
CHEMBL3371912	6
CHEMBL3385853	6
CHEMBL3386699	6
CHEMBL3375414	6
CHEMBL3378104	6
CHEMBL3096729	6
CHEMBL3124427	6
CHEMBL3594793	6
CHEMBL3429920	6
CHEMBL3584390	6
CHEMBL5363737	6
CHEMBL5363738	6
CHEMBL5363739	6
CHEMBL5548364	6
CHEMBL5534419	6
CHEMBL5577197	6
CHEMBL5236161	6
CHEMBL5237932	6
CHEMBL5247304	6
CHEMBL5224245	6
CHEMBL5259442	6
CHEMBL5318426	6
CHEMBL5320104	6
CHEMBL5149776	6
CHEMBL1048091	6
CHEMBL1052905	6
CHEMBL1073582	6
CHEMBL1042376	6
CHEMBL1059726	6
CHEMBL1292008	6
CHEMBL1274957	6
CHEMBL1646064	6
CHEMBL1647669	6
CHEMBL1663351	6
CHEMBL1686824	6
CHEMBL1816994	6
CHEMBL1819700	6
CHEMBL1827186	6
CHEMBL1918337	6
CHEMBL1832111	6
CHEMBL1107480	6
CHEMBL1107481	6
CHEMBL1107673	6
CHEMBL1113040	6
CHEMBL1175788	6
CHEMBL1175789	6
CHEMBL1175790	6
CHEMBL2032545	6
CHEMBL2032591	6
CHEMBL1954425	6
CHEMBL1936933	6
CHEMBL2044584	6
CHEMBL1014963	6
CHEMBL1018632	6
CHEMBL1021907	6
CHEMBL1023104	6
CHEMBL988126	6
CHEMBL815524	6
CHEMBL854891	6
CHEMBL829261	6
CHEMBL943040	6
CHEMBL943783	6
CHEMBL949428	6
CHEMBL927230	6
CHEMBL906899	6
CHEMBL908639	6
CHEMBL939830	6
CHEMBL889313	6
CHEMBL889314	6
CHEMBL865594	6
CHEMBL870286	5
CHEMBL870287	5
CHEMBL867936	5
CHEMBL954009	5
CHEMBL998044	5
CHEMBL898851	5
CHEMBL906898	5
CHEMBL914758	5
CHEMBL5629612	5
CHEMBL5610156	5
CHEMBL653731	5
CHEMBL662305	5
CHEMBL5730347	5
CHEMBL4424285	5
CHEMBL4427201	5
CHEMBL4427471	5
CHEMBL4430311	5
CHEMBL4809418	5
CHEMBL4812667	5
CHEMBL4821175	5
CHEMBL4828916	5
CHEMBL4817671	5
CHEMBL4324297	5
CHEMBL4354044	5
CHEMBL4629737	5
CHEMBL4629738	5
CHEMBL4629796	5
CHEMBL4680981	5
CHEMBL4684627	5
CHEMBL4622581	5
CHEMBL4624402	5
CHEMBL4619942	5
CHEMBL4669424	5
CHEMBL4672097	5
CHEMBL4676137	5
CHEMBL4679707	5
CHEMBL4606403	5
CHEMBL4836048	5
CHEMBL4836049	5
CHEMBL5031859	5
CHEMBL5042445	5
CHEMBL4392943	5
CHEMBL4373138	5
CHEMBL4373139	5
CHEMBL4375199	5
CHEMBL4399583	5
CHEMBL4703517	5
CHEMBL4687846	5
CHEMBL3813468	5
CHEMBL3803792	5
CHEMBL3829953	5
CHEMBL4237146	5
CHEMBL4303779	5
CHEMBL4269690	5
CHEMBL3635896	5
CHEMBL3625781	5
CHEMBL3630432	5
CHEMBL3631137	5
CHEMBL3618954	5
CHEMBL3602657	5
CHEMBL3742790	5
CHEMBL3742792	5
CHEMBL3743003	5
CHEMBL4184343	5
CHEMBL4179672	5
CHEMBL4201404	5
CHEMBL4223820	5
CHEMBL4195809	5
CHEMBL4199666	5
CHEMBL4199985	5
CHEMBL4199986	5
CHEMBL4001612	5
CHEMBL4003819	5
CHEMBL4004321	5
CHEMBL3888300	5
CHEMBL3889058	5
CHEMBL3871742	5
CHEMBL3997635	5
CHEMBL3879991	5
CHEMBL4123931	5
CHEMBL4054757	5
CHEMBL4036198	5
CHEMBL1017620	5
CHEMBL1018131	5
CHEMBL1011698	5
CHEMBL1024556	5
CHEMBL1001517	5
CHEMBL1764303	5
CHEMBL1767981	5
CHEMBL1767983	5
CHEMBL1104217	5
CHEMBL1646507	5
CHEMBL1647515	5
CHEMBL1647941	5
CHEMBL1291445	5
CHEMBL1273286	5
CHEMBL2020857	5
CHEMBL1948885	5
CHEMBL1953526	5
CHEMBL1954570	5
CHEMBL2066265	5
CHEMBL1936097	5
CHEMBL2040132	5
CHEMBL1816131	5
CHEMBL1827185	5
CHEMBL1827878	5
CHEMBL1837922	5
CHEMBL1913194	5
CHEMBL1918925	5
CHEMBL1772391	5
CHEMBL1227232	5
CHEMBL1117343	5
CHEMBL1119164	5
CHEMBL1119996	5
CHEMBL1111982	5
CHEMBL1112964	5
CHEMBL3582606	5
CHEMBL3412492	5
CHEMBL3420397	5
CHEMBL2340399	5
CHEMBL2343015	5
CHEMBL2330583	5
CHEMBL2422534	5
CHEMBL2423441	5
CHEMBL2424465	5
CHEMBL2417298	5
CHEMBL2154364	5
CHEMBL2187242	5
CHEMBL2188943	5
CHEMBL2176358	5
CHEMBL2149604	5
CHEMBL2211387	5
CHEMBL2215143	5
CHEMBL3100173	5
CHEMBL3112307	5
CHEMBL3117317	5
CHEMBL3128678	5
CHEMBL3128856	5
CHEMBL3128857	5
CHEMBL3224193	5
CHEMBL3224838	5
CHEMBL3367333	5
CHEMBL3367865	5
CHEMBL3377716	5
CHEMBL3396797	5
CHEMBL5151023	5
CHEMBL5168509	5
CHEMBL5158270	5
CHEMBL5139593	5
CHEMBL5380718	5
CHEMBL5582147	5
CHEMBL5582149	5
CHEMBL5582150	5
CHEMBL5550341	5
CHEMBL5547655	5
CHEMBL5547883	5
CHEMBL5516904	5
CHEMBL5343725	5
CHEMBL5347669	5
CHEMBL5109448	5
CHEMBL5107306	5
CHEMBL5116276	4
CHEMBL5117269	4
CHEMBL5130457	4
CHEMBL5130458	4
CHEMBL5130514	4
CHEMBL5215423	4
CHEMBL5133256	4
CHEMBL5233428	4
CHEMBL5225675	4
CHEMBL5226275	4
CHEMBL5255157	4
CHEMBL5255853	4
CHEMBL5255854	4
CHEMBL5255855	4
CHEMBL5255856	4
CHEMBL5330685	4
CHEMBL5525767	4
CHEMBL5530931	4
CHEMBL5547881	4
CHEMBL5538734	4
CHEMBL5511808	4
CHEMBL5520755	4
CHEMBL5520756	4
CHEMBL5521592	4
CHEMBL5521593	4
CHEMBL4709848	4
CHEMBL4716871	4
CHEMBL4723905	4
CHEMBL4732339	4
CHEMBL4359448	4
CHEMBL4345249	4
CHEMBL4321008	4
CHEMBL4322077	4
CHEMBL4426446	4
CHEMBL4424287	4
CHEMBL4424288	4
CHEMBL4432469	4
CHEMBL4433285	4
CHEMBL4480013	4
CHEMBL4410909	4
CHEMBL4605858	4
CHEMBL4605859	4
CHEMBL4404882	4
CHEMBL4770548	4
CHEMBL4832854	4
CHEMBL4810281	4
CHEMBL4826208	4
CHEMBL4765970	4
CHEMBL4766286	4
CHEMBL4766428	4
CHEMBL4367691	4
CHEMBL4367692	4
CHEMBL4383858	4
CHEMBL4384747	4
CHEMBL4372490	4
CHEMBL4605958	4
CHEMBL4630549	4
CHEMBL4678073	4
CHEMBL4615832	4
CHEMBL4619106	4
CHEMBL4834317	4
CHEMBL4834318	4
CHEMBL4835203	4
CHEMBL5043763	4
CHEMBL5043764	4
CHEMBL5047399	4
CHEMBL5034278	4
CHEMBL5034587	4
CHEMBL5036401	4
CHEMBL5036625	4
CHEMBL4843253	4
CHEMBL933468	4
CHEMBL907269	4
CHEMBL939877	4
CHEMBL986141	4
CHEMBL993079	4
CHEMBL993708	4
CHEMBL870781	4
CHEMBL886905	4
CHEMBL865567	4
CHEMBL866509	4
CHEMBL859701	4
CHEMBL953933	4
CHEMBL975252	4
CHEMBL968701	4
CHEMBL943782	4
CHEMBL815525	4
CHEMBL855968	4
CHEMBL856405	4
CHEMBL827704	4
CHEMBL827842	4
CHEMBL827947	4
CHEMBL829377	4
CHEMBL5731266	4
CHEMBL5731980	4
CHEMBL5733754	4
CHEMBL5734918	4
CHEMBL5734969	4
CHEMBL5737357	4
CHEMBL5737481	4
CHEMBL5626252	4
CHEMBL5628161	4
CHEMBL5588136	4
CHEMBL3361668	4
CHEMBL3381618	4
CHEMBL3391347	4
CHEMBL3368014	4
CHEMBL3373953	4
CHEMBL3374297	4
CHEMBL2443479	4
CHEMBL2424274	4
CHEMBL2429418	4
CHEMBL2417289	4
CHEMBL3406745	4
CHEMBL3413543	4
CHEMBL3414402	4
CHEMBL3591006	4
CHEMBL3420851	4
CHEMBL3428433	4
CHEMBL2404993	4
CHEMBL2404994	4
CHEMBL2404995	4
CHEMBL2393913	4
CHEMBL2327767	4
CHEMBL2329729	4
CHEMBL2330395	4
CHEMBL2330396	4
CHEMBL2330743	4
CHEMBL2330779	4
CHEMBL2317008	4
CHEMBL2320190	4
CHEMBL2345730	4
CHEMBL3223962	4
CHEMBL3225969	4
CHEMBL3265847	4
CHEMBL3268200	4
CHEMBL2150658	4
CHEMBL2153967	4
CHEMBL2160405	4
CHEMBL2160806	4
CHEMBL2166760	4
CHEMBL2167881	4
CHEMBL3074982	4
CHEMBL3090833	4
CHEMBL3128676	4
CHEMBL4012329	4
CHEMBL4013657	4
CHEMBL4026835	4
CHEMBL4010387	4
CHEMBL4042408	4
CHEMBL4042409	4
CHEMBL4046796	4
CHEMBL4030416	4
CHEMBL4017746	4
CHEMBL4019810	4
CHEMBL4022306	4
CHEMBL3738362	4
CHEMBL3738365	4
CHEMBL3738384	4
CHEMBL3635936	4
CHEMBL3762781	4
CHEMBL3744556	4
CHEMBL3750583	4
CHEMBL3602645	4
CHEMBL3768879	4
CHEMBL3789676	4
CHEMBL3821620	4
CHEMBL3806884	4
CHEMBL3807113	4
CHEMBL3807114	4
CHEMBL3807115	4
CHEMBL3807756	4
CHEMBL3813331	4
CHEMBL3815836	4
CHEMBL4261225	4
CHEMBL4261226	4
CHEMBL4261227	4
CHEMBL4275130	4
CHEMBL4276588	4
CHEMBL4235077	4
CHEMBL4235080	4
CHEMBL4310146	4
CHEMBL4312205	4
CHEMBL4312207	4
CHEMBL4312208	4
CHEMBL4270326	4
CHEMBL4270327	4
CHEMBL4270328	4
CHEMBL4057904	4
CHEMBL4121772	4
CHEMBL4150477	4
CHEMBL4124696	4
CHEMBL4125229	4
CHEMBL4047367	4
CHEMBL4051888	4
CHEMBL4200762	4
CHEMBL4200990	4
CHEMBL4196409	4
CHEMBL3858444	4
CHEMBL3859699	4
CHEMBL3889176	4
CHEMBL3864496	4
CHEMBL3864901	4
CHEMBL3869719	4
CHEMBL3872986	4
CHEMBL3994405	4
CHEMBL3994406	4
CHEMBL1211615	4
CHEMBL1219104	4
CHEMBL1174519	4
CHEMBL1106513	4
CHEMBL1106514	4
CHEMBL1106530	4
CHEMBL1106535	4
CHEMBL1110017	4
CHEMBL1226090	4
CHEMBL1227350	4
CHEMBL1228485	4
CHEMBL1118090	4
CHEMBL1119165	4
CHEMBL1120225	4
CHEMBL1120746	4
CHEMBL1045136	4
CHEMBL1061556	4
CHEMBL1063963	4
CHEMBL1065725	4
CHEMBL1070001	4
CHEMBL1019465	4
CHEMBL1027668	4
CHEMBL1686219	4
CHEMBL1687412	4
CHEMBL1763220	4
CHEMBL1771850	4
CHEMBL1805938	4
CHEMBL1918380	4
CHEMBL1918926	4
CHEMBL1918927	4
CHEMBL1831776	4
CHEMBL1837361	4
CHEMBL1839210	4
CHEMBL1839299	4
CHEMBL1645659	4
CHEMBL1272925	4
CHEMBL2014322	4
CHEMBL2014814	4
CHEMBL2020831	4
CHEMBL2021017	4
CHEMBL2025095	4
CHEMBL2026015	4
CHEMBL1952486	4
CHEMBL1954142	4
CHEMBL2027643	4
CHEMBL2037696	4
CHEMBL1959242	4
CHEMBL1959247	4
CHEMBL1959248	4
CHEMBL1959249	4
CHEMBL1959250	4
CHEMBL1959251	4
CHEMBL1958902	3
CHEMBL2013365	3
CHEMBL2044730	3
CHEMBL2051144	3
CHEMBL2065451	3
CHEMBL2026526	3
CHEMBL2026865	3
CHEMBL1948791	3
CHEMBL1954571	3
CHEMBL1936658	3
CHEMBL1942853	3
CHEMBL1942854	3
CHEMBL1039906	3
CHEMBL1039907	3
CHEMBL1011672	3
CHEMBL1011674	3
CHEMBL1011676	3
CHEMBL1011677	3
CHEMBL1021997	3
CHEMBL1022018	3
CHEMBL1121059	3
CHEMBL1211744	3
CHEMBL1211976	3
CHEMBL1218978	3
CHEMBL1227661	3
CHEMBL1105770	3
CHEMBL1106557	3
CHEMBL1248763	3
CHEMBL1101904	3
CHEMBL1060930	3
CHEMBL1062741	3
CHEMBL1041067	3
CHEMBL1041068	3
CHEMBL1054535	3
CHEMBL1069754	3
CHEMBL1070389	3
CHEMBL1070849	3
CHEMBL1072651	3
CHEMBL1647980	3
CHEMBL1614368	3
CHEMBL1273164	3
CHEMBL1680289	3
CHEMBL1687437	3
CHEMBL1664415	3
CHEMBL1764302	3
CHEMBL1767984	3
CHEMBL1656347	3
CHEMBL1837923	3
CHEMBL1837925	3
CHEMBL1804921	3
CHEMBL1805939	3
CHEMBL1810637	3
CHEMBL1780458	3
CHEMBL1780459	3
CHEMBL1816830	3
CHEMBL1820248	3
CHEMBL1820249	3
CHEMBL1820250	3
CHEMBL1820251	3
CHEMBL1820252	3
CHEMBL1820828	3
CHEMBL1918580	3
CHEMBL834953	3
CHEMBL820994	3
CHEMBL854582	3
CHEMBL854893	3
CHEMBL859791	3
CHEMBL861279	3
CHEMBL893743	3
CHEMBL896496	3
CHEMBL889312	3
CHEMBL864202	3
CHEMBL864852	3
CHEMBL867172	3
CHEMBL868204	3
CHEMBL868205	3
CHEMBL903920	3
CHEMBL929421	3
CHEMBL993590	3
CHEMBL948118	3
CHEMBL950430	3
CHEMBL972461	3
CHEMBL940932	3
CHEMBL979037	3
CHEMBL5511455	3
CHEMBL5511456	3
CHEMBL5512092	3
CHEMBL5516741	3
CHEMBL5516742	3
CHEMBL5520854	3
CHEMBL5520855	3
CHEMBL5520856	3
CHEMBL5520857	3
CHEMBL5521024	3
CHEMBL5165162	3
CHEMBL5166087	3
CHEMBL5140411	3
CHEMBL5142723	3
CHEMBL5167771	3
CHEMBL5168166	3
CHEMBL5145947	3
CHEMBL5148069	3
CHEMBL5148711	3
CHEMBL5135461	3
CHEMBL5155949	3
CHEMBL5157217	3
CHEMBL5129830	3
CHEMBL5129831	3
CHEMBL5129832	3
CHEMBL5129884	3
CHEMBL5131218	3
CHEMBL5050591	3
CHEMBL5117065	3
CHEMBL5117664	3
CHEMBL5110782	3
CHEMBL5112590	3
CHEMBL5112832	3
CHEMBL5125534	3
CHEMBL5361572	3
CHEMBL5384537	3
CHEMBL5388468	3
CHEMBL5389038	3
CHEMBL5392513	3
CHEMBL5536487	3
CHEMBL5539762	3
CHEMBL5539808	3
CHEMBL5585351	3
CHEMBL5585808	3
CHEMBL5586363	3
CHEMBL5586364	3
CHEMBL5579616	3
CHEMBL5546325	3
CHEMBL5549260	3
CHEMBL5531414	3
CHEMBL5257220	3
CHEMBL5259050	3
CHEMBL5236892	3
CHEMBL5224985	3
CHEMBL5330315	3
CHEMBL5330686	3
CHEMBL5332470	3
CHEMBL5316910	3
CHEMBL5335441	3
CHEMBL4843252	3
CHEMBL4843604	3
CHEMBL4835111	3
CHEMBL5041214	3
CHEMBL5041215	3
CHEMBL5041216	3
CHEMBL5041721	3
CHEMBL4845171	3
CHEMBL5031795	3
CHEMBL5034211	3
CHEMBL5034585	3
CHEMBL5034586	3
CHEMBL5037162	3
CHEMBL5043389	3
CHEMBL5046103	3
CHEMBL4413744	3
CHEMBL4415876	3
CHEMBL4424856	3
CHEMBL4403945	3
CHEMBL4406769	3
CHEMBL4605642	3
CHEMBL4731940	3
CHEMBL4734906	3
CHEMBL4728068	3
CHEMBL4729407	3
CHEMBL4729409	3
CHEMBL4712777	3
CHEMBL4700475	3
CHEMBL4701757	3
CHEMBL4701758	3
CHEMBL4714168	3
CHEMBL4715413	3
CHEMBL4715414	3
CHEMBL4721729	3
CHEMBL4724812	3
CHEMBL4356659	3
CHEMBL4331782	3
CHEMBL4332217	3
CHEMBL4342657	3
CHEMBL4340219	3
CHEMBL4669232	3
CHEMBL4667950	3
CHEMBL4606516	3
CHEMBL4610755	3
CHEMBL4611417	3
CHEMBL4614748	3
CHEMBL4616470	3
CHEMBL4678145	3
CHEMBL4679362	3
CHEMBL4737841	3
CHEMBL4766385	3
CHEMBL4809419	3
CHEMBL4810689	3
CHEMBL4810690	3
CHEMBL4810691	3
CHEMBL4770549	3
CHEMBL4828532	3
CHEMBL4832310	3
CHEMBL4808721	3
CHEMBL4822454	3
CHEMBL4818032	3
CHEMBL4393834	3
CHEMBL4393835	3
CHEMBL4393837	3
CHEMBL4393839	3
CHEMBL4394729	3
CHEMBL4362471	3
CHEMBL4364034	3
CHEMBL4367399	3
CHEMBL4369880	3
CHEMBL4373076	3
CHEMBL4374649	3
CHEMBL4374650	3
CHEMBL4381402	3
CHEMBL3997734	3
CHEMBL3997735	3
CHEMBL4003820	3
CHEMBL3887158	3
CHEMBL3887508	3
CHEMBL3865122	3
CHEMBL3865492	3
CHEMBL3865493	3
CHEMBL3865494	3
CHEMBL3868264	3
CHEMBL3868265	3
CHEMBL3868266	3
CHEMBL3868328	3
CHEMBL3789410	3
CHEMBL3807652	3
CHEMBL3807653	3
CHEMBL3807654	3
CHEMBL3807655	3
CHEMBL3803791	3
CHEMBL4017034	3
CHEMBL4021708	3
CHEMBL4027662	3
CHEMBL4036195	3
CHEMBL4036812	3
CHEMBL4036825	3
CHEMBL4036826	3
CHEMBL4037342	3
CHEMBL4015500	3
CHEMBL4015596	3
CHEMBL4004722	3
CHEMBL4007981	3
CHEMBL4041603	3
CHEMBL4041928	3
CHEMBL3602290	3
CHEMBL3606444	3
CHEMBL3744110	3
CHEMBL3627070	3
CHEMBL3630980	3
CHEMBL3630981	3
CHEMBL3761659	3
CHEMBL3762406	3
CHEMBL3766108	3
CHEMBL4183068	3
CHEMBL4188524	3
CHEMBL4156817	3
CHEMBL4222828	3
CHEMBL4223709	3
CHEMBL4224020	3
CHEMBL4224343	3
CHEMBL4224344	3
CHEMBL4158633	3
CHEMBL4158756	3
CHEMBL4180169	3
CHEMBL4180171	3
CHEMBL4181299	3
CHEMBL4181570	3
CHEMBL4275131	3
CHEMBL4305236	3
CHEMBL4256591	3
CHEMBL4257703	3
CHEMBL4257728	3
CHEMBL4047413	3
CHEMBL4047676	3
CHEMBL4049285	3
CHEMBL4051786	3
CHEMBL4051787	3
CHEMBL4052295	3
CHEMBL4124237	3
CHEMBL4134825	3
CHEMBL4137255	3
CHEMBL5730062	3
CHEMBL706154	3
CHEMBL700075	3
CHEMBL5739058	3
CHEMBL5732671	3
CHEMBL5735616	3
CHEMBL5634413	3
CHEMBL5589183	3
CHEMBL5609895	3
CHEMBL5611059	3
CHEMBL5611060	3
CHEMBL655369	3
CHEMBL656260	3
CHEMBL659152	3
CHEMBL660543	3
CHEMBL3123230	3
CHEMBL3097141	3
CHEMBL3118368	3
CHEMBL3096733	3
CHEMBL3419126	3
CHEMBL3578618	3
CHEMBL3579944	3
CHEMBL3583384	3
CHEMBL3407223	3
CHEMBL3590902	3
CHEMBL3590915	3
CHEMBL3591805	3
CHEMBL3363795	3
CHEMBL3363797	3
CHEMBL3363798	3
CHEMBL3363799	3
CHEMBL3367517	3
CHEMBL3385976	3
CHEMBL3390017	3
CHEMBL3293920	3
CHEMBL3295404	3
CHEMBL3295909	3
CHEMBL3361669	3
CHEMBL3368358	3
CHEMBL3368359	3
CHEMBL3372415	3
CHEMBL3379633	3
CHEMBL3398704	3
CHEMBL3399089	3
CHEMBL2412857	3
CHEMBL2424139	3
CHEMBL2447591	3
CHEMBL2162323	3
CHEMBL2168561	3
CHEMBL2073329	3
CHEMBL2215193	3
CHEMBL2185328	3
CHEMBL2188723	3
CHEMBL2173537	3
CHEMBL2184102	3
CHEMBL2157805	3
CHEMBL2157810	3
CHEMBL2160410	3
CHEMBL2160411	3
CHEMBL2149440	3
CHEMBL2405371	3
CHEMBL2406366	3
CHEMBL2384313	3
CHEMBL3225271	3
CHEMBL3226254	3
CHEMBL3239511	3
CHEMBL3240534	3
CHEMBL3241472	3
CHEMBL3292514	3
CHEMBL3268527	2
CHEMBL3268691	2
CHEMBL3224183	2
CHEMBL3224857	2
CHEMBL3225974	2
CHEMBL3241723	2
CHEMBL3242069	2
CHEMBL3242070	2
CHEMBL3242071	2
CHEMBL3242072	2
CHEMBL3242073	2
CHEMBL3243209	2
CHEMBL3396351	2
CHEMBL3396520	2
CHEMBL3387701	2
CHEMBL3374871	2
CHEMBL3378638	2
CHEMBL3378646	2
CHEMBL3362989	2
CHEMBL3363907	2
CHEMBL3364596	2
CHEMBL3366617	2
CHEMBL3380165	2
CHEMBL3382404	2
CHEMBL3382553	2
CHEMBL3382692	2
CHEMBL3382693	2
CHEMBL3294274	2
CHEMBL3295453	2
CHEMBL3296755	2
CHEMBL3368017	2
CHEMBL3368018	2
CHEMBL3370429	2
CHEMBL3370430	2
CHEMBL3096370	2
CHEMBL3123331	2
CHEMBL3123626	2
CHEMBL3128589	2
CHEMBL3129033	2
CHEMBL3130759	2
CHEMBL3130896	2
CHEMBL3117581	2
CHEMBL3117598	2
CHEMBL3419081	2
CHEMBL3419127	2
CHEMBL3420425	2
CHEMBL3420642	2
CHEMBL3420643	2
CHEMBL3420644	2
CHEMBL3420645	2
CHEMBL3420646	2
CHEMBL3421062	2
CHEMBL3424107	2
CHEMBL3424160	2
CHEMBL3579943	2
CHEMBL3582736	2
CHEMBL3591008	2
CHEMBL3591518	2
CHEMBL3591519	2
CHEMBL3594777	2
CHEMBL3411134	2
CHEMBL3412836	2
CHEMBL3413194	2
CHEMBL3413549	2
CHEMBL3414401	2
CHEMBL2329731	2
CHEMBL2330319	2
CHEMBL2330323	2
CHEMBL2330715	2
CHEMBL2400451	2
CHEMBL2400452	2
CHEMBL2400453	2
CHEMBL2400454	2
CHEMBL2400455	2
CHEMBL2400456	2
CHEMBL2406353	2
CHEMBL2406780	2
CHEMBL2388202	2
CHEMBL2389760	2
CHEMBL2394849	2
CHEMBL2395206	2
CHEMBL2395207	2
CHEMBL2384079	2
CHEMBL2384851	2
CHEMBL2340694	2
CHEMBL2343703	2
CHEMBL2344471	2
CHEMBL2216273	2
CHEMBL2318069	2
CHEMBL2318297	2
CHEMBL2433139	2
CHEMBL2439936	2
CHEMBL2410296	2
CHEMBL2415345	2
CHEMBL2445975	2
CHEMBL2445976	2
CHEMBL2445977	2
CHEMBL2445978	2
CHEMBL2422129	2
CHEMBL2422131	2
CHEMBL2422133	2
CHEMBL2429415	2
CHEMBL2089540	2
CHEMBL2091208	2
CHEMBL2114010	2
CHEMBL2148627	2
CHEMBL2150356	2
CHEMBL2161976	2
CHEMBL2167265	2
CHEMBL2168470	2
CHEMBL2071956	2
CHEMBL2072739	2
CHEMBL2187791	2
CHEMBL2188237	2
CHEMBL2208705	2
CHEMBL2173968	2
CHEMBL2176468	2
CHEMBL2184669	2
CHEMBL5326840	2
CHEMBL5326841	2
CHEMBL5326843	2
CHEMBL5327984	2
CHEMBL5328504	2
CHEMBL5328741	2
CHEMBL5347868	2
CHEMBL5350354	2
CHEMBL5351415	2
CHEMBL5352788	2
CHEMBL5330438	2
CHEMBL5334006	2
CHEMBL5335061	2
CHEMBL5341349	2
CHEMBL5337078	2
CHEMBL5337264	2
CHEMBL5338534	2
CHEMBL5264214	2
CHEMBL5316803	2
CHEMBL5317031	2
CHEMBL5319037	2
CHEMBL5119715	2
CHEMBL5123730	2
CHEMBL5050156	2
CHEMBL5054318	2
CHEMBL5054319	2
CHEMBL5055701	2
CHEMBL5098619	2
CHEMBL5100478	2
CHEMBL5104970	2
CHEMBL5129510	2
CHEMBL5129991	2
CHEMBL5130010	2
CHEMBL5130108	2
CHEMBL5108155	2
CHEMBL5111957	2
CHEMBL5116012	2
CHEMBL5116305	2
CHEMBL5116306	2
CHEMBL5117278	2
CHEMBL5117280	2
CHEMBL5117281	2
CHEMBL5057160	2
CHEMBL5058034	2
CHEMBL5097460	2
CHEMBL5510148	2
CHEMBL5512769	2
CHEMBL5515077	2
CHEMBL5515560	2
CHEMBL5501763	2
CHEMBL5516220	2
CHEMBL5516756	2
CHEMBL5503990	2
CHEMBL5503997	2
CHEMBL5503998	2
CHEMBL5161214	2
CHEMBL5161391	2
CHEMBL5141625	2
CHEMBL5141991	2
CHEMBL5142020	2
CHEMBL5142532	2
CHEMBL5142760	2
CHEMBL5154497	2
CHEMBL5133221	2
CHEMBL5133272	2
CHEMBL5134245	2
CHEMBL5136077	2
CHEMBL5136558	2
CHEMBL5168419	2
CHEMBL5168664	2
CHEMBL5145948	2
CHEMBL5146707	2
CHEMBL5147244	2
CHEMBL5148609	2
CHEMBL5216639	2
CHEMBL5217822	2
CHEMBL5217823	2
CHEMBL5218154	2
CHEMBL5223507	2
CHEMBL5224988	2
CHEMBL5225022	2
CHEMBL5225845	2
CHEMBL5225990	2
CHEMBL5243034	2
CHEMBL5257221	2
CHEMBL5259448	2
CHEMBL5260116	2
CHEMBL5261578	2
CHEMBL5247186	2
CHEMBL5247187	2
CHEMBL5232746	2
CHEMBL5234321	2
CHEMBL5234322	2
CHEMBL5234323	2
CHEMBL5236676	2
CHEMBL5238213	2
CHEMBL5251044	2
CHEMBL5354037	2
CHEMBL5356383	2
CHEMBL5357935	2
CHEMBL5358237	2
CHEMBL5362172	2
CHEMBL5363761	2
CHEMBL5374431	2
CHEMBL5375455	2
CHEMBL5375739	2
CHEMBL5375740	2
CHEMBL5375741	2
CHEMBL5376724	2
CHEMBL5377244	2
CHEMBL5379386	2
CHEMBL5381145	2
