assay_chembl_id	#Compounds
CHEMBL5365195	2
CHEMBL5365873	2
CHEMBL5366637	2
CHEMBL5370114	2
CHEMBL5370115	2
CHEMBL5384192	2
CHEMBL5386813	2
CHEMBL5388466	2
CHEMBL5391052	2
CHEMBL5393065	2
CHEMBL5528606	2
CHEMBL5530782	2
CHEMBL5531210	2
CHEMBL5531339	2
CHEMBL5554281	2
CHEMBL5554826	2
CHEMBL5577748	2
CHEMBL5577749	2
CHEMBL5578650	2
CHEMBL5535166	2
CHEMBL5537402	2
CHEMBL5581977	2
CHEMBL5582341	2
CHEMBL5585352	2
CHEMBL5586995	2
CHEMBL5522442	2
CHEMBL5522443	2
CHEMBL5522444	2
CHEMBL5522522	2
CHEMBL5522523	2
CHEMBL5522524	2
CHEMBL5546400	2
CHEMBL5547463	2
CHEMBL5547947	2
CHEMBL1918331	2
CHEMBL1918922	2
CHEMBL1920312	2
CHEMBL1920313	2
CHEMBL1772132	2
CHEMBL1772133	2
CHEMBL1776942	2
CHEMBL1781362	2
CHEMBL1781363	2
CHEMBL1781403	2
CHEMBL1785980	2
CHEMBL1837522	2
CHEMBL1837524	2
CHEMBL1837924	2
CHEMBL1838399	2
CHEMBL1816996	2
CHEMBL1817370	2
CHEMBL1817371	2
CHEMBL1817372	2
CHEMBL1817373	2
CHEMBL1817374	2
CHEMBL1817376	2
CHEMBL1819701	2
CHEMBL1825563	2
CHEMBL1787063	2
CHEMBL1787185	2
CHEMBL1787497	2
CHEMBL1787952	2
CHEMBL1799749	2
CHEMBL1803665	2
CHEMBL1925760	2
CHEMBL1111587	2
CHEMBL1111712	2
CHEMBL1112218	2
CHEMBL1113809	2
CHEMBL1114387	2
CHEMBL1116644	2
CHEMBL1118606	2
CHEMBL1118846	2
CHEMBL1118858	2
CHEMBL1119785	2
CHEMBL1120476	2
CHEMBL1120660	2
CHEMBL1120664	2
CHEMBL1121076	2
CHEMBL1106923	2
CHEMBL1108729	2
CHEMBL1109288	2
CHEMBL1110021	2
CHEMBL1110022	2
CHEMBL1219105	2
CHEMBL1227789	2
CHEMBL1937493	2
CHEMBL1938176	2
CHEMBL1942962	2
CHEMBL2043698	2
CHEMBL1959635	2
CHEMBL1960000	2
CHEMBL1960174	2
CHEMBL2013361	2
CHEMBL2013362	2
CHEMBL2013364	2
CHEMBL2013640	2
CHEMBL2019965	2
CHEMBL2020459	2
CHEMBL2020460	2
CHEMBL2021018	2
CHEMBL2025328	2
CHEMBL1947513	2
CHEMBL1947795	2
CHEMBL1947928	2
CHEMBL1952450	2
CHEMBL1954560	2
CHEMBL2065232	2
CHEMBL2026445	2
CHEMBL2026806	2
CHEMBL2032908	2
CHEMBL2034769	2
CHEMBL1034068	2
CHEMBL1003701	2
CHEMBL1026571	2
CHEMBL1027669	2
CHEMBL1008907	2
CHEMBL1038976	2
CHEMBL1039278	2
CHEMBL1011678	2
CHEMBL1013717	2
CHEMBL1013741	2
CHEMBL1686265	2
CHEMBL1764592	2
CHEMBL1769661	2
CHEMBL1070712	2
CHEMBL1070850	2
CHEMBL1072032	2
CHEMBL1074664	2
CHEMBL1040540	2
CHEMBL1043534	2
CHEMBL1103407	2
CHEMBL1060824	2
CHEMBL1063193	2
CHEMBL1065722	2
CHEMBL1069062	2
CHEMBL1272891	2
CHEMBL1272892	2
CHEMBL1647083	2
CHEMBL1291240	2
CHEMBL1292027	2
CHEMBL958151	2
CHEMBL958152	2
CHEMBL947755	2
CHEMBL947993	2
CHEMBL950337	2
CHEMBL968970	2
CHEMBL973619	2
CHEMBL975423	2
CHEMBL940933	2
CHEMBL940937	2
CHEMBL940958	2
CHEMBL941012	2
CHEMBL943380	2
CHEMBL944709	2
CHEMBL922329	2
CHEMBL912233	2
CHEMBL902576	2
CHEMBL903467	2
CHEMBL907684	2
CHEMBL928680	2
CHEMBL930350	2
CHEMBL932292	2
CHEMBL932572	2
CHEMBL934350	2
CHEMBL923065	2
CHEMBL925077	2
CHEMBL927770	2
CHEMBL827855	2
CHEMBL828008	2
CHEMBL854887	2
CHEMBL854888	2
CHEMBL854895	2
CHEMBL864204	2
CHEMBL866526	2
CHEMBL866681	2
CHEMBL868467	2
CHEMBL895478	2
CHEMBL895925	2
CHEMBL862268	2
CHEMBL890046	2
CHEMBL869841	2
CHEMBL869869	2
CHEMBL870149	2
CHEMBL768688	2
CHEMBL768696	2
CHEMBL768697	2
CHEMBL5733044	2
CHEMBL5738788	2
CHEMBL5697032	2
CHEMBL5697033	2
CHEMBL5697034	2
CHEMBL5697035	2
CHEMBL5697037	2
CHEMBL5710520	2
CHEMBL5710523	2
CHEMBL5710524	2
CHEMBL5682674	2
CHEMBL5682675	2
CHEMBL5682676	2
CHEMBL5682677	2
CHEMBL5682679	2
CHEMBL691013	2
CHEMBL694796	2
CHEMBL694797	2
CHEMBL5617227	2
CHEMBL5635916	2
CHEMBL5636427	2
CHEMBL5637591	2
CHEMBL5626861	2
CHEMBL5628631	2
CHEMBL5628689	2
CHEMBL5628735	2
CHEMBL5588430	2
CHEMBL5588431	2
CHEMBL5609108	2
CHEMBL5609492	2
CHEMBL654395	2
CHEMBL654575	2
CHEMBL650906	2
CHEMBL653729	2
CHEMBL4385381	2
CHEMBL4386458	2
CHEMBL4388920	2
CHEMBL4388921	2
CHEMBL4360358	2
CHEMBL4364983	2
CHEMBL4395863	2
CHEMBL4396291	2
CHEMBL4396793	2
CHEMBL4397934	2
CHEMBL4390915	2
CHEMBL4378054	2
CHEMBL4380954	2
CHEMBL4383075	2
CHEMBL4366133	2
CHEMBL4370144	2
CHEMBL4370359	2
CHEMBL4370899	2
CHEMBL4370907	2
CHEMBL4372271	2
CHEMBL4373387	2
CHEMBL4375018	2
CHEMBL4719894	2
CHEMBL4724824	2
CHEMBL4725052	2
CHEMBL4726747	2
CHEMBL4728563	2
CHEMBL4729806	2
CHEMBL4730753	2
CHEMBL4732703	2
CHEMBL4734893	2
CHEMBL4734909	2
CHEMBL4737759	2
CHEMBL4703601	2
CHEMBL4714257	2
CHEMBL4709270	2
CHEMBL4712828	2
CHEMBL4689504	2
CHEMBL4700775	2
CHEMBL4701061	2
CHEMBL4701231	2
CHEMBL5030399	2
CHEMBL5037926	2
CHEMBL5039207	2
CHEMBL5039672	2
CHEMBL5041052	2
CHEMBL5042359	2
CHEMBL4840017	2
CHEMBL4840588	2
CHEMBL4842131	2
CHEMBL4834375	2
CHEMBL4836570	2
CHEMBL5045627	2
CHEMBL5049098	2
CHEMBL5049099	2
CHEMBL5049100	2
CHEMBL4844934	2
CHEMBL4844935	2
CHEMBL4845081	2
CHEMBL4845082	2
CHEMBL4845470	2
CHEMBL4845604	2
CHEMBL5032808	2
CHEMBL5034487	2
CHEMBL5035159	2
CHEMBL5035505	2
CHEMBL5036685	2
CHEMBL5037161	2
CHEMBL4481700	2
CHEMBL4605420	2
CHEMBL4605421	2
CHEMBL4605422	2
CHEMBL4426368	2
CHEMBL4431079	2
CHEMBL4413880	2
CHEMBL4414860	2
CHEMBL4434339	2
CHEMBL4478742	2
CHEMBL4478769	2
CHEMBL4424286	2
CHEMBL4403846	2
CHEMBL4820822	2
CHEMBL4774139	2
CHEMBL4739122	2
CHEMBL4742499	2
CHEMBL4766000	2
CHEMBL4809366	2
CHEMBL4809422	2
CHEMBL4810166	2
CHEMBL4813156	2
CHEMBL4813173	2
CHEMBL4822033	2
CHEMBL4822034	2
CHEMBL4822035	2
CHEMBL4826701	2
CHEMBL4827100	2
CHEMBL4827376	2
CHEMBL4827377	2
CHEMBL4827378	2
CHEMBL4829566	2
CHEMBL4829567	2
CHEMBL4829568	2
CHEMBL4829569	2
CHEMBL4829570	2
CHEMBL4829594	2
CHEMBL4831757	2
CHEMBL4832311	2
CHEMBL4774973	2
CHEMBL4775122	2
CHEMBL4775409	2
CHEMBL4807666	2
CHEMBL4807667	2
CHEMBL4808269	2
CHEMBL4339821	2
CHEMBL4341892	2
CHEMBL4351578	2
CHEMBL4351579	2
CHEMBL4321989	2
CHEMBL4322944	2
CHEMBL4323804	2
CHEMBL4358535	2
CHEMBL4359465	2
CHEMBL4344576	2
CHEMBL4325511	2
CHEMBL4329549	2
CHEMBL4329550	2
CHEMBL4329551	2
CHEMBL4329552	2
CHEMBL4329553	2
CHEMBL4329554	2
CHEMBL4329555	2
CHEMBL4331541	2
CHEMBL4331781	2
CHEMBL4676196	2
CHEMBL4678244	2
CHEMBL4679077	2
CHEMBL4679845	2
CHEMBL4680539	2
CHEMBL4606240	2
CHEMBL4611400	2
CHEMBL4612554	2
CHEMBL4612722	2
CHEMBL4670699	2
CHEMBL4671126	2
CHEMBL4673098	2
CHEMBL4673099	2
CHEMBL4673100	2
CHEMBL4628001	2
CHEMBL4629912	2
CHEMBL4630239	2
CHEMBL4630251	2
CHEMBL4630252	2
CHEMBL4630255	2
CHEMBL4681980	2
CHEMBL4621386	2
CHEMBL4622343	2
CHEMBL4626005	2
CHEMBL4617553	2
CHEMBL4619087	2
CHEMBL4619252	2
CHEMBL4146889	2
CHEMBL4053853	2
CHEMBL4054843	2
CHEMBL4058067	2
CHEMBL4047410	2
CHEMBL4047420	2
CHEMBL4047451	2
CHEMBL4048343	2
CHEMBL4049284	2
CHEMBL4049326	2
CHEMBL4051903	2
CHEMBL4052442	2
CHEMBL4119872	2
CHEMBL4119873	2
CHEMBL4120225	2
CHEMBL4123926	2
CHEMBL4041069	2
CHEMBL4044590	2
CHEMBL4017747	2
CHEMBL4017760	2
CHEMBL4017761	2
CHEMBL4020625	2
CHEMBL4020626	2
CHEMBL4022418	2
CHEMBL4027157	2
CHEMBL4027273	2
CHEMBL4028581	2
CHEMBL4005299	2
CHEMBL4011432	2
CHEMBL4013300	2
CHEMBL4015501	2
CHEMBL4015602	2
CHEMBL4015657	2
CHEMBL4016137	2
CHEMBL4016565	2
CHEMBL4016569	2
CHEMBL4033454	2
CHEMBL3878944	2
CHEMBL3880658	2
CHEMBL3858672	2
CHEMBL3859779	2
CHEMBL3861119	2
CHEMBL3992708	2
CHEMBL3997250	2
CHEMBL3997335	2
CHEMBL3999755	2
CHEMBL4001912	2
CHEMBL4003818	2
CHEMBL4004504	2
CHEMBL4004506	2
CHEMBL4004507	2
CHEMBL3883129	2
CHEMBL3883130	2
CHEMBL3883131	2
CHEMBL3883132	2
CHEMBL3888739	2
CHEMBL3889096	2
CHEMBL3889165	2
CHEMBL3872763	2
CHEMBL3800751	2
CHEMBL3853465	2
CHEMBL3853466	2
CHEMBL3853583	2
CHEMBL3853584	2
CHEMBL3855039	2
CHEMBL3855376	2
CHEMBL3855824	2
CHEMBL3783770	2
CHEMBL3789028	2
CHEMBL3794985	2
CHEMBL3824876	2
CHEMBL3776122	2
CHEMBL3807759	2
CHEMBL3807761	2
CHEMBL3807886	2
CHEMBL3807888	2
CHEMBL3810690	2
CHEMBL3810732	2
CHEMBL3811491	2
CHEMBL3813472	2
CHEMBL3813473	2
CHEMBL3813474	2
CHEMBL3813477	2
CHEMBL3813500	2
CHEMBL3813502	2
CHEMBL4310944	2
CHEMBL4311079	2
CHEMBL4312345	2
CHEMBL4260509	2
CHEMBL4264667	2
CHEMBL4265668	2
CHEMBL4270430	2
CHEMBL4270431	2
CHEMBL4235078	2
CHEMBL4235081	2
CHEMBL4235947	2
CHEMBL4236263	2
CHEMBL4258485	2
CHEMBL4305297	2
CHEMBL4313394	2
CHEMBL3744480	2
CHEMBL3744481	2
CHEMBL3744482	2
CHEMBL3755245	2
CHEMBL3755246	2
CHEMBL3755587	2
CHEMBL3755636	2
CHEMBL3742791	2
CHEMBL3602727	2
CHEMBL3603131	2
CHEMBL3607822	2
CHEMBL3635627	2
CHEMBL3635628	2
CHEMBL3761658	2
CHEMBL3625655	2
CHEMBL3626606	2
CHEMBL3611375	2
CHEMBL3615013	2
CHEMBL3615014	2
CHEMBL3615015	2
CHEMBL3616113	2
CHEMBL4194788	2
CHEMBL4195231	2
CHEMBL4196965	2
CHEMBL4196966	2
CHEMBL4200504	2
CHEMBL4157557	2
CHEMBL4189945	2
CHEMBL4189946	2
CHEMBL4190054	2
CHEMBL4194218	2
CHEMBL4184686	2
CHEMBL4184687	2
CHEMBL4184688	2
CHEMBL4184689	2
CHEMBL4186149	2
CHEMBL4158421	2
CHEMBL4179767	2
CHEMBL4200761	2
CHEMBL4200763	2
CHEMBL4220823	2
CHEMBL4223821	2
CHEMBL4223826	2
CHEMBL4223828	2
CHEMBL4223976	2
CHEMBL4229875	2
CHEMBL4231476	2
CHEMBL4223822	1
CHEMBL4223825	1
CHEMBL4223827	1
CHEMBL4223829	1
CHEMBL4223830	1
CHEMBL4223831	1
CHEMBL4223832	1
CHEMBL4224591	1
CHEMBL4231472	1
CHEMBL4231477	1
CHEMBL4231478	1
CHEMBL4233917	1
CHEMBL4158814	1
CHEMBL4178382	1
CHEMBL4178751	1
CHEMBL4179914	1
CHEMBL4179915	1
CHEMBL4179916	1
CHEMBL4180583	1
CHEMBL4180610	1
CHEMBL4180611	1
CHEMBL4181777	1
CHEMBL4181781	1
CHEMBL4181782	1
CHEMBL4181783	1
CHEMBL4181786	1
CHEMBL4181790	1
CHEMBL4181793	1
CHEMBL4181844	1
CHEMBL4181845	1
CHEMBL4181848	1
CHEMBL4182620	1
CHEMBL4183048	1
CHEMBL4184448	1
CHEMBL4184507	1
CHEMBL4184508	1
CHEMBL4184510	1
CHEMBL4184691	1
CHEMBL4184694	1
CHEMBL4184989	1
CHEMBL4186479	1
CHEMBL4187023	1
CHEMBL4153191	1
CHEMBL4153192	1
CHEMBL4195682	1
CHEMBL4197061	1
CHEMBL4197809	1
CHEMBL4199524	1
CHEMBL4199526	1
CHEMBL4199528	1
CHEMBL4199530	1
CHEMBL4199858	1
CHEMBL4199993	1
CHEMBL4200933	1
CHEMBL4201699	1
CHEMBL4220011	1
CHEMBL4221371	1
CHEMBL4223041	1
CHEMBL4223310	1
CHEMBL4189989	1
CHEMBL4190643	1
CHEMBL4190647	1
CHEMBL4190648	1
CHEMBL4190649	1
CHEMBL4193761	1
CHEMBL4193762	1
CHEMBL4312578	1
CHEMBL4312666	1
CHEMBL4312668	1
CHEMBL4312670	1
CHEMBL4312672	1
CHEMBL4312674	1
CHEMBL4312798	1
CHEMBL4314369	1
CHEMBL4314370	1
CHEMBL4314371	1
CHEMBL4315150	1
CHEMBL4316427	1
CHEMBL4317027	1
CHEMBL4254554	1
CHEMBL4255795	1
CHEMBL4256617	1
CHEMBL4256639	1
CHEMBL4260386	1
CHEMBL4234954	1
CHEMBL4235148	1
CHEMBL4235817	1
CHEMBL4235818	1
CHEMBL4236595	1
CHEMBL4236596	1
CHEMBL4251790	1
CHEMBL4251919	1
CHEMBL4260564	1
CHEMBL4260964	1
CHEMBL4260965	1
CHEMBL4262357	1
CHEMBL4262602	1
CHEMBL4263504	1
CHEMBL4264707	1
CHEMBL4264708	1
CHEMBL4265236	1
CHEMBL4266337	1
CHEMBL4307038	1
CHEMBL4307167	1
CHEMBL4309099	1
CHEMBL4309890	1
CHEMBL4272648	1
CHEMBL4272649	1
CHEMBL4274732	1
CHEMBL4275853	1
CHEMBL4276288	1
CHEMBL4276442	1
CHEMBL4305872	1
CHEMBL4267134	1
CHEMBL4268622	1
CHEMBL4268943	1
CHEMBL4269040	1
CHEMBL4270255	1
CHEMBL4270256	1
CHEMBL3806671	1
CHEMBL3807184	1
CHEMBL3807760	1
CHEMBL3807885	1
CHEMBL3807887	1
CHEMBL3807889	1
CHEMBL3808010	1
CHEMBL3808109	1
CHEMBL3810561	1
CHEMBL3810566	1
CHEMBL3810574	1
CHEMBL3810582	1
CHEMBL3810590	1
CHEMBL3810731	1
CHEMBL3811000	1
CHEMBL3811493	1
CHEMBL3811855	1
CHEMBL3811952	1
CHEMBL3812772	1
CHEMBL3813327	1
CHEMBL3813328	1
CHEMBL3813330	1
CHEMBL3813467	1
CHEMBL3815825	1
CHEMBL3815826	1
CHEMBL3815833	1
CHEMBL3816322	1
CHEMBL3816785	1
CHEMBL3819854	1
CHEMBL3819856	1
CHEMBL3819857	1
CHEMBL3819862	1
CHEMBL3822294	1
CHEMBL3822297	1
CHEMBL3822298	1
CHEMBL3824552	1
CHEMBL3789145	1
CHEMBL3789776	1
CHEMBL3790710	1
CHEMBL3795099	1
CHEMBL3795100	1
CHEMBL3829469	1
CHEMBL3829472	1
CHEMBL3829475	1
CHEMBL3831061	1
CHEMBL3831062	1
CHEMBL3854694	1
CHEMBL3854736	1
CHEMBL3854831	1
CHEMBL3855680	1
CHEMBL3855749	1
CHEMBL3795743	1
CHEMBL3795773	1
CHEMBL3795947	1
CHEMBL3796230	1
CHEMBL3801061	1
CHEMBL3801062	1
CHEMBL3801063	1
CHEMBL3801064	1
CHEMBL3801065	1
CHEMBL3801066	1
CHEMBL3801067	1
CHEMBL3801068	1
CHEMBL3801565	1
CHEMBL3802897	1
CHEMBL3803537	1
CHEMBL3767784	1
CHEMBL3767914	1
CHEMBL3768467	1
CHEMBL3768468	1
CHEMBL3772384	1
CHEMBL3772918	1
CHEMBL3773319	1
CHEMBL3773485	1
CHEMBL3773492	1
CHEMBL3773618	1
CHEMBL3773665	1
CHEMBL3773667	1
CHEMBL3773669	1
CHEMBL3773670	1
CHEMBL3774049	1
CHEMBL3774086	1
CHEMBL3774209	1
CHEMBL3776165	1
CHEMBL3779069	1
CHEMBL3779522	1
CHEMBL3783629	1
CHEMBL4030010	1
CHEMBL4030035	1
CHEMBL4030036	1
CHEMBL4030056	1
CHEMBL4030207	1
CHEMBL4030800	1
CHEMBL4030947	1
CHEMBL4030948	1
CHEMBL4030949	1
CHEMBL4030951	1
CHEMBL4030952	1
CHEMBL4030954	1
CHEMBL4031785	1
CHEMBL4033001	1
CHEMBL4033404	1
CHEMBL4033405	1
CHEMBL4004728	1
CHEMBL4004729	1
CHEMBL4005471	1
CHEMBL4005805	1
CHEMBL4005912	1
CHEMBL4007677	1
CHEMBL4008205	1
CHEMBL4008206	1
CHEMBL4009065	1
CHEMBL4009619	1
CHEMBL4022938	1
CHEMBL4023192	1
CHEMBL4023248	1
CHEMBL4023695	1
CHEMBL4023707	1
CHEMBL4023708	1
CHEMBL4023709	1
CHEMBL4023710	1
CHEMBL4023882	1
CHEMBL4024924	1
CHEMBL4026595	1
CHEMBL4026954	1
CHEMBL4026998	1
CHEMBL4026999	1
CHEMBL4027000	1
CHEMBL4027423	1
CHEMBL4027606	1
CHEMBL4028157	1
CHEMBL4028174	1
CHEMBL4028364	1
CHEMBL4037368	1
CHEMBL4037979	1
CHEMBL4039279	1
CHEMBL4039280	1
CHEMBL4039281	1
CHEMBL4039282	1
CHEMBL4039285	1
CHEMBL4039312	1
CHEMBL4040058	1
CHEMBL4040303	1
CHEMBL4040387	1
CHEMBL4040388	1
CHEMBL4040879	1
CHEMBL4040880	1
CHEMBL4040881	1
CHEMBL4040882	1
CHEMBL4040883	1
CHEMBL4040885	1
CHEMBL4044435	1
CHEMBL4012230	1
CHEMBL4012361	1
CHEMBL4012709	1
CHEMBL4012911	1
CHEMBL4013753	1
CHEMBL4014095	1
CHEMBL4015066	1
CHEMBL4015637	1
CHEMBL4015638	1
CHEMBL4015639	1
CHEMBL4015829	1
CHEMBL4015830	1
CHEMBL4015831	1
CHEMBL4015832	1
CHEMBL4015948	1
CHEMBL4015998	1
CHEMBL4016368	1
CHEMBL4016445	1
CHEMBL4016566	1
CHEMBL4016929	1
CHEMBL4017078	1
CHEMBL4017802	1
CHEMBL4017803	1
CHEMBL4018116	1
CHEMBL4019551	1
CHEMBL4019607	1
CHEMBL4020080	1
CHEMBL4021354	1
CHEMBL4021692	1
CHEMBL4021693	1
CHEMBL4021700	1
CHEMBL4021965	1
CHEMBL4124155	1
CHEMBL4132515	1
CHEMBL4134119	1
CHEMBL4134156	1
CHEMBL4134157	1
CHEMBL4134158	1
CHEMBL4134159	1
CHEMBL4140894	1
CHEMBL4141973	1
CHEMBL4143419	1
CHEMBL4144127	1
CHEMBL4144162	1
CHEMBL4144163	1
CHEMBL4144195	1
CHEMBL4144961	1
CHEMBL4144962	1
CHEMBL4144963	1
CHEMBL4144994	1
CHEMBL4145269	1
CHEMBL4145270	1
CHEMBL4053025	1
CHEMBL4053613	1
CHEMBL4053614	1
CHEMBL4053615	1
CHEMBL4055952	1
CHEMBL4056918	1
CHEMBL4058760	1
CHEMBL4146384	1
CHEMBL4149408	1
CHEMBL4121597	1
CHEMBL4121714	1
CHEMBL4122741	1
CHEMBL4122742	1
CHEMBL4123122	1
CHEMBL4123132	1
CHEMBL4047405	1
CHEMBL4047406	1
CHEMBL4047407	1
CHEMBL4047408	1
CHEMBL4047409	1
CHEMBL4047411	1
CHEMBL4047412	1
CHEMBL4047414	1
CHEMBL4047415	1
CHEMBL4047417	1
CHEMBL4047418	1
CHEMBL4047419	1
CHEMBL4047421	1
CHEMBL4049019	1
CHEMBL4049349	1
CHEMBL4050725	1
CHEMBL4052069	1
CHEMBL4052137	1
CHEMBL4052138	1
CHEMBL4052358	1
CHEMBL3610728	1
CHEMBL3610733	1
CHEMBL3610825	1
CHEMBL3611634	1
CHEMBL3614588	1
CHEMBL3615016	1
CHEMBL3615701	1
CHEMBL3616110	1
CHEMBL3616173	1
CHEMBL3616252	1
CHEMBL3618560	1
CHEMBL3618799	1
CHEMBL3618949	1
CHEMBL3619841	1
CHEMBL3619843	1
CHEMBL3756071	1
CHEMBL3757420	1
CHEMBL3757655	1
CHEMBL3758047	1
CHEMBL3761681	1
CHEMBL3761687	1
CHEMBL3761688	1
CHEMBL3766024	1
CHEMBL3636862	1
CHEMBL3637054	1
CHEMBL3637622	1
CHEMBL3638056	1
CHEMBL3638057	1
CHEMBL3638058	1
CHEMBL3638059	1
CHEMBL3638060	1
CHEMBL3638061	1
CHEMBL3638062	1
CHEMBL3638063	1
CHEMBL3638064	1
CHEMBL3638065	1
CHEMBL3638066	1
CHEMBL3638067	1
CHEMBL3638068	1
CHEMBL3638069	1
CHEMBL3638070	1
CHEMBL3638071	1
CHEMBL3638072	1
CHEMBL3638073	1
CHEMBL3638074	1
CHEMBL3638075	1
CHEMBL3638076	1
CHEMBL3638077	1
CHEMBL3638078	1
CHEMBL3638079	1
CHEMBL3638080	1
CHEMBL3638081	1
CHEMBL3638082	1
CHEMBL3638083	1
CHEMBL3638084	1
CHEMBL3638085	1
CHEMBL3638086	1
CHEMBL3638087	1
CHEMBL3638088	1
CHEMBL3638089	1
CHEMBL3638090	1
CHEMBL3638091	1
CHEMBL3638092	1
CHEMBL3638093	1
CHEMBL3638094	1
CHEMBL3638095	1
CHEMBL3638096	1
CHEMBL3638097	1
CHEMBL3638098	1
CHEMBL3638099	1
CHEMBL3638100	1
CHEMBL3638101	1
CHEMBL3638102	1
CHEMBL3638103	1
CHEMBL3638104	1
CHEMBL3638105	1
CHEMBL3638106	1
CHEMBL3638107	1
CHEMBL3638108	1
CHEMBL3638109	1
CHEMBL3638110	1
CHEMBL3638111	1
CHEMBL3638112	1
CHEMBL3638113	1
CHEMBL3638114	1
CHEMBL3638115	1
CHEMBL3638116	1
CHEMBL3638117	1
CHEMBL3638118	1
CHEMBL3638119	1
CHEMBL3638120	1
CHEMBL3638121	1
CHEMBL3638122	1
CHEMBL3638123	1
CHEMBL3638124	1
CHEMBL3638126	1
CHEMBL3638127	1
CHEMBL3638128	1
CHEMBL3638129	1
CHEMBL3638130	1
CHEMBL3638131	1
CHEMBL3638132	1
CHEMBL3638133	1
CHEMBL3638134	1
CHEMBL3638135	1
CHEMBL3638136	1
CHEMBL3638137	1
CHEMBL3638138	1
CHEMBL3638139	1
CHEMBL3638140	1
CHEMBL3638141	1
CHEMBL3638142	1
CHEMBL3638143	1
CHEMBL3638144	1
CHEMBL3638146	1
CHEMBL3638147	1
CHEMBL3638148	1
CHEMBL3638149	1
CHEMBL3638150	1
CHEMBL3638151	1
CHEMBL3638152	1
CHEMBL3638153	1
CHEMBL3638154	1
CHEMBL3638155	1
CHEMBL3638156	1
CHEMBL3638157	1
CHEMBL3638158	1
CHEMBL3638159	1
CHEMBL3638160	1
CHEMBL3638161	1
CHEMBL3638162	1
CHEMBL3638163	1
CHEMBL3638164	1
CHEMBL3638165	1
CHEMBL3638166	1
CHEMBL3638167	1
CHEMBL3638168	1
CHEMBL3638169	1
CHEMBL3638170	1
CHEMBL3707744	1
CHEMBL3737860	1
CHEMBL3738912	1
CHEMBL3742910	1
CHEMBL3743004	1
CHEMBL3743573	1
CHEMBL3744161	1
CHEMBL3744162	1
CHEMBL3744630	1
CHEMBL3744957	1
CHEMBL3745212	1
CHEMBL3749896	1
CHEMBL3749925	1
CHEMBL3749967	1
CHEMBL3750482	1
CHEMBL3754945	1
CHEMBL3624292	1
CHEMBL3624298	1
CHEMBL3624311	1
CHEMBL3624320	1
CHEMBL3624814	1
CHEMBL3625361	1
CHEMBL3625362	1
CHEMBL3625363	1
CHEMBL3625503	1
CHEMBL3625553	1
CHEMBL3626607	1
CHEMBL3627500	1
CHEMBL3599417	1
CHEMBL3599847	1
CHEMBL3599848	1
CHEMBL3602243	1
CHEMBL3602656	1
CHEMBL3602728	1
CHEMBL3602779	1
CHEMBL3603073	1
CHEMBL3603636	1
CHEMBL3606474	1
CHEMBL3606931	1
CHEMBL3607064	1
CHEMBL3607065	1
CHEMBL3607683	1
CHEMBL3868466	1
CHEMBL3868467	1
CHEMBL3868705	1
CHEMBL3869360	1
CHEMBL3869577	1
CHEMBL3869588	1
CHEMBL3869653	1
CHEMBL3869655	1
CHEMBL3869656	1
CHEMBL3871238	1
CHEMBL3871239	1
CHEMBL3872165	1
CHEMBL3872166	1
CHEMBL3873571	1
CHEMBL3873572	1
CHEMBL3873911	1
CHEMBL3862828	1
CHEMBL3865355	1
CHEMBL3865359	1
CHEMBL3865682	1
CHEMBL3999268	1
CHEMBL3999551	1
CHEMBL3999979	1
CHEMBL4000046	1
CHEMBL4002421	1
CHEMBL4003495	1
CHEMBL4003651	1
CHEMBL4004501	1
CHEMBL4004502	1
CHEMBL3858640	1
CHEMBL3858908	1
CHEMBL3859473	1
CHEMBL3861366	1
CHEMBL3861688	1
CHEMBL3874723	1
CHEMBL3874986	1
CHEMBL3874987	1
CHEMBL3874988	1
CHEMBL3875086	1
CHEMBL3876586	1
CHEMBL3879968	1
CHEMBL3879989	1
CHEMBL3880176	1
CHEMBL3880242	1
CHEMBL3880243	1
CHEMBL3880252	1
CHEMBL3880254	1
CHEMBL3880255	1
CHEMBL3880256	1
CHEMBL3880257	1
CHEMBL3880258	1
CHEMBL3880275	1
CHEMBL3880276	1
CHEMBL3880278	1
CHEMBL3880279	1
CHEMBL3880280	1
CHEMBL3880281	1
CHEMBL3880650	1
CHEMBL3880651	1
CHEMBL3883134	1
CHEMBL3883135	1
CHEMBL3883136	1
CHEMBL3883137	1
CHEMBL3992711	1
CHEMBL3992713	1
CHEMBL3993158	1
CHEMBL3993788	1
CHEMBL3996856	1
CHEMBL3997194	1
CHEMBL3997715	1
CHEMBL3997716	1
CHEMBL3997717	1
CHEMBL684132	1
CHEMBL686881	1
CHEMBL687168	1
CHEMBL687333	1
CHEMBL687508	1
CHEMBL653733	1
CHEMBL653771	1
CHEMBL680747	1
CHEMBL660544	1
CHEMBL660546	1
CHEMBL662311	1
CHEMBL654574	1
CHEMBL655370	1
CHEMBL655371	1
CHEMBL656375	1
CHEMBL656604	1
CHEMBL659151	1
CHEMBL659153	1
CHEMBL659154	1
CHEMBL659155	1
CHEMBL660036	1
CHEMBL791520	1
CHEMBL805186	1
CHEMBL703976	1
CHEMBL699347	1
CHEMBL5734260	1
CHEMBL5735689	1
CHEMBL749472	1
CHEMBL766803	1
CHEMBL766805	1
CHEMBL766809	1
CHEMBL766815	1
CHEMBL767234	1
