assay_chembl_id	cell_name	cell_description	cell_source_organism	cell_source_tissue
CHEMBL998723	NULL	NULL	NULL	NULL
CHEMBL996060	NULL	NULL	NULL	NULL
CHEMBL968040	NULL	NULL	NULL	NULL
CHEMBL968970	NULL	NULL	NULL	NULL
CHEMBL980758	NULL	NULL	NULL	NULL
CHEMBL980868	NULL	NULL	NULL	NULL
CHEMBL973619	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL978140	NULL	NULL	NULL	NULL
CHEMBL979037	NULL	NULL	NULL	NULL
CHEMBL975423	NULL	NULL	NULL	NULL
CHEMBL976349	NULL	NULL	NULL	NULL
CHEMBL979986	NULL	NULL	NULL	NULL
CHEMBL976416	COS-7	COS-7 (Kidney cells)	Chlorocebus aethiops	Kidney cells
CHEMBL1025527	NULL	NULL	NULL	NULL
CHEMBL993079	NULL	NULL	NULL	NULL
CHEMBL993087	NULL	NULL	NULL	NULL
CHEMBL987763	NULL	NULL	NULL	NULL
CHEMBL957054	NULL	NULL	NULL	NULL
CHEMBL939830	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL944648	NULL	NULL	NULL	NULL
CHEMBL947755	NULL	NULL	NULL	NULL
CHEMBL960380	NULL	NULL	NULL	NULL
CHEMBL939877	NULL	NULL	NULL	NULL
CHEMBL1007470	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL998044	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1001516	NULL	NULL	NULL	NULL
CHEMBL1001517	NULL	NULL	NULL	NULL
CHEMBL985176	Oocyte	Ooctyes	Xenopus laevis	NULL
CHEMBL988126	NULL	NULL	NULL	NULL
CHEMBL989030	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL985480	NULL	NULL	NULL	NULL
CHEMBL990785	NULL	NULL	NULL	NULL
CHEMBL986141	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL988836	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL984535	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL981857	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1031436	NULL	NULL	NULL	NULL
CHEMBL1033089	NULL	NULL	NULL	NULL
CHEMBL1033907	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1035711	NULL	NULL	NULL	NULL
CHEMBL1027247	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1032303	NULL	NULL	NULL	NULL
CHEMBL1024839	NULL	NULL	NULL	NULL
CHEMBL1036648	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1027290	NULL	NULL	NULL	NULL
CHEMBL1027291	NULL	NULL	NULL	NULL
CHEMBL1030632	NULL	NULL	NULL	NULL
CHEMBL1026571	NULL	NULL	NULL	NULL
CHEMBL1034067	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1034068	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1011666	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1011668	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1011669	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1011671	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1011672	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1011674	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1011676	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1011677	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1011678	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1011698	NULL	NULL	NULL	NULL
CHEMBL1023104	NULL	NULL	NULL	NULL
CHEMBL1018632	NULL	NULL	NULL	NULL
CHEMBL1019465	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1009827	NULL	NULL	NULL	NULL
CHEMBL1020710	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL1020711	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL1027667	NULL	NULL	NULL	NULL
CHEMBL1027668	NULL	NULL	NULL	NULL
CHEMBL1027669	NULL	NULL	NULL	NULL
CHEMBL954009	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL953933	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL962058	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL962059	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL962062	NULL	NULL	NULL	NULL
CHEMBL962063	NULL	NULL	NULL	NULL
CHEMBL953428	NULL	NULL	NULL	NULL
CHEMBL954102	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL958151	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL958152	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL962309	NULL	NULL	NULL	NULL
CHEMBL956578	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL954169	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1022593	NULL	NULL	NULL	NULL
CHEMBL1016403	NULL	NULL	NULL	NULL
CHEMBL1018131	NULL	NULL	NULL	NULL
CHEMBL1013717	NULL	NULL	NULL	NULL
CHEMBL1013741	NULL	NULL	NULL	NULL
CHEMBL1019587	NULL	NULL	NULL	NULL
CHEMBL1022279	NULL	NULL	NULL	NULL
CHEMBL1010854	NULL	NULL	NULL	NULL
CHEMBL1011722	NULL	NULL	NULL	NULL
CHEMBL1015312	NULL	NULL	NULL	NULL
CHEMBL1010978	NULL	NULL	NULL	NULL
CHEMBL1011901	NULL	NULL	NULL	NULL
CHEMBL954296	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL963244	NULL	NULL	NULL	NULL
CHEMBL953566	NULL	NULL	NULL	NULL
CHEMBL958338	NULL	NULL	NULL	NULL
CHEMBL1030736	NULL	NULL	NULL	NULL
CHEMBL1023476	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1023674	MCF7	MCF7 (Breast carcinoma cells)	Homo sapiens	Breast carcinoma cells
CHEMBL1024606	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1024607	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1031025	NULL	NULL	NULL	NULL
CHEMBL1025211	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1036186	NULL	NULL	NULL	NULL
CHEMBL1051458	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1052982	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1052984	NULL	NULL	NULL	NULL
CHEMBL1024556	NULL	NULL	NULL	NULL
CHEMBL1034538	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1057876	NULL	NULL	NULL	NULL
CHEMBL1063963	NULL	NULL	NULL	NULL
CHEMBL1063998	NULL	NULL	NULL	NULL
CHEMBL1063073	NULL	NULL	NULL	NULL
CHEMBL1054706	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1055593	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1058832	NULL	NULL	NULL	NULL
CHEMBL1063190	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1063193	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1063195	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1061548	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1059726	NULL	NULL	NULL	NULL
CHEMBL1059728	NULL	NULL	NULL	NULL
CHEMBL1063264	NULL	NULL	NULL	NULL
CHEMBL1051701	NULL	NULL	NULL	NULL
CHEMBL1051709	NULL	NULL	NULL	NULL
CHEMBL1053972	NULL	NULL	NULL	NULL
CHEMBL1052485	NULL	NULL	NULL	NULL
CHEMBL1053229	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1059781	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1064182	NULL	NULL	NULL	NULL
CHEMBL1062483	NULL	NULL	NULL	NULL
CHEMBL1062488	NULL	NULL	NULL	NULL
CHEMBL1063374	NULL	NULL	NULL	NULL
CHEMBL1061556	NULL	NULL	NULL	NULL
CHEMBL1054110	NULL	NULL	NULL	NULL
CHEMBL1059865	NULL	NULL	NULL	NULL
CHEMBL1060814	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1060824	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1051047	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1061682	NULL	NULL	NULL	NULL
CHEMBL1051824	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1051852	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1056550	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1059036	NULL	NULL	NULL	NULL
CHEMBL1055806	NULL	NULL	NULL	NULL
CHEMBL1061741	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1060930	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1060931	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1062741	NULL	NULL	NULL	NULL
CHEMBL1043076	NULL	NULL	NULL	NULL
CHEMBL1043077	NULL	NULL	NULL	NULL
CHEMBL1050865	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1054528	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1054533	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1054534	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1054535	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1052905	NULL	NULL	NULL	NULL
CHEMBL1042327	NULL	NULL	NULL	NULL
CHEMBL1042376	NULL	NULL	NULL	NULL
CHEMBL1050164	NULL	NULL	NULL	NULL
CHEMBL1046692	NULL	NULL	NULL	NULL
CHEMBL1043202	NULL	NULL	NULL	NULL
CHEMBL1039568	NULL	NULL	NULL	NULL
CHEMBL1039573	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1039575	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1039578	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1040540	NULL	NULL	NULL	NULL
CHEMBL1045843	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1045845	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1036922	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1036923	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1036924	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1036925	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1036926	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1036927	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1036928	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1036929	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1042532	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1049590	NULL	NULL	NULL	NULL
CHEMBL1038976	NULL	NULL	NULL	NULL
CHEMBL1041817	NULL	NULL	NULL	NULL
CHEMBL1048874	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1039906	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1039907	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1039908	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1039909	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1039910	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1039911	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1039912	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1039970	NULL	NULL	NULL	NULL
CHEMBL1039122	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1042690	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1049781	NULL	NULL	NULL	NULL
CHEMBL1043534	NULL	NULL	NULL	NULL
CHEMBL1044431	NULL	NULL	NULL	NULL
CHEMBL1039315	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1047263	NULL	NULL	NULL	NULL
CHEMBL1047209	NULL	NULL	NULL	NULL
CHEMBL1041011	NULL	NULL	NULL	NULL
CHEMBL1047320	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1048091	L929	L929 (Fibroblast cells)	Mus musculus	Fibroblast cells
CHEMBL1048092	L929	L929 (Fibroblast cells)	Mus musculus	Fibroblast cells
CHEMBL1046361	NULL	NULL	NULL	NULL
CHEMBL1039278	NULL	NULL	NULL	NULL
CHEMBL1041067	NULL	NULL	NULL	NULL
CHEMBL1041068	NULL	NULL	NULL	NULL
CHEMBL1047805	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1047806	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1045136	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1068556	NULL	NULL	NULL	NULL
CHEMBL1069964	NULL	NULL	NULL	NULL
CHEMBL1070001	NULL	NULL	NULL	NULL
CHEMBL1072008	NULL	NULL	NULL	NULL
CHEMBL1072032	NULL	NULL	NULL	NULL
CHEMBL1072651	NULL	NULL	NULL	NULL
CHEMBL1074664	NULL	NULL	NULL	NULL
CHEMBL1066164	NULL	NULL	NULL	NULL
CHEMBL1066913	NULL	NULL	NULL	NULL
CHEMBL1066915	NULL	NULL	NULL	NULL
CHEMBL1069062	NULL	NULL	NULL	NULL
CHEMBL1066810	NULL	NULL	NULL	NULL
CHEMBL1070712	NULL	NULL	NULL	NULL
CHEMBL1069754	NULL	NULL	NULL	NULL
CHEMBL1070389	NULL	NULL	NULL	NULL
CHEMBL1071753	NULL	NULL	NULL	NULL
CHEMBL1068016	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1068017	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1071416	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1073464	NULL	NULL	NULL	NULL
CHEMBL1065722	NULL	NULL	NULL	NULL
CHEMBL1065723	NULL	NULL	NULL	NULL
CHEMBL1065724	NULL	NULL	NULL	NULL
CHEMBL1065725	NULL	NULL	NULL	NULL
CHEMBL1069497	NULL	NULL	NULL	NULL
CHEMBL1070849	NULL	NULL	NULL	NULL
CHEMBL1070850	NULL	NULL	NULL	NULL
CHEMBL1073582	NULL	NULL	NULL	NULL
CHEMBL1074123	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1074124	NULL	NULL	NULL	NULL
CHEMBL1073649	NULL	NULL	NULL	NULL
CHEMBL1068919	NULL	NULL	NULL	NULL
CHEMBL1068920	NULL	NULL	NULL	NULL
CHEMBL1106923	NULL	NULL	NULL	NULL
CHEMBL1108729	NULL	NULL	NULL	NULL
CHEMBL1108730	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1111479	NULL	NULL	NULL	NULL
CHEMBL1104217	NULL	NULL	NULL	NULL
CHEMBL1101945	NULL	NULL	NULL	NULL
CHEMBL1102324	NULL	NULL	NULL	NULL
CHEMBL1100678	NULL	NULL	NULL	NULL
CHEMBL1103133	NULL	NULL	NULL	NULL
CHEMBL1101904	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1112305	NULL	NULL	NULL	NULL
CHEMBL1114086	NULL	NULL	NULL	NULL
CHEMBL1100152	NULL	NULL	NULL	NULL
CHEMBL1113040	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1107671	NULL	NULL	NULL	NULL
CHEMBL1107673	NULL	NULL	NULL	NULL
CHEMBL1109288	NULL	NULL	NULL	NULL
CHEMBL1105838	NULL	NULL	NULL	NULL
CHEMBL1116644	NULL	NULL	NULL	NULL
CHEMBL1116645	NULL	NULL	NULL	NULL
CHEMBL1112218	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1114387	COS-7	COS-7 (Kidney cells)	Chlorocebus aethiops	Kidney cells
CHEMBL1114418	COS-7	COS-7 (Kidney cells)	Chlorocebus aethiops	Kidney cells
CHEMBL1116908	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1103407	NULL	NULL	NULL	NULL
CHEMBL1106981	NULL	NULL	NULL	NULL
CHEMBL1106982	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1107888	NULL	NULL	NULL	NULL
CHEMBL1107892	NULL	NULL	NULL	NULL
CHEMBL1108768	NULL	NULL	NULL	NULL
CHEMBL1111587	NULL	NULL	NULL	NULL
CHEMBL1111592	NULL	NULL	NULL	NULL
CHEMBL1112472	NULL	NULL	NULL	NULL
CHEMBL1107054	NULL	NULL	NULL	NULL
CHEMBL1107055	NULL	NULL	NULL	NULL
CHEMBL1114347	NULL	NULL	NULL	NULL
CHEMBL1115186	NULL	NULL	NULL	NULL
CHEMBL1115187	NULL	NULL	NULL	NULL
CHEMBL1111711	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1111712	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1104433	NULL	NULL	NULL	NULL
CHEMBL1117016	NULL	NULL	NULL	NULL
CHEMBL1117033	NULL	NULL	NULL	NULL
CHEMBL1117034	NULL	NULL	NULL	NULL
CHEMBL1104518	NULL	NULL	NULL	NULL
CHEMBL1110809	NULL	NULL	NULL	NULL
CHEMBL1110812	NULL	NULL	NULL	NULL
CHEMBL1108890	NULL	NULL	NULL	NULL
CHEMBL1116226	NULL	NULL	NULL	NULL
CHEMBL1116227	NULL	NULL	NULL	NULL
CHEMBL1114477	NULL	NULL	NULL	NULL
CHEMBL1121010	NULL	NULL	NULL	NULL
CHEMBL1105770	NULL	NULL	NULL	NULL
CHEMBL1105771	NULL	NULL	NULL	NULL
CHEMBL1121059	NULL	NULL	NULL	NULL
CHEMBL1121074	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1121075	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1121076	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1121077	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1121078	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1121085	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1110017	NULL	NULL	NULL	NULL
CHEMBL1110020	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1110021	NULL	NULL	NULL	NULL
CHEMBL1110022	NULL	NULL	NULL	NULL
CHEMBL1110023	NULL	NULL	NULL	NULL
CHEMBL1105740	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1106557	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1113809	NULL	NULL	NULL	NULL
CHEMBL1117343	NULL	NULL	NULL	NULL
CHEMBL1111982	NULL	NULL	NULL	NULL
CHEMBL1106513	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1106514	NULL	NULL	NULL	NULL
CHEMBL1106530	NULL	NULL	NULL	NULL
CHEMBL1106535	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1112964	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1107480	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1107481	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1116382	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1118606	NULL	NULL	NULL	NULL
CHEMBL1118846	NULL	NULL	NULL	NULL
CHEMBL1118858	NULL	NULL	NULL	NULL
CHEMBL1118859	NULL	NULL	NULL	NULL
CHEMBL1118860	NULL	NULL	NULL	NULL
CHEMBL1119996	NULL	NULL	NULL	NULL
CHEMBL1120468	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1119163	NULL	NULL	NULL	NULL
CHEMBL1119164	NULL	NULL	NULL	NULL
CHEMBL1119165	NULL	NULL	NULL	NULL
CHEMBL1119785	NULL	NULL	NULL	NULL
CHEMBL1120719	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1120746	NULL	NULL	NULL	NULL
CHEMBL1120444	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1118090	NULL	NULL	NULL	NULL
CHEMBL1118799	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1120476	NULL	NULL	NULL	NULL
CHEMBL1120514	NULL	NULL	NULL	NULL
CHEMBL1117803	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1118597	NULL	NULL	NULL	NULL
CHEMBL1120057	NULL	NULL	NULL	NULL
CHEMBL1120225	NULL	NULL	NULL	NULL
CHEMBL1120660	NULL	NULL	NULL	NULL
CHEMBL1120664	NULL	NULL	NULL	NULL
CHEMBL1174018	NULL	NULL	NULL	NULL
CHEMBL1174019	NULL	NULL	NULL	NULL
CHEMBL1174519	NULL	NULL	NULL	NULL
CHEMBL1175154	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1175155	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1175156	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1175788	NULL	NULL	NULL	NULL
CHEMBL1175789	NULL	NULL	NULL	NULL
CHEMBL1175790	NULL	NULL	NULL	NULL
CHEMBL1176445	NULL	NULL	NULL	NULL
CHEMBL1176475	NULL	NULL	NULL	NULL
CHEMBL1176476	NULL	NULL	NULL	NULL
CHEMBL1176236	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1177037	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL1211744	NULL	NULL	NULL	NULL
CHEMBL1211955	NULL	NULL	NULL	NULL
CHEMBL1211970	NULL	NULL	NULL	NULL
CHEMBL1211976	NULL	NULL	NULL	NULL
CHEMBL1212048	NULL	NULL	NULL	NULL
CHEMBL1211615	NULL	NULL	NULL	NULL
CHEMBL1211587	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL1217370	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
