year	document_chembl_id
2012.0	CHEMBL2203006
2012.0	CHEMBL2203047
2012.0	CHEMBL2202962
2012.0	CHEMBL2203248
2012.0	CHEMBL2216747
2012.0	CHEMBL3046021
2013.0	CHEMBL3045789
2013.0	CHEMBL2311289
2013.0	CHEMBL2311293
2013.0	CHEMBL2311352
2013.0	CHEMBL2311347
2013.0	CHEMBL2311449
2013.0	CHEMBL2311262
2013.0	CHEMBL2311491
2013.0	CHEMBL2311284
2013.0	CHEMBL2311339
2013.0	CHEMBL2311468
2013.0	CHEMBL2311250
2013.0	CHEMBL2321662
2013.0	CHEMBL2321766
2013.0	CHEMBL2321869
2013.0	CHEMBL2321835
2013.0	CHEMBL2321683
2013.0	CHEMBL2321873
2013.0	CHEMBL2321762
2013.0	CHEMBL2321764
2013.0	CHEMBL2321852
2013.0	CHEMBL2321758
2013.0	CHEMBL2321772
2013.0	CHEMBL2321831
2013.0	CHEMBL2321868
2013.0	CHEMBL2321795
2013.0	CHEMBL2321744
2013.0	CHEMBL2321803
2013.0	CHEMBL2321760
2013.0	CHEMBL2321724
2013.0	CHEMBL2331085
2013.0	CHEMBL2331535
2013.0	CHEMBL2331215
2013.0	CHEMBL2331139
2013.0	CHEMBL2331552
2013.0	CHEMBL2331553
2013.0	CHEMBL2331361
2013.0	CHEMBL2331544
2013.0	CHEMBL2331457
2013.0	CHEMBL2331448
2013.0	CHEMBL2331236
2013.0	CHEMBL2331540
2013.0	CHEMBL2331425
2013.0	CHEMBL2331175
2013.0	CHEMBL2331108
2013.0	CHEMBL2331260
2013.0	CHEMBL2346624
2013.0	CHEMBL2346597
2013.0	CHEMBL2346654
2013.0	CHEMBL2346502
2013.0	CHEMBL2346572
2013.0	CHEMBL2346557
2013.0	CHEMBL2346595
2013.0	CHEMBL2375312
2013.0	CHEMBL2375287
2013.0	CHEMBL2380236
2013.0	CHEMBL2380292
2013.0	CHEMBL2380296
2013.0	CHEMBL2380208
2013.0	CHEMBL2380242
2013.0	CHEMBL2380307
2013.0	CHEMBL2380211
2013.0	CHEMBL2380260
2013.0	CHEMBL2384909
2013.0	CHEMBL2385021
2013.0	CHEMBL2385010
2013.0	CHEMBL2384910
2013.0	CHEMBL2385022
2013.0	CHEMBL2385019
2013.0	CHEMBL2384998
2013.0	CHEMBL2385026
2013.0	CHEMBL2385071
2013.0	CHEMBL2390918
2013.0	CHEMBL2390911
2013.0	CHEMBL2390865
2013.0	CHEMBL2390846
2013.0	CHEMBL2390828
2013.0	CHEMBL2390921
2013.0	CHEMBL2390902
2013.0	CHEMBL2390935
2013.0	CHEMBL2396632
2013.0	CHEMBL2396637
2013.0	CHEMBL2396549
2013.0	CHEMBL2396647
2013.0	CHEMBL2401692
2013.0	CHEMBL2401722
2013.0	CHEMBL2401676
2013.0	CHEMBL2401700
2013.0	CHEMBL2401666
2013.0	CHEMBL2401654
2013.0	CHEMBL2401705
2013.0	CHEMBL2401656
2013.0	CHEMBL2406966
2013.0	CHEMBL2407064
2013.0	CHEMBL2406994
2013.0	CHEMBL2406997
2013.0	CHEMBL2407043
2013.0	CHEMBL2407005
2013.0	CHEMBL2406904
2013.0	CHEMBL2407000
2013.0	CHEMBL2413071
2013.0	CHEMBL2412975
2013.0	CHEMBL2412957
2013.0	CHEMBL2413065
2013.0	CHEMBL2417435
2013.0	CHEMBL2417389
2013.0	CHEMBL2417378
2013.0	CHEMBL2417495
2013.0	CHEMBL2417548
2013.0	CHEMBL2417539
2013.0	CHEMBL2424579
2013.0	CHEMBL2424560
2013.0	CHEMBL2424615
2013.0	CHEMBL2424589
2013.0	CHEMBL2424528
2013.0	CHEMBL2424575
2013.0	CHEMBL2429732
2013.0	CHEMBL2429746
2013.0	CHEMBL2429781
2013.0	CHEMBL2434936
2013.0	CHEMBL2434948
2013.0	CHEMBL2434870
2013.0	CHEMBL2434833
2013.0	CHEMBL2440024
2013.0	CHEMBL2439999
2013.0	CHEMBL2440083
2013.0	CHEMBL2440084
2013.0	CHEMBL2439973
2013.0	CHEMBL2439970
2013.0	CHEMBL2440017
2013.0	CHEMBL2440090
2013.0	CHEMBL2440066
2013.0	CHEMBL2440008
2013.0	CHEMBL3085767
2013.0	CHEMBL3085708
2013.0	CHEMBL3085695
2013.0	CHEMBL3085718
2013.0	CHEMBL3085763
2013.0	CHEMBL3091288
2013.0	CHEMBL3091454
2013.0	CHEMBL3091283
2013.0	CHEMBL3091427
2013.0	CHEMBL3091311
2013.0	CHEMBL3091412
2013.0	CHEMBL3091409
2013.0	CHEMBL3091402
2013.0	CHEMBL3098117
2013.0	CHEMBL3098003
2013.0	CHEMBL3098111
2014.0	CHEMBL3098001
2013.0	CHEMBL3102716
2014.0	CHEMBL3102803
2014.0	CHEMBL3102800
2014.0	CHEMBL3102707
2014.0	CHEMBL3102772
2014.0	CHEMBL3108676
2013.0	CHEMBL3108774
2014.0	CHEMBL3112508
2014.0	CHEMBL3112398
2014.0	CHEMBL3112421
2014.0	CHEMBL3112390
2014.0	CHEMBL3112460
2014.0	CHEMBL3112488
2014.0	CHEMBL3112572
2014.0	CHEMBL3112409
2014.0	CHEMBL3112503
2014.0	CHEMBL3120081
2014.0	CHEMBL3120127
2014.0	CHEMBL3120158
2014.0	CHEMBL3120141
2014.0	CHEMBL3120093
2013.0	CHEMBL3124877
2014.0	CHEMBL3124886
2014.0	CHEMBL3124792
2014.0	CHEMBL3124885
2014.0	CHEMBL3124745
2014.0	CHEMBL3124793
2014.0	CHEMBL3124772
2014.0	CHEMBL3124857
2014.0	CHEMBL3124894
2014.0	CHEMBL3124820
2013.0	CHEMBL3132759
2013.0	CHEMBL3132851
2011.0	CHEMBL3217700
2011.0	CHEMBL3217609
2011.0	CHEMBL3217479
2011.0	CHEMBL3217434
2011.0	CHEMBL3217425
2011.0	CHEMBL3217627
2011.0	CHEMBL3217574
2012.0	CHEMBL3217600
2012.0	CHEMBL3217487
2012.0	CHEMBL3217702
2012.0	CHEMBL3217622
2012.0	CHEMBL3217639
2013.0	CHEMBL3217541
2012.0	CHEMBL3217743
2013.0	CHEMBL3217745
2013.0	CHEMBL3217433
2014.0	CHEMBL3217514
2013.0	CHEMBL3217683
2013.0	CHEMBL3217445
2014.0	CHEMBL3232758
2014.0	CHEMBL3232969
2014.0	CHEMBL3232894
2014.0	CHEMBL3232717
2014.0	CHEMBL3232939
2014.0	CHEMBL3232847
2014.0	CHEMBL3232922
2014.0	CHEMBL3232975
2014.0	CHEMBL3232788
2014.0	CHEMBL3232919
2014.0	CHEMBL3232853
2014.0	CHEMBL3232811
2014.0	CHEMBL3259729
2014.0	CHEMBL3259781
2014.0	CHEMBL3259791
2014.0	CHEMBL3259614
2014.0	CHEMBL3259727
2014.0	CHEMBL3259669
2014.0	CHEMBL3259754
2014.0	CHEMBL3259577
2014.0	CHEMBL3259666
2014.0	CHEMBL3259804
2014.0	CHEMBL3259563
2014.0	CHEMBL3259706
2014.0	CHEMBL3259640
2014.0	CHEMBL3259733
2014.0	CHEMBL3259628
2014.0	CHEMBL3286368
2014.0	CHEMBL3286258
2014.0	CHEMBL3286275
2014.0	CHEMBL3286180
2014.0	CHEMBL3286274
2014.0	CHEMBL3286108
2014.0	CHEMBL3286091
2014.0	CHEMBL3286277
2014.0	CHEMBL3286182
2014.0	CHEMBL3286390
2014.0	CHEMBL3286150
2014.0	CHEMBL3286154
2014.0	CHEMBL3286339
2014.0	CHEMBL3286148
2014.0	CHEMBL3286316
2014.0	CHEMBL3286267
2013.0	CHEMBL3297733
2014.0	CHEMBL3297645
2014.0	CHEMBL3297706
2014.0	CHEMBL3297740
	CHEMBL3301458
2013.0	CHEMBL3390839
2011.0	CHEMBL3390844
2014.0	CHEMBL3351578
2014.0	CHEMBL3352487
2014.0	CHEMBL3352316
2014.0	CHEMBL3351537
2014.0	CHEMBL3352194
2014.0	CHEMBL3351225
2014.0	CHEMBL3351615
2014.0	CHEMBL3351244
2014.0	CHEMBL3352258
2014.0	CHEMBL3351611
2014.0	CHEMBL3351360
2014.0	CHEMBL3352820
2014.0	CHEMBL3351553
2014.0	CHEMBL3352189
2014.0	CHEMBL3351839
2014.0	CHEMBL3351341
2014.0	CHEMBL3351317
2014.0	CHEMBL3351799
2014.0	CHEMBL3351795
2014.0	CHEMBL3352608
2014.0	CHEMBL3352482
2014.0	CHEMBL3351528
2014.0	CHEMBL3351398
2014.0	CHEMBL3352228
2014.0	CHEMBL3351789
2014.0	CHEMBL3352744
2014.0	CHEMBL3351923
2014.0	CHEMBL3351667
2014.0	CHEMBL3352323
2014.0	CHEMBL3351343
2014.0	CHEMBL3352375
2014.0	CHEMBL3351860
2014.0	CHEMBL3351481
2014.0	CHEMBL3351320
2014.0	CHEMBL3352465
2015.0	CHEMBL3351614
2015.0	CHEMBL3352160
2014.0	CHEMBL3352115
2014.0	CHEMBL3352560
2015.0	CHEMBL3351372
2015.0	CHEMBL3352352
2015.0	CHEMBL3351833
2014.0	CHEMBL3351946
2014.0	CHEMBL3351422
2014.0	CHEMBL3351646
2014.0	CHEMBL3352472
2014.0	CHEMBL3352699
2014.0	CHEMBL3352175
2014.0	CHEMBL3352322
2015.0	CHEMBL3352377
2014.0	CHEMBL3351865
2014.0	CHEMBL3351482
2014.0	CHEMBL3352417
2014.0	CHEMBL3351448
2014.0	CHEMBL3352578
2014.0	CHEMBL3351387
2014.0	CHEMBL3352673
2014.0	CHEMBL3352617
2014.0	CHEMBL3352784
2014.0	CHEMBL3351632
2014.0	CHEMBL3352242
2014.0	CHEMBL3351978
2014.0	CHEMBL3352071
2014.0	CHEMBL3351765
2014.0	CHEMBL3351722
2014.0	CHEMBL3352639
2014.0	CHEMBL3351479
2014.0	CHEMBL3352793
2014.0	CHEMBL3352234
2014.0	CHEMBL3352565
2014.0	CHEMBL3352410
2014.0	CHEMBL3351750
2014.0	CHEMBL3352090
2014.0	CHEMBL3351303
2015.0	CHEMBL3393060
2015.0	CHEMBL3393023
2015.0	CHEMBL3392976
2015.0	CHEMBL3393045
2015.0	CHEMBL3392977
2015.0	CHEMBL3393054
2015.0	CHEMBL3393021
2015.0	CHEMBL3393040
2015.0	CHEMBL3396997
2015.0	CHEMBL3397009
2015.0	CHEMBL3400008
2015.0	CHEMBL3400110
2015.0	CHEMBL3400138
2015.0	CHEMBL3400053
2015.0	CHEMBL3400001
2014.0	CHEMBL3407461
2015.0	CHEMBL3407416
2015.0	CHEMBL3407464
2015.0	CHEMBL3407448
2015.0	CHEMBL3407422
2015.0	CHEMBL3407353
2015.0	CHEMBL3407472
2015.0	CHEMBL3407455
2015.0	CHEMBL3407438
2015.0	CHEMBL3414497
2015.0	CHEMBL3414433
2015.0	CHEMBL3414471
2015.0	CHEMBL3414527
2015.0	CHEMBL3414517
2015.0	CHEMBL3414472
2015.0	CHEMBL3414522
2015.0	CHEMBL3414489
2015.0	CHEMBL3421561
2015.0	CHEMBL3421610
2015.0	CHEMBL3421616
2015.0	CHEMBL3421625
2015.0	CHEMBL3421534
2015.0	CHEMBL3421558
2015.0	CHEMBL3425423
2015.0	CHEMBL3425438
2015.0	CHEMBL3425442
2015.0	CHEMBL3425511
2011.0	CHEMBL3430321
2014.0	CHEMBL3430320
2012.0	CHEMBL3436046
	CHEMBL3508693
2015.0	CHEMBL3576839
2015.0	CHEMBL3576831
2015.0	CHEMBL3576800
2015.0	CHEMBL3576859
2015.0	CHEMBL3576844
2015.0	CHEMBL3576790
2015.0	CHEMBL3580562
2015.0	CHEMBL3580590
2015.0	CHEMBL3580660
2015.0	CHEMBL3580555
2015.0	CHEMBL3580651
2015.0	CHEMBL3580617
2015.0	CHEMBL3580587
2015.0	CHEMBL3580611
2015.0	CHEMBL3585315
2015.0	CHEMBL3585263
2015.0	CHEMBL3585264
2015.0	CHEMBL3585325
2015.0	CHEMBL3585260
2015.0	CHEMBL3588810
2015.0	CHEMBL3588826
2015.0	CHEMBL3588848
2015.0	CHEMBL3588755
2015.0	CHEMBL3588833
2015.0	CHEMBL3588758
2015.0	CHEMBL3593224
2015.0	CHEMBL3593157
2015.0	CHEMBL3593212
2015.0	CHEMBL3593175
2015.0	CHEMBL3596134
2015.0	CHEMBL3596131
2015.0	CHEMBL3596192
2015.0	CHEMBL3600324
2015.0	CHEMBL3600316
2015.0	CHEMBL3600314
2015.0	CHEMBL3600349
2015.0	CHEMBL3600357
2015.0	CHEMBL3600352
2015.0	CHEMBL3603800
2015.0	CHEMBL3603741
2015.0	CHEMBL3603744
2015.0	CHEMBL3603827
2015.0	CHEMBL3603801
2015.0	CHEMBL3603832
2015.0	CHEMBL3603779
2015.0	CHEMBL3608246
2015.0	CHEMBL3608233
2015.0	CHEMBL3608214
2015.0	CHEMBL3608244
2015.0	CHEMBL3608248
2015.0	CHEMBL3608263
2015.0	CHEMBL3608254
2015.0	CHEMBL3608217
2015.0	CHEMBL3612018
2015.0	CHEMBL3611997
2015.0	CHEMBL3611966
2015.0	CHEMBL3612054
2015.0	CHEMBL3616397
2015.0	CHEMBL3616374
2015.0	CHEMBL3616440
2015.0	CHEMBL3621160
2015.0	CHEMBL3621098
2015.0	CHEMBL3621135
2015.0	CHEMBL3621164
2015.0	CHEMBL3621143
2015.0	CHEMBL3621146
2015.0	CHEMBL3621142
2015.0	CHEMBL3621151
2015.0	CHEMBL3621069
2015.0	CHEMBL3627700
2015.0	CHEMBL3627714
2015.0	CHEMBL3627595
2015.0	CHEMBL3627607
2015.0	CHEMBL3632488
2015.0	CHEMBL3632552
2015.0	CHEMBL3632560
2015.0	CHEMBL3632475
2015.0	CHEMBL3632483
2015.0	CHEMBL3632504
	CHEMBL3638030
2015.0	CHEMBL3638545
2015.0	CHEMBL3638742
2015.0	CHEMBL3638878
2015.0	CHEMBL3638921
2015.0	CHEMBL3638380
2015.0	CHEMBL3639142
2015.0	CHEMBL3638977
2015.0	CHEMBL3734684
2015.0	CHEMBL3734698
2015.0	CHEMBL3734760
2015.0	CHEMBL3734671
2015.0	CHEMBL3734691
2015.0	CHEMBL3739370
2015.0	CHEMBL3739366
2015.0	CHEMBL3739339
2015.0	CHEMBL3739263
2015.0	CHEMBL3739407
2015.0	CHEMBL3739276
2015.0	CHEMBL3739265
2015.0	CHEMBL3739377
2016.0	CHEMBL3739386
2015.0	CHEMBL3745712
2015.0	CHEMBL3745705
2016.0	CHEMBL3745665
2016.0	CHEMBL3745609
2016.0	CHEMBL3745631
2016.0	CHEMBL3745662
2016.0	CHEMBL3745703
2015.0	CHEMBL3751822
2015.0	CHEMBL3751803
2016.0	CHEMBL3751729
2016.0	CHEMBL3751833
2016.0	CHEMBL3758104
2016.0	CHEMBL3758174
2016.0	CHEMBL3758127
2016.0	CHEMBL3758092
2016.0	CHEMBL3758150
2016.0	CHEMBL3763037
2016.0	CHEMBL3763120
2016.0	CHEMBL3763146
2016.0	CHEMBL3763143
2016.0	CHEMBL3763085
2016.0	CHEMBL3763140
2016.0	CHEMBL3763052
2016.0	CHEMBL3763072
2016.0	CHEMBL3769376
2016.0	CHEMBL3769382
2016.0	CHEMBL3769385
2015.0	CHEMBL3769359
2016.0	CHEMBL3769308
2016.0	CHEMBL3769384
2016.0	CHEMBL3769327
2016.0	CHEMBL3774369
2016.0	CHEMBL3774357
2016.0	CHEMBL3774336
2016.0	CHEMBL3774320
2016.0	CHEMBL3774368
2016.0	CHEMBL3774372
2016.0	CHEMBL3779781
2016.0	CHEMBL3785091
2016.0	CHEMBL3784951
2016.0	CHEMBL3785081
2016.0	CHEMBL3784972
2016.0	CHEMBL3784918
2016.0	CHEMBL3784924
2016.0	CHEMBL3785066
2016.0	CHEMBL3784945
2016.0	CHEMBL3785031
2016.0	CHEMBL3792353
2016.0	CHEMBL3792364
2016.0	CHEMBL3792299
2016.0	CHEMBL3792331
2016.0	CHEMBL3792381
2016.0	CHEMBL3792310
2016.0	CHEMBL3797186
2016.0	CHEMBL3797106
2016.0	CHEMBL3797133
2016.0	CHEMBL3797060
2016.0	CHEMBL3797054
2016.0	CHEMBL3797111
2016.0	CHEMBL3797052
2016.0	CHEMBL3797149
2016.0	CHEMBL3797102
2016.0	CHEMBL3804778
2016.0	CHEMBL3804782
2016.0	CHEMBL3804797
2016.0	CHEMBL3804767
2016.0	CHEMBL3804796
2016.0	CHEMBL3804799
2016.0	CHEMBL3804820
2016.0	CHEMBL3804801
2016.0	CHEMBL3804825
2016.0	CHEMBL3804779
2016.0	CHEMBL3808365
2016.0	CHEMBL3808348
2016.0	CHEMBL3808373
2016.0	CHEMBL3808345
2016.0	CHEMBL3808377
2016.0	CHEMBL3808289
2016.0	CHEMBL3813689
2016.0	CHEMBL3813592
2016.0	CHEMBL3813624
2016.0	CHEMBL3817840
2016.0	CHEMBL3817726
2016.0	CHEMBL3822388
2016.0	CHEMBL3822394
2016.0	CHEMBL3822371
2016.0	CHEMBL3826935
2016.0	CHEMBL3826911
2016.0	CHEMBL3826929
2016.0	CHEMBL3853264
2016.0	CHEMBL3853265
2016.0	CHEMBL3853318
2016.0	CHEMBL3853321
2016.0	CHEMBL3853329
2016.0	CHEMBL3853331
2016.0	CHEMBL3853343
2016.0	CHEMBL3853350
2016.0	CHEMBL3853353
2016.0	CHEMBL3856231
2016.0	CHEMBL3856233
2016.0	CHEMBL3856239
2016.0	CHEMBL3856249
2016.0	CHEMBL3856250
2016.0	CHEMBL3856264
2016.0	CHEMBL3856275
2016.0	CHEMBL3856276
2016.0	CHEMBL3856281
2016.0	CHEMBL3860098
2016.0	CHEMBL3860107
2016.0	CHEMBL3861981
2016.0	CHEMBL3864137
2016.0	CHEMBL3864151
2016.0	CHEMBL3864153
2016.0	CHEMBL3864161
2016.0	CHEMBL3864164
2016.0	CHEMBL3864170
2016.0	CHEMBL3864175
2016.0	CHEMBL3864182
2016.0	CHEMBL3864189
2016.0	CHEMBL3865819
2016.0	CHEMBL3867472
2016.0	CHEMBL3867477
2016.0	CHEMBL3867482
2016.0	CHEMBL3868610
2016.0	CHEMBL3868612
2016.0	CHEMBL3868614
2016.0	CHEMBL3870336
2017.0	CHEMBL3870365
2017.0	CHEMBL3871280
2017.0	CHEMBL3871307
2016.0	CHEMBL3872208
2016.0	CHEMBL3872218
2017.0	CHEMBL3872247
2017.0	CHEMBL3872258
2017.0	CHEMBL3872283
2017.0	CHEMBL3875193
2017.0	CHEMBL3877298
2016.0	CHEMBL3877302
2006.0	CHEMBL3879885
2007.0	CHEMBL3879887
2012.0	CHEMBL3879903
2013.0	CHEMBL3879906
2014.0	CHEMBL3880390
2004.0	CHEMBL3880396
2009.0	CHEMBL3880410
2013.0	CHEMBL3882737
2016.0	CHEMBL3886141
2015.0	CHEMBL3886193
2016.0	CHEMBL3886194
2016.0	CHEMBL3886197
2015.0	CHEMBL3886344
2016.0	CHEMBL3886493
2016.0	CHEMBL3886644
2016.0	CHEMBL3886728
2016.0	CHEMBL3886813
2016.0	CHEMBL3886885
2016.0	CHEMBL3886889
2016.0	CHEMBL3886940
2016.0	CHEMBL3886976
2016.0	CHEMBL3886979
2016.0	CHEMBL3992487
2017.0	CHEMBL3992509
2017.0	CHEMBL3992534
2017.0	CHEMBL3992557
2017.0	CHEMBL3992564
2017.0	CHEMBL3994626
2017.0	CHEMBL3994646
2017.0	CHEMBL3994648
2017.0	CHEMBL3994654
2017.0	CHEMBL3994673
2017.0	CHEMBL3994677
2017.0	CHEMBL3997782
2017.0	CHEMBL3997808
2017.0	CHEMBL3997816
2017.0	CHEMBL3997829
2017.0	CHEMBL3997842
2017.0	CHEMBL3997852
2017.0	CHEMBL4000207
2017.0	CHEMBL4000232
2017.0	CHEMBL4000255
2017.0	CHEMBL4002590
2017.0	CHEMBL4002594
2017.0	CHEMBL4002602
2017.0	CHEMBL4002615
2017.0	CHEMBL4002630
2017.0	CHEMBL4002640
2017.0	CHEMBL4002647
2017.0	CHEMBL4004807
2017.0	CHEMBL4004819
2017.0	CHEMBL4004826
2017.0	CHEMBL4004830
2016.0	CHEMBL4007384
2017.0	CHEMBL4007390
2017.0	CHEMBL4007397
2017.0	CHEMBL4007439
2017.0	CHEMBL4007444
2017.0	CHEMBL4007461
2017.0	CHEMBL4007512
2017.0	CHEMBL4011598
2017.0	CHEMBL4011607
2017.0	CHEMBL4011610
2017.0	CHEMBL4011618
2017.0	CHEMBL4011625
2017.0	CHEMBL4011635
2017.0	CHEMBL4011644
2017.0	CHEMBL4011649
2017.0	CHEMBL4011651
2017.0	CHEMBL4011656
2017.0	CHEMBL4014298
2017.0	CHEMBL4014310
2017.0	CHEMBL4014311
2017.0	CHEMBL4014312
2017.0	CHEMBL4014323
2017.0	CHEMBL4014327
2017.0	CHEMBL4014331
2017.0	CHEMBL4014336
2017.0	CHEMBL4014337
2017.0	CHEMBL4014340
2017.0	CHEMBL4014346
2017.0	CHEMBL4014348
2017.0	CHEMBL4014349
2017.0	CHEMBL4017455
2017.0	CHEMBL4017456
2017.0	CHEMBL4017458
2017.0	CHEMBL4017471
2017.0	CHEMBL4017514
2017.0	CHEMBL4017515
2017.0	CHEMBL4017519
2017.0	CHEMBL4017532
2017.0	CHEMBL4017544
2017.0	CHEMBL4020712
2017.0	CHEMBL4020725
2017.0	CHEMBL4020734
2017.0	CHEMBL4020748
2017.0	CHEMBL4020761
2017.0	CHEMBL4020781
2017.0	CHEMBL4020782
2017.0	CHEMBL4020789
2018.0	CHEMBL4020821
2018.0	CHEMBL4020831
2018.0	CHEMBL4020832
2017.0	CHEMBL4024705
2017.0	CHEMBL4024749
2017.0	CHEMBL4024756
2018.0	CHEMBL4024762
2017.0	CHEMBL4024763
2017.0	CHEMBL4024765
2018.0	CHEMBL4024771
2017.0	CHEMBL4024774
2018.0	CHEMBL4024779
2018.0	CHEMBL4024791
2018.0	CHEMBL4024793
2018.0	CHEMBL4024802
2017.0	CHEMBL4028831
2017.0	CHEMBL4028836
2017.0	CHEMBL4028848
2017.0	CHEMBL4028850
2017.0	CHEMBL4028852
2017.0	CHEMBL4028873
2017.0	CHEMBL4028901
2017.0	CHEMBL4028908
2018.0	CHEMBL4028914
2018.0	CHEMBL4028916
2017.0	CHEMBL4033714
2017.0	CHEMBL4033742
2017.0	CHEMBL4033760
2017.0	CHEMBL4033761
2018.0	CHEMBL4033781
2018.0	CHEMBL4033783
2018.0	CHEMBL4033790
2018.0	CHEMBL4033794
2017.0	CHEMBL4038301
2017.0	CHEMBL4038310
2017.0	CHEMBL4038312
2017.0	CHEMBL4038318
2017.0	CHEMBL4038320
2017.0	CHEMBL4038335
2017.0	CHEMBL4038339
2017.0	CHEMBL4041464
2017.0	CHEMBL4041490
2017.0	CHEMBL4041516
2017.0	CHEMBL4041533
2017.0	CHEMBL4043105
2017.0	CHEMBL4043114
2017.0	CHEMBL4043141
2017.0	CHEMBL4043185
2017.0	CHEMBL4043199
2017.0	CHEMBL4043238
2017.0	CHEMBL4043239
2017.0	CHEMBL4043241
2017.0	CHEMBL4043255
2018.0	CHEMBL4043273
2018.0	CHEMBL4043283
2018.0	CHEMBL4043298
2018.0	CHEMBL4043307
2018.0	CHEMBL4043310
2017.0	CHEMBL4049398
2017.0	CHEMBL4049411
2017.0	CHEMBL4049438
2017.0	CHEMBL4049439
2017.0	CHEMBL4049443
2017.0	CHEMBL4049450
2017.0	CHEMBL4049454
2017.0	CHEMBL4049456
2017.0	CHEMBL4049458
2017.0	CHEMBL4052588
2017.0	CHEMBL4052609
2017.0	CHEMBL4052618
2017.0	CHEMBL4052642
2017.0	CHEMBL4052645
2017.0	CHEMBL4052673
2017.0	CHEMBL4052683
2017.0	CHEMBL4052694
2017.0	CHEMBL4052739
2017.0	CHEMBL4052773
2017.0	CHEMBL4052776
2017.0	CHEMBL4052782
2017.0	CHEMBL4052799
2017.0	CHEMBL4052817
2017.0	CHEMBL4118097
2018.0	CHEMBL4118128
2018.0	CHEMBL4118145
2018.0	CHEMBL4118149
2018.0	CHEMBL4118159
2018.0	CHEMBL4118169
2018.0	CHEMBL4118190
2018.0	CHEMBL4118209
2018.0	CHEMBL4118224
2018.0	CHEMBL4118226
2018.0	CHEMBL4118248
2018.0	CHEMBL4118268
2017.0	CHEMBL4130359
2017.0	CHEMBL4130376
2017.0	CHEMBL4130451
2017.0	CHEMBL4130453
2017.0	CHEMBL4130473
2017.0	CHEMBL4130494
2017.0	CHEMBL4130520
2017.0	CHEMBL4130560
2018.0	CHEMBL4130624
2018.0	CHEMBL4130628
2018.0	CHEMBL4130635
2017.0	CHEMBL4138139
2018.0	CHEMBL4138169
2018.0	CHEMBL4138227
2017.0	CHEMBL4138254
2017.0	CHEMBL4138257
2017.0	CHEMBL4138258
2017.0	CHEMBL4138259
2018.0	CHEMBL4138301
2018.0	CHEMBL4138303
2018.0	CHEMBL4138314
2018.0	CHEMBL4145461
2018.0	CHEMBL4145474
2018.0	CHEMBL4145565
2018.0	CHEMBL4145597
2018.0	CHEMBL4145625
2018.0	CHEMBL4145681
2018.0	CHEMBL4145688
2018.0	CHEMBL4152207
2018.0	CHEMBL4152224
2018.0	CHEMBL4152280
2018.0	CHEMBL4152343
2018.0	CHEMBL4152349
2018.0	CHEMBL4152377
2018.0	CHEMBL4152382
2018.0	CHEMBL4152385
2017.0	CHEMBL4177539
2017.0	CHEMBL4177561
2017.0	CHEMBL4177600
2017.0	CHEMBL4177603
2017.0	CHEMBL4177611
2017.0	CHEMBL4177615
2017.0	CHEMBL4177627
2017.0	CHEMBL4177630
2017.0	CHEMBL4177660
2017.0	CHEMBL4177668
2017.0	CHEMBL4177672
2017.0	CHEMBL4177680
2018.0	CHEMBL4177750
2018.0	CHEMBL4177751
2018.0	CHEMBL4184081
2018.0	CHEMBL4184082
2018.0	CHEMBL4184096
2018.0	CHEMBL4184149
2017.0	CHEMBL4184167
2018.0	CHEMBL4184171
2018.0	CHEMBL4184240
2018.0	CHEMBL4184274
2018.0	CHEMBL4184286
2018.0	CHEMBL4184335
2018.0	CHEMBL4184336
2018.0	CHEMBL4184337
2016.0	CHEMBL4190175
2017.0	CHEMBL4190330
2017.0	CHEMBL4190331
2017.0	CHEMBL4190351
2018.0	CHEMBL4190376
2018.0	CHEMBL4190390
2018.0	CHEMBL4190397
2018.0	CHEMBL4190398
2018.0	CHEMBL4190402
2018.0	CHEMBL4190406
2018.0	CHEMBL4190408
2018.0	CHEMBL4196006
2018.0	CHEMBL4196017
2018.0	CHEMBL4196019
2018.0	CHEMBL4196046
2018.0	CHEMBL4196112
2018.0	CHEMBL4196115
2018.0	CHEMBL4196123
2018.0	CHEMBL4196128
2018.0	CHEMBL4196159
2018.0	CHEMBL4196169
2018.0	CHEMBL4196172
2018.0	CHEMBL4196174
2018.0	CHEMBL4196191
2018.0	CHEMBL4196201
2018.0	CHEMBL4196213
2018.0	CHEMBL4219045
2018.0	CHEMBL4219073
2018.0	CHEMBL4219096
2018.0	CHEMBL4219124
2018.0	CHEMBL4219173
2018.0	CHEMBL4219187
2018.0	CHEMBL4219225
2018.0	CHEMBL4219241
2018.0	CHEMBL4219244
2018.0	CHEMBL4219261
2018.0	CHEMBL4219264
2018.0	CHEMBL4219269
2018.0	CHEMBL4229332
2018.0	CHEMBL4229360
2018.0	CHEMBL4229414
2018.0	CHEMBL4229447
2018.0	CHEMBL4229483
2018.0	CHEMBL4229492
2018.0	CHEMBL4229521
2018.0	CHEMBL4229528
2018.0	CHEMBL4229542
2018.0	CHEMBL4229565
2018.0	CHEMBL4229566
2018.0	CHEMBL4229569
2017.0	CHEMBL4251542
2017.0	CHEMBL4251546
2018.0	CHEMBL4251632
2018.0	CHEMBL4251643
2018.0	CHEMBL4251653
2018.0	CHEMBL4251687
2018.0	CHEMBL4251700
2018.0	CHEMBL4251746
2017.0	CHEMBL4257443
2018.0	CHEMBL4257478
2018.0	CHEMBL4257564
