assay_chembl_id	document_chembl_id
CHEMBL4262602	CHEMBL4261519
CHEMBL3810582	CHEMBL3808345
CHEMBL4775892	CHEMBL4765492
CHEMBL1023104	CHEMBL1152762
CHEMBL5125857	CHEMBL5120943
CHEMBL4822034	CHEMBL4819093
CHEMBL2169528	CHEMBL2163245
CHEMBL3430556	CHEMBL3430320
CHEMBL4737759	CHEMBL4732199
CHEMBL5224705	CHEMBL5223112
CHEMBL4403846	CHEMBL4402547
CHEMBL4678244	CHEMBL4673331
CHEMBL4055831	CHEMBL4052673
CHEMBL1051709	CHEMBL1152451
CHEMBL3807886	CHEMBL3804778
CHEMBL4003651	CHEMBL4002594
CHEMBL3436119	CHEMBL3436046
CHEMBL3619843	CHEMBL3616440
CHEMBL3090833	CHEMBL3085767
CHEMBL3370468	CHEMBL3352793
CHEMBL5521911	CHEMBL5518227
CHEMBL4725052	CHEMBL4715925
CHEMBL1073582	CHEMBL1159080
CHEMBL4354033	CHEMBL4351001
CHEMBL3813501	CHEMBL3808345
CHEMBL4040881	CHEMBL4038335
CHEMBL3129644	CHEMBL3124894
CHEMBL4418047	CHEMBL4417632
CHEMBL3241657	CHEMBL3232922
CHEMBL3430509	CHEMBL3430320
CHEMBL4052069	CHEMBL4049449
CHEMBL5136953	CHEMBL5131575
CHEMBL4030954	CHEMBL4028852
CHEMBL4383075	CHEMBL4382198
CHEMBL5258224	CHEMBL5257040
CHEMBL5304241	CHEMBL5303764
CHEMBL2445494	CHEMBL2439973
CHEMBL1839209	CHEMBL1833884
CHEMBL4481698	CHEMBL4480421
CHEMBL4266337	CHEMBL4265875
CHEMBL4355799	CHEMBL4354805
CHEMBL3130896	CHEMBL3124745
CHEMBL3436100	CHEMBL3436046
CHEMBL4303779	CHEMBL4303773
CHEMBL3430691	CHEMBL3430320
CHEMBL4272649	CHEMBL4270548
CHEMBL1827186	CHEMBL1821619
CHEMBL3750583	CHEMBL3745609
CHEMBL5734655	CHEMBL5727433
CHEMBL3419128	CHEMBL3414433
CHEMBL4040303	CHEMBL4038318
CHEMBL4386308	CHEMBL4385607
CHEMBL1117803	CHEMBL1155540
CHEMBL1211615	CHEMBL1208692
CHEMBL3430411	CHEMBL3430320
CHEMBL3430699	CHEMBL3430320
CHEMBL4146889	CHEMBL4145474
CHEMBL1838283	CHEMBL1833860
CHEMBL2330006	CHEMBL2321803
CHEMBL4351579	CHEMBL4350959
CHEMBL1918740	CHEMBL1914304
CHEMBL4834317	CHEMBL4831559
CHEMBL3118388	CHEMBL3112390
CHEMBL2447659	CHEMBL2439970
CHEMBL5588791	CHEMBL5584349
CHEMBL2400598	CHEMBL2396632
CHEMBL2176358	CHEMBL2169882
CHEMBL4028581	CHEMBL4024800
CHEMBL3363797	CHEMBL3352316
CHEMBL5530931	CHEMBL5528065
CHEMBL2342699	CHEMBL2331108
CHEMBL816205	CHEMBL1135811
CHEMBL4885611	CHEMBL4630904
CHEMBL5112472	CHEMBL5108065
CHEMBL3381618	CHEMBL3351320
CHEMBL1647083	CHEMBL1641412
CHEMBL5732504	CHEMBL5726336
CHEMBL749472	CHEMBL1135758
CHEMBL2150640	CHEMBL2146480
CHEMBL660546	CHEMBL1124111
CHEMBL5608855	CHEMBL5608176
CHEMBL3430644	CHEMBL3430321
CHEMBL3436076	CHEMBL3436046
CHEMBL3638057	CHEMBL3638030
CHEMBL3430378	CHEMBL3430320
CHEMBL2061641	CHEMBL2057191
CHEMBL4829569	CHEMBL4828723
CHEMBL3407236	CHEMBL3400138
CHEMBL3430506	CHEMBL3430320
CHEMBL4822033	CHEMBL4819093
CHEMBL4184691	CHEMBL4184096
CHEMBL660543	CHEMBL1130547
CHEMBL3430429	CHEMBL3430320
CHEMBL3853466	CHEMBL3853264
CHEMBL1064182	CHEMBL1153470
CHEMBL3874988	CHEMBL3872283
CHEMBL3436080	CHEMBL3436046
CHEMBL864238	CHEMBL1145304
CHEMBL4623840	CHEMBL4622872
CHEMBL3864816	CHEMBL3864151
CHEMBL3430739	CHEMBL3430320
CHEMBL2327740	CHEMBL2321762
CHEMBL766815	CHEMBL1136167
CHEMBL3638141	CHEMBL3638030
CHEMBL4882388	CHEMBL4507280
CHEMBL4734906	CHEMBL4732108
CHEMBL3430652	CHEMBL3430321
CHEMBL3371912	CHEMBL3351865
CHEMBL5520854	CHEMBL5518207
CHEMBL2424139	CHEMBL2417389
CHEMBL1787497	CHEMBL1781946
CHEMBL4358500	CHEMBL4354855
CHEMBL5733977	CHEMBL5727077
CHEMBL5033455	CHEMBL5032513
CHEMBL4714168	CHEMBL4706691
CHEMBL3430709	CHEMBL3430320
CHEMBL3879991	CHEMBL3879887
CHEMBL3430736	CHEMBL3430320
CHEMBL4371269	CHEMBL4371004
CHEMBL3638077	CHEMBL3638030
CHEMBL1015312	CHEMBL1153298
CHEMBL768695	CHEMBL1134676
CHEMBL2422534	CHEMBL2417548
CHEMBL3413543	CHEMBL3407464
CHEMBL3380409	CHEMBL3351422
CHEMBL1011677	CHEMBL1152811
CHEMBL5035903	CHEMBL5034035
CHEMBL2040049	CHEMBL2034981
CHEMBL3412492	CHEMBL3407448
CHEMBL4124683	CHEMBL4118248
CHEMBL4630239	CHEMBL4627405
CHEMBL4840063	CHEMBL4837261
CHEMBL2038328	CHEMBL2034879
CHEMBL958152	CHEMBL1151747
CHEMBL1772211	CHEMBL1770083
CHEMBL5697032	CHEMBL5696440
CHEMBL3241473	CHEMBL3232922
CHEMBL3762406	CHEMBL3758127
CHEMBL5367092	CHEMBL5365451
CHEMBL907269	CHEMBL1139687
CHEMBL3865355	CHEMBL3864175
CHEMBL1816746	CHEMBL1811752
CHEMBL3868705	CHEMBL3868582
CHEMBL3638104	CHEMBL3638030
CHEMBL4769576	CHEMBL4765307
CHEMBL5535232	CHEMBL5532679
CHEMBL1107054	CHEMBL1156967
CHEMBL4828532	CHEMBL4825765
CHEMBL4028364	CHEMBL4024793
CHEMBL5734918	CHEMBL5727565
CHEMBL5581350	CHEMBL5579837
CHEMBL4885564	CHEMBL4630903
CHEMBL4339703	CHEMBL4339197
CHEMBL4881648	CHEMBL4507275
CHEMBL4047402	CHEMBL4043239
CHEMBL2161153	CHEMBL2157893
CHEMBL5321069	CHEMBL5316375
CHEMBL3430366	CHEMBL3430320
CHEMBL4765969	CHEMBL4765231
CHEMBL3430634	CHEMBL3430321
CHEMBL3225969	CHEMBL3217574
CHEMBL1036929	CHEMBL1154736
CHEMBL4199970	CHEMBL4196128
CHEMBL3880653	CHEMBL3880390
CHEMBL4717568	CHEMBL4715727
CHEMBL5585462	CHEMBL5584240
CHEMBL1054706	CHEMBL1152438
CHEMBL2014322	CHEMBL2010730
CHEMBL4415858	CHEMBL4414586
CHEMBL5339449	CHEMBL5338717
CHEMBL4193762	CHEMBL4190330
CHEMBL907768	CHEMBL1138877
CHEMBL1219227	CHEMBL1212880
CHEMBL3056066	CHEMBL3045039
CHEMBL2215193	CHEMBL2202962
CHEMBL1936097	CHEMBL1932985
CHEMBL3430602	CHEMBL3430321
CHEMBL2346000	CHEMBL2331552
CHEMBL4843291	CHEMBL4842341
CHEMBL3430708	CHEMBL3430320
CHEMBL3368358	CHEMBL3352699
CHEMBL1039908	CHEMBL1156057
CHEMBL3607683	CHEMBL3603738
CHEMBL3430323	CHEMBL3430320
CHEMBL4426368	CHEMBL4425120
CHEMBL3874723	CHEMBL3872258
CHEMBL4809364	CHEMBL4808184
CHEMBL3420643	CHEMBL3414471
CHEMBL4612636	CHEMBL4610114
CHEMBL988126	CHEMBL1157138
CHEMBL5520856	CHEMBL5518207
CHEMBL3430588	CHEMBL3430321
CHEMBL5034278	CHEMBL5033997
CHEMBL3888195	CHEMBL3886193
CHEMBL4766130	CHEMBL4765233
CHEMBL4701758	CHEMBL4699485
CHEMBL4143975	CHEMBL4138254
CHEMBL4144961	CHEMBL4138301
CHEMBL3436225	CHEMBL3436046
CHEMBL4047451	CHEMBL4043241
CHEMBL3430548	CHEMBL3430320
CHEMBL940932	CHEMBL1139807
CHEMBL4402270	CHEMBL4400569
CHEMBL5104970	CHEMBL5104103
CHEMBL2344006	CHEMBL2331553
CHEMBL3638073	CHEMBL3638030
CHEMBL3810731	CHEMBL3808345
CHEMBL868204	CHEMBL1148642
CHEMBL1788065	CHEMBL1781974
CHEMBL3997194	CHEMBL3994646
CHEMBL5104430	CHEMBL5104092
CHEMBL5582147	CHEMBL5579865
CHEMBL3385851	CHEMBL3351667
CHEMBL1839210	CHEMBL1833884
CHEMBL4843250	CHEMBL4842341
CHEMBL5158509	CHEMBL5154726
CHEMBL4612985	CHEMBL4610123
CHEMBL4400294	CHEMBL4396962
CHEMBL3807664	CHEMBL3804801
CHEMBL1952450	CHEMBL1949494
CHEMBL2387962	CHEMBL2385019
CHEMBL4829568	CHEMBL4828723
CHEMBL4383858	CHEMBL4382221
CHEMBL4811872	CHEMBL4811232
CHEMBL1832757	CHEMBL1828619
CHEMBL4430311	CHEMBL4428088
CHEMBL5380718	CHEMBL5376027
CHEMBL5110781	CHEMBL5108030
CHEMBL3880257	CHEMBL3879906
CHEMBL3430722	CHEMBL3430320
CHEMBL4144996	CHEMBL4138303
CHEMBL4332123	CHEMBL4330101
CHEMBL4729407	CHEMBL4725368
CHEMBL3795773	CHEMBL3792381
CHEMBL4739122	CHEMBL4732249
CHEMBL5393080	CHEMBL5390300
CHEMBL3883130	CHEMBL3882737
CHEMBL3430518	CHEMBL3430320
CHEMBL4811862	CHEMBL4811232
CHEMBL5724480	CHEMBL5723587
CHEMBL5255157	CHEMBL5252585
CHEMBL5055794	CHEMBL5055619
CHEMBL4270206	CHEMBL4266051
CHEMBL3436065	CHEMBL3436046
CHEMBL3430336	CHEMBL3430320
CHEMBL4047418	CHEMBL4043239
CHEMBL855008	CHEMBL1137403
CHEMBL853272	CHEMBL1147799
CHEMBL3239613	CHEMBL3232717
CHEMBL5588136	CHEMBL5584339
CHEMBL5041658	CHEMBL5038650
CHEMBL5039957	CHEMBL5038592
CHEMBL4047414	CHEMBL4043239
CHEMBL4341892	CHEMBL4340547
CHEMBL4181781	CHEMBL4177680
CHEMBL4773475	CHEMBL4765416
CHEMBL3508851	CHEMBL3508693
CHEMBL5735689	CHEMBL5727924
CHEMBL5255375	CHEMBL5252603
CHEMBL3430391	CHEMBL3430320
CHEMBL3089256	CHEMBL3085708
CHEMBL5136536	CHEMBL5131562
CHEMBL1176236	CHEMBL1177700
CHEMBL1764592	CHEMBL1759997
CHEMBL5531414	CHEMBL5528074
CHEMBL2404994	CHEMBL2401654
CHEMBL1781114	CHEMBL1777763
CHEMBL3430653	CHEMBL3430321
CHEMBL1106530	CHEMBL1157825
CHEMBL3436062	CHEMBL3436046
CHEMBL2217323	CHEMBL2216747
CHEMBL5738851	CHEMBL5729514
CHEMBL3418525	CHEMBL3414497
CHEMBL2168045	CHEMBL2163215
CHEMBL865554	CHEMBL1138061
CHEMBL5106268	CHEMBL5104164
CHEMBL3811855	CHEMBL3808337
CHEMBL1815100	CHEMBL1811786
CHEMBL3815833	CHEMBL3813624
CHEMBL4355821	CHEMBL4354805
CHEMBL4612554	CHEMBL4610112
CHEMBL930080	CHEMBL1143205
CHEMBL1055806	CHEMBL1153532
CHEMBL2169230	CHEMBL2163280
CHEMBL3813502	CHEMBL3808345
CHEMBL4605422	CHEMBL4602703
CHEMBL5137199	CHEMBL5136958
CHEMBL3374297	CHEMBL3352560
CHEMBL3430322	CHEMBL3430320
CHEMBL1635449	CHEMBL1629528
CHEMBL4030710	CHEMBL4028850
CHEMBL4666808	CHEMBL4665641
CHEMBL1291075	CHEMBL1287722
CHEMBL1034067	CHEMBL1152728
CHEMBL5549260	CHEMBL5543171
CHEMBL3430639	CHEMBL3430321
CHEMBL5513838	CHEMBL5512623
CHEMBL3880655	CHEMBL3880390
CHEMBL4187023	CHEMBL4184197
CHEMBL3810690	CHEMBL3808365
CHEMBL5610157	CHEMBL5608206
CHEMBL2330007	CHEMBL2321803
CHEMBL3430525	CHEMBL3430320
CHEMBL4325470	CHEMBL4321876
CHEMBL3430324	CHEMBL3430320
CHEMBL5225645	CHEMBL5223162
CHEMBL1275178	CHEMBL1268813
CHEMBL1042327	CHEMBL1154162
CHEMBL4430051	CHEMBL4428080
CHEMBL3376254	CHEMBL3351422
CHEMBL4255809	CHEMBL4251700
CHEMBL3603636	CHEMBL3600343
CHEMBL3761688	CHEMBL3758174
CHEMBL5125535	CHEMBL5120930
CHEMBL3430656	CHEMBL3430321
CHEMBL5109448	CHEMBL5107990
CHEMBL1106535	CHEMBL1157825
CHEMBL3749925	CHEMBL3745712
CHEMBL3773665	CHEMBL3769376
CHEMBL660033	CHEMBL1124881
CHEMBL1273173	CHEMBL1268988
CHEMBL4030010	CHEMBL4028831
CHEMBL5578649	CHEMBL5576133
CHEMBL4769912	CHEMBL4765317
CHEMBL5303984	CHEMBL5303761
CHEMBL5365195	CHEMBL5360658
CHEMBL5046760	CHEMBL5046225
CHEMBL4358540	CHEMBL4354855
CHEMBL3866779	CHEMBL3865819
CHEMBL3789775	CHEMBL3785031
CHEMBL868467	CHEMBL1146974
CHEMBL2382847	CHEMBL2380296
CHEMBL4313840	CHEMBL4311972
CHEMBL1060814	CHEMBL1153056
CHEMBL989030	CHEMBL1140111
CHEMBL5588431	CHEMBL5584344
CHEMBL5734036	CHEMBL5727110
CHEMBL4880904	CHEMBL4507332
CHEMBL3776122	CHEMBL3774320
CHEMBL1924379	CHEMBL1921674
CHEMBL2013523	CHEMBL2010758
CHEMBL5042445	CHEMBL5038679
CHEMBL1647137	CHEMBL1641414
CHEMBL2168600	CHEMBL2163253
CHEMBL4375019	CHEMBL4373693
CHEMBL5370215	CHEMBL5365538
CHEMBL3420642	CHEMBL3414471
CHEMBL4629781	CHEMBL4627393
CHEMBL4841576	CHEMBL4840347
CHEMBL3301460	CHEMBL3301458
CHEMBL4235081	CHEMBL4229492
CHEMBL3436137	CHEMBL3436046
CHEMBL4359448	CHEMBL4354878
CHEMBL2215143	CHEMBL2203219
CHEMBL4042710	CHEMBL4041533
CHEMBL3430544	CHEMBL3430320
CHEMBL5252906	CHEMBL5252511
CHEMBL653771	CHEMBL1123712
CHEMBL4023708	CHEMBL4020831
CHEMBL3875086	CHEMBL3872285
CHEMBL4373077	CHEMBL4371069
CHEMBL3225152	CHEMBL3217514
CHEMBL4818827	CHEMBL4814073
CHEMBL1211744	CHEMBL1208739
CHEMBL4827378	CHEMBL4825708
CHEMBL4610754	CHEMBL4610003
CHEMBL3992708	CHEMBL3992487
CHEMBL5381577	CHEMBL5380788
CHEMBL5534842	CHEMBL5532672
CHEMBL827704	CHEMBL1140272
CHEMBL3997333	CHEMBL3994654
CHEMBL5160040	CHEMBL5154768
CHEMBL4329870	CHEMBL4325924
CHEMBL5357935	CHEMBL5356958
CHEMBL3594777	CHEMBL3593157
CHEMBL943040	CHEMBL1140588
CHEMBL1107671	CHEMBL1153718
CHEMBL1647669	CHEMBL1641363
CHEMBL4842058	CHEMBL4840365
CHEMBL3430369	CHEMBL3430320
CHEMBL5338527	CHEMBL5335864
CHEMBL4728563	CHEMBL4725350
CHEMBL3129316	CHEMBL3124772
CHEMBL870536	CHEMBL1138893
CHEMBL3366617	CHEMBL3352090
CHEMBL5387761	CHEMBL5385878
CHEMBL5517494	CHEMBL5512694
CHEMBL5479512	CHEMBL5465560
CHEMBL820996	CHEMBL1145790
CHEMBL4396793	CHEMBL4393740
CHEMBL4049019	CHEMBL4043298
CHEMBL3367333	CHEMBL3351578
CHEMBL1120057	CHEMBL1158599
CHEMBL5522522	CHEMBL5518236
CHEMBL1942853	CHEMBL1938353
CHEMBL5031859	CHEMBL5030543
CHEMBL4828449	CHEMBL4825762
CHEMBL2439936	CHEMBL2434833
CHEMBL3869653	CHEMBL3868612
CHEMBL4623849	CHEMBL4622872
CHEMBL4769902	CHEMBL4765317
CHEMBL4882501	CHEMBL4507283
CHEMBL2168855	CHEMBL2163286
CHEMBL839576	CHEMBL1142718
CHEMBL3430331	CHEMBL3430320
CHEMBL5058672	CHEMBL5058641
CHEMBL3097141	CHEMBL3091402
CHEMBL1027669	CHEMBL1137783
CHEMBL4149408	CHEMBL4145565
CHEMBL4195585	CHEMBL4190398
CHEMBL4004503	CHEMBL4002640
CHEMBL3128856	CHEMBL3124772
CHEMBL3436072	CHEMBL3436046
CHEMBL1931723	CHEMBL1926511
CHEMBL5622391	CHEMBL5620393
CHEMBL4385381	CHEMBL4382284
CHEMBL940938	CHEMBL1139808
CHEMBL1647941	CHEMBL1641425
CHEMBL3406672	CHEMBL3400053
CHEMBL5521024	CHEMBL5518210
CHEMBL5320287	CHEMBL5316349
CHEMBL3119942	CHEMBL3112572
CHEMBL4810591	CHEMBL4808222
CHEMBL2320518	CHEMBL2311284
CHEMBL4766115	CHEMBL4765232
CHEMBL5682676	CHEMBL5678807
CHEMBL3627070	CHEMBL3621069
CHEMBL1052982	CHEMBL1152333
CHEMBL1820254	CHEMBL1817657
CHEMBL4481431	CHEMBL4480405
CHEMBL3430388	CHEMBL3430320
CHEMBL5051301	CHEMBL5050846
CHEMBL4718826	CHEMBL4715760
CHEMBL4373138	CHEMBL4371072
CHEMBL4617369	CHEMBL4616608
CHEMBL5056440	CHEMBL5055640
CHEMBL766809	CHEMBL1146789
CHEMBL4770548	CHEMBL4765335
CHEMBL3404835	CHEMBL3399929
CHEMBL4036596	CHEMBL4033742
CHEMBL4016566	CHEMBL4014340
CHEMBL3869588	CHEMBL3868610
CHEMBL4812459	CHEMBL4811251
CHEMBL906899	CHEMBL1148680
CHEMBL2399255	CHEMBL2396637
CHEMBL3436221	CHEMBL3436046
CHEMBL962063	CHEMBL1157462
CHEMBL941018	CHEMBL1139825
CHEMBL1111982	CHEMBL1157802
CHEMBL4810688	CHEMBL4808226
CHEMBL4728068	CHEMBL4725338
CHEMBL4432123	CHEMBL4431325
CHEMBL5478121	CHEMBL5465560
CHEMBL3430510	CHEMBL3430320
CHEMBL4432866	CHEMBL4431376
CHEMBL1061556	CHEMBL1153486
CHEMBL4606403	CHEMBL4602729
CHEMBL5334726	CHEMBL5331126
CHEMBL3625503	CHEMBL3621098
CHEMBL2210902	CHEMBL2203039
CHEMBL4341639	CHEMBL4340534
CHEMBL3744161	CHEMBL3739263
CHEMBL931280	CHEMBL1142222
CHEMBL4605767	CHEMBL4602714
CHEMBL5546327	CHEMBL5543124
CHEMBL3638116	CHEMBL3638030
CHEMBL3436105	CHEMBL3436046
CHEMBL2188816	CHEMBL2176961
CHEMBL3806671	CHEMBL3804782
CHEMBL5034211	CHEMBL5033995
CHEMBL3240651	CHEMBL3232758
CHEMBL3436124	CHEMBL3436046
CHEMBL3430417	CHEMBL3430320
CHEMBL4673070	CHEMBL4665914
CHEMBL1954560	CHEMBL1949642
CHEMBL5375739	CHEMBL5370690
CHEMBL3374453	CHEMBL3351479
CHEMBL836212	CHEMBL1138017
CHEMBL4157557	CHEMBL4152349
CHEMBL1826877	CHEMBL1821639
CHEMBL5162249	CHEMBL5154810
CHEMBL3118572	CHEMBL3112422
CHEMBL3130759	CHEMBL3124820
CHEMBL1050865	CHEMBL1155233
CHEMBL5036685	CHEMBL5036312
CHEMBL5261578	CHEMBL5260808
CHEMBL5156196	CHEMBL5154668
CHEMBL4427471	CHEMBL4425169
CHEMBL3638094	CHEMBL3638030
CHEMBL3123331	CHEMBL3120141
CHEMBL3430622	CHEMBL3430321
CHEMBL893743	CHEMBL1147937
CHEMBL4333871	CHEMBL4330143
CHEMBL4769897	CHEMBL4765317
CHEMBL1248651	CHEMBL1240442
CHEMBL2040132	CHEMBL2034857
CHEMBL4837693	CHEMBL4837188
CHEMBL4188047	CHEMBL4184240
CHEMBL4047417	CHEMBL4043239
CHEMBL3858245	CHEMBL3856231
CHEMBL3361668	CHEMBL3352565
CHEMBL3430407	CHEMBL3430320
CHEMBL4722404	CHEMBL4715832
CHEMBL4349959	CHEMBL4346735
CHEMBL3382749	CHEMBL3351789
CHEMBL5125533	CHEMBL5120930
CHEMBL2339912	CHEMBL2331085
CHEMBL4732339	CHEMBL4732020
CHEMBL5100480	CHEMBL5096242
CHEMBL3089255	CHEMBL3085708
CHEMBL5160400	CHEMBL5154772
CHEMBL4051903	CHEMBL4049443
CHEMBL4331643	CHEMBL4330084
CHEMBL1959635	CHEMBL1955837
CHEMBL4845082	CHEMBL4842384
CHEMBL4028623	CHEMBL4024802
CHEMBL4007677	CHEMBL4007384
CHEMBL4392036	CHEMBL4390670
CHEMBL5054318	CHEMBL5053512
CHEMBL4880792	CHEMBL4507332
CHEMBL3100171	CHEMBL3098117
CHEMBL5055890	CHEMBL5055621
CHEMBL1056550	CHEMBL1153522
CHEMBL4427809	CHEMBL4425182
CHEMBL1048874	CHEMBL1156048
CHEMBL4769916	CHEMBL4765317
CHEMBL4016565	CHEMBL4014340
CHEMBL4122741	CHEMBL4118159
CHEMBL1952936	CHEMBL1949629
CHEMBL5344086	CHEMBL5338823
CHEMBL4712777	CHEMBL4706647
CHEMBL4723228	CHEMBL4715854
CHEMBL3430494	CHEMBL3430320
CHEMBL694796	CHEMBL1149193
CHEMBL3861882	CHEMBL3860107
CHEMBL5217822	CHEMBL5214989
CHEMBL3430463	CHEMBL3430320
CHEMBL4679076	CHEMBL4673358
CHEMBL3107883	CHEMBL3102772
CHEMBL4673098	CHEMBL4665917
CHEMBL4180583	CHEMBL4177627
CHEMBL922329	CHEMBL1143959
CHEMBL5355254	CHEMBL5352457
CHEMBL3268528	CHEMBL3259669
CHEMBL3638166	CHEMBL3638030
CHEMBL4617481	CHEMBL4616617
CHEMBL3638103	CHEMBL3638030
CHEMBL3638124	CHEMBL3638030
CHEMBL4724812	CHEMBL4715912
CHEMBL3779605	CHEMBL3774320
CHEMBL4189989	CHEMBL4184336
CHEMBL4021700	CHEMBL4020748
CHEMBL2217338	CHEMBL2216747
CHEMBL2027643	CHEMBL2021880
CHEMBL3370429	CHEMBL3351537
CHEMBL5264198	CHEMBL5260838
CHEMBL3430513	CHEMBL3430320
CHEMBL5354415	CHEMBL5352433
CHEMBL4028174	CHEMBL4024791
CHEMBL5217959	CHEMBL5214992
CHEMBL5055888	CHEMBL5055621
CHEMBL4433754	CHEMBL4433215
CHEMBL2044730	CHEMBL2040827
CHEMBL1034068	CHEMBL1152728
CHEMBL1117034	CHEMBL1156328
CHEMBL1065723	CHEMBL1156870
CHEMBL5251558	CHEMBL5247653
CHEMBL1024839	CHEMBL1140162
CHEMBL4839361	CHEMBL4837245
CHEMBL863591	CHEMBL1137244
CHEMBL1211587	CHEMBL1208792
CHEMBL4405759	CHEMBL4402590
CHEMBL4813155	CHEMBL4811281
CHEMBL5330438	CHEMBL5329199
CHEMBL4367692	CHEMBL4364301
CHEMBL903477	CHEMBL1139125
CHEMBL4274732	CHEMBL4270600
CHEMBL4388216	CHEMBL4387707
CHEMBL3242637	CHEMBL3232705
CHEMBL5098616	CHEMBL5096203
CHEMBL988836	CHEMBL1144211
CHEMBL5037534	CHEMBL5036335
CHEMBL3370467	CHEMBL3352793
CHEMBL1918925	CHEMBL1914304
CHEMBL1039912	CHEMBL1156057
CHEMBL4013753	CHEMBL4011649
CHEMBL3430690	CHEMBL3430320
CHEMBL2208508	CHEMBL2203010
CHEMBL4012709	CHEMBL4011618
CHEMBL5331001	CHEMBL5329222
CHEMBL4156817	CHEMBL4152343
CHEMBL5381145	CHEMBL5380777
CHEMBL5107306	CHEMBL5104197
CHEMBL5036625	CHEMBL5036310
CHEMBL3295244	CHEMBL3286293
CHEMBL4033405	CHEMBL4028914
CHEMBL981857	CHEMBL1142515
CHEMBL3430485	CHEMBL3430320
CHEMBL5034529	CHEMBL5034003
CHEMBL5316910	CHEMBL5316274
CHEMBL2343015	CHEMBL2331215
CHEMBL1039573	CHEMBL1154688
CHEMBL4123122	CHEMBL4118190
CHEMBL4390915	CHEMBL4390640
CHEMBL3865359	CHEMBL3864175
CHEMBL2013641	CHEMBL2010651
CHEMBL1008907	CHEMBL1140927
CHEMBL4610870	CHEMBL4610013
CHEMBL1009664	CHEMBL1138602
CHEMBL1107673	CHEMBL1153718
CHEMBL914756	CHEMBL1147155
CHEMBL3436064	CHEMBL3436046
CHEMBL5055701	CHEMBL5055616
CHEMBL3436083	CHEMBL3436046
CHEMBL1676103	CHEMBL1671772
CHEMBL4407435	CHEMBL4406807
CHEMBL4047412	CHEMBL4043239
CHEMBL3638096	CHEMBL3638030
CHEMBL3436101	CHEMBL3436046
CHEMBL2217327	CHEMBL2216747
CHEMBL3807114	CHEMBL3804779
CHEMBL4272648	CHEMBL4270548
CHEMBL4052358	CHEMBL4049456
CHEMBL4020626	CHEMBL4017544
CHEMBL3413971	CHEMBL3407455
CHEMBL3591008	CHEMBL3588848
CHEMBL5323931	CHEMBL5321272
CHEMBL1287098	CHEMBL1275351
CHEMBL921543	CHEMBL1147066
CHEMBL5510148	CHEMBL5506027
CHEMBL3831061	CHEMBL3826929
CHEMBL937360	CHEMBL1147066
CHEMBL2049550	CHEMBL2046386
CHEMBL1070712	CHEMBL1156904
CHEMBL2410074	CHEMBL2406997
CHEMBL4339665	CHEMBL4339196
CHEMBL3226991	CHEMBL3217683
CHEMBL1799749	CHEMBL1795246
CHEMBL4415570	CHEMBL4414574
CHEMBL4270256	CHEMBL4266056
CHEMBL1781402	CHEMBL1777727
CHEMBL2162878	CHEMBL2157972
CHEMBL5303951	CHEMBL5303761
CHEMBL5585351	CHEMBL5584237
CHEMBL3801062	CHEMBL3797102
CHEMBL5303940	CHEMBL5303761
CHEMBL4670564	CHEMBL4665796
CHEMBL4224344	CHEMBL4219261
CHEMBL3855824	CHEMBL3853353
CHEMBL5739084	CHEMBL5729608
CHEMBL3378079	CHEMBL3352175
CHEMBL4017802	CHEMBL4017458
CHEMBL4809367	CHEMBL4808184
CHEMBL4830698	CHEMBL4828748
CHEMBL4672099	CHEMBL4665855
CHEMBL2396468	CHEMBL2390902
CHEMBL5236892	CHEMBL5236545
CHEMBL4679077	CHEMBL4673358
CHEMBL2034479	CHEMBL2029330
CHEMBL4887183	CHEMBL4800722
CHEMBL5531576	CHEMBL5528077
CHEMBL700074	CHEMBL1126913
CHEMBL2439735	CHEMBL2434870
CHEMBL3424160	CHEMBL3421561
CHEMBL4701493	CHEMBL4699472
CHEMBL5035695	CHEMBL5034031
CHEMBL3436216	CHEMBL3436046
CHEMBL1827362	CHEMBL1821550
CHEMBL4158756	CHEMBL4152385
CHEMBL953933	CHEMBL1157430
CHEMBL4388195	CHEMBL4387706
CHEMBL3129034	CHEMBL3124877
CHEMBL1837312	CHEMBL1833918
CHEMBL5163328	CHEMBL5154826
CHEMBL768689	CHEMBL1146708
CHEMBL5038083	CHEMBL5036355
CHEMBL1273917	CHEMBL1268902
CHEMBL2400456	CHEMBL2396647
CHEMBL3800751	CHEMBL3797149
CHEMBL929283	CHEMBL1147066
CHEMBL4036198	CHEMBL4033714
CHEMBL5516908	CHEMBL5512682
CHEMBL3879989	CHEMBL3879887
CHEMBL3293610	CHEMBL3286368
CHEMBL3618799	CHEMBL3616397
CHEMBL3883131	CHEMBL3882737
CHEMBL5058820	CHEMBL5058643
CHEMBL3829472	CHEMBL3826935
CHEMBL4383595	CHEMBL4382210
CHEMBL4351290	CHEMBL4350955
CHEMBL2187817	CHEMBL2177008
CHEMBL3430735	CHEMBL3430320
CHEMBL2429187	CHEMBL2424575
CHEMBL5253805	CHEMBL5252536
CHEMBL4326442	CHEMBL4325835
CHEMBL5098619	CHEMBL5096203
CHEMBL5154400	CHEMBL5150075
CHEMBL943783	CHEMBL1140726
CHEMBL5225841	CHEMBL5223170
CHEMBL828432	CHEMBL1140272
CHEMBL4254554	CHEMBL4251632
