assay_chembl_id	document_chembl_id
CHEMBL4827100	CHEMBL4825697
CHEMBL3296306	CHEMBL3286182
CHEMBL4775647	CHEMBL4765482
CHEMBL3583404	CHEMBL3580651
CHEMBL5554846	CHEMBL5550221
CHEMBL4016368	CHEMBL4014336
CHEMBL3430637	CHEMBL3430321
CHEMBL4144162	CHEMBL4138258
CHEMBL2039158	CHEMBL2034964
CHEMBL2162323	CHEMBL2157917
CHEMBL4605025	CHEMBL4602691
CHEMBL3638154	CHEMBL3638030
CHEMBL4309099	CHEMBL4308829
CHEMBL3829475	CHEMBL3826935
CHEMBL2217322	CHEMBL2216747
CHEMBL5260124	CHEMBL5257122
CHEMBL877203	CHEMBL1135758
CHEMBL4769919	CHEMBL4765317
CHEMBL854894	CHEMBL1137586
CHEMBL3430503	CHEMBL3430320
CHEMBL5547789	CHEMBL5543141
CHEMBL882919	CHEMBL1142854
CHEMBL3736648	CHEMBL3734698
CHEMBL4235148	CHEMBL4229494
CHEMBL4046488	CHEMBL4043185
CHEMBL1769661	CHEMBL1764974
CHEMBL3602620	CHEMBL3600349
CHEMBL1954249	CHEMBL1949530
CHEMBL2340398	CHEMBL2331425
CHEMBL804532	CHEMBL1126878
CHEMBL5716585	CHEMBL5715943
CHEMBL5127018	CHEMBL5126508
CHEMBL4605568	CHEMBL4602704
CHEMBL5046649	CHEMBL5046222
CHEMBL5045627	CHEMBL5042543
CHEMBL4769907	CHEMBL4765317
CHEMBL832717	CHEMBL1144337
CHEMBL5112336	CHEMBL5108063
CHEMBL3804567	CHEMBL3797111
CHEMBL3874986	CHEMBL3872283
CHEMBL912510	CHEMBL1139722
CHEMBL3430499	CHEMBL3430320
CHEMBL1817376	CHEMBL1811901
CHEMBL5374043	CHEMBL5370626
CHEMBL2406416	CHEMBL2401656
CHEMBL3602728	CHEMBL3600324
CHEMBL4672097	CHEMBL4665855
CHEMBL3362989	CHEMBL3352472
CHEMBL2184225	CHEMBL2176971
CHEMBL4223827	CHEMBL4219233
CHEMBL5255856	CHEMBL5252622
CHEMBL4677210	CHEMBL4673272
CHEMBL1681578	CHEMBL1671835
CHEMBL4392960	CHEMBL4392823
CHEMBL1687012	CHEMBL1681775
CHEMBL5733885	CHEMBL5727025
CHEMBL4255046	CHEMBL4251653
CHEMBL4027157	CHEMBL4024765
CHEMBL5732052	CHEMBL5726098
CHEMBL834175	CHEMBL1138017
CHEMBL4195808	CHEMBL4190406
CHEMBL2014637	CHEMBL2010765
CHEMBL4019607	CHEMBL4017514
CHEMBL3790710	CHEMBL3785081
CHEMBL4769895	CHEMBL4765317
CHEMBL3588388	CHEMBL3585264
CHEMBL5238147	CHEMBL5236587
CHEMBL1292296	CHEMBL1287684
CHEMBL4026954	CHEMBL4024762
CHEMBL5475032	CHEMBL5465560
CHEMBL933618	CHEMBL1147066
CHEMBL1816265	CHEMBL1811851
CHEMBL3430625	CHEMBL3430321
CHEMBL1043076	CHEMBL1154085
CHEMBL1772911	CHEMBL1770110
CHEMBL3992713	CHEMBL3992487
CHEMBL1816996	CHEMBL1811766
CHEMBL1117016	CHEMBL1156326
CHEMBL1954529	CHEMBL1949642
CHEMBL3508850	CHEMBL3508693
CHEMBL2417298	CHEMBL2413065
CHEMBL5393079	CHEMBL5390300
CHEMBL5238524	CHEMBL5236595
CHEMBL4624483	CHEMBL4622900
CHEMBL5515560	CHEMBL5512657
CHEMBL4199530	CHEMBL4196112
CHEMBL3061541	CHEMBL3046466
CHEMBL3436078	CHEMBL3436046
CHEMBL855770	CHEMBL1141406
CHEMBL5536416	CHEMBL5532737
CHEMBL2415207	CHEMBL2412975
CHEMBL5157426	CHEMBL5154690
CHEMBL889316	CHEMBL1145378
CHEMBL1931724	CHEMBL1926511
CHEMBL4603260	CHEMBL4602617
CHEMBL4355822	CHEMBL4354805
CHEMBL979986	CHEMBL1155886
CHEMBL1020710	CHEMBL1137751
CHEMBL5697034	CHEMBL5696440
CHEMBL5039207	CHEMBL5038577
CHEMBL4008206	CHEMBL4007397
CHEMBL4224020	CHEMBL4219244
CHEMBL1119785	CHEMBL1155507
CHEMBL3607786	CHEMBL3603741
CHEMBL4840065	CHEMBL4837261
CHEMBL3396520	CHEMBL3393045
CHEMBL4835482	CHEMBL4834420
CHEMBL3292598	CHEMBL3286274
CHEMBL4673100	CHEMBL4665917
CHEMBL1039907	CHEMBL1156057
CHEMBL5582149	CHEMBL5579865
CHEMBL766816	CHEMBL1136402
CHEMBL4629773	CHEMBL4627393
CHEMBL5129832	CHEMBL5126603
CHEMBL5474434	CHEMBL5465560
CHEMBL2038379	CHEMBL2034972
CHEMBL4312207	CHEMBL4311939
CHEMBL5442367	CHEMBL5442334
CHEMBL1292190	CHEMBL1287714
CHEMBL3436096	CHEMBL3436046
CHEMBL4015948	CHEMBL4014327
CHEMBL3096733	CHEMBL3091311
CHEMBL4135221	CHEMBL4130494
CHEMBL5547800	CHEMBL5543141
CHEMBL772772	CHEMBL1126270
CHEMBL4734909	CHEMBL4732108
CHEMBL4410995	CHEMBL4406916
CHEMBL4765978	CHEMBL4765231
CHEMBL4834318	CHEMBL4831559
CHEMBL4842280	CHEMBL4840378
CHEMBL3430636	CHEMBL3430321
CHEMBL867936	CHEMBL1145312
CHEMBL3430437	CHEMBL3430320
CHEMBL4381401	CHEMBL4376885
CHEMBL3430533	CHEMBL3430320
CHEMBL3436094	CHEMBL3436046
CHEMBL3430571	CHEMBL3430321
CHEMBL3874987	CHEMBL3872283
CHEMBL3591513	CHEMBL3588758
CHEMBL5097479	CHEMBL5096172
CHEMBL3858640	CHEMBL3856239
CHEMBL3883128	CHEMBL3882737
CHEMBL4015498	CHEMBL4014310
CHEMBL5154497	CHEMBL5150076
CHEMBL5303799	CHEMBL4630908
CHEMBL1656176	CHEMBL1649073
CHEMBL1614262	CHEMBL1201862
CHEMBL1687013	CHEMBL1681775
CHEMBL3430654	CHEMBL3430321
CHEMBL3772918	CHEMBL3769359
CHEMBL2168490	CHEMBL2163233
CHEMBL5265318	CHEMBL5260850
CHEMBL4623835	CHEMBL4622872
CHEMBL1919844	CHEMBL1914323
CHEMBL3880649	CHEMBL3880390
CHEMBL3271186	CHEMBL3259733
CHEMBL3430738	CHEMBL3430320
CHEMBL868205	CHEMBL1148642
CHEMBL2411830	CHEMBL2406904
CHEMBL4715414	CHEMBL4706769
CHEMBL3638120	CHEMBL3638030
CHEMBL3611641	CHEMBL3608254
CHEMBL3430618	CHEMBL3430321
CHEMBL2352368	CHEMBL2346502
CHEMBL3749265	CHEMBL3745705
CHEMBL5029597	CHEMBL5029155
CHEMBL3374278	CHEMBL3352115
CHEMBL5738581	CHEMBL5729383
CHEMBL5228857	CHEMBL5226342
CHEMBL4305872	CHEMBL4304763
CHEMBL5554343	CHEMBL5550211
CHEMBL3117650	CHEMBL3112503
CHEMBL3436067	CHEMBL3436046
CHEMBL827917	CHEMBL1142718
CHEMBL4413744	CHEMBL4411318
CHEMBL4622528	CHEMBL4619816
CHEMBL4275131	CHEMBL4270615
CHEMBL5463751	CHEMBL5723586
CHEMBL4276288	CHEMBL4270663
CHEMBL5136712	CHEMBL5131568
CHEMBL2161976	CHEMBL2157972
CHEMBL5356183	CHEMBL5352488
CHEMBL3880654	CHEMBL3880390
CHEMBL3096002	CHEMBL3091409
CHEMBL1805351	CHEMBL1799927
CHEMBL4026998	CHEMBL4024763
CHEMBL5682675	CHEMBL5678807
CHEMBL1798198	CHEMBL1795332
CHEMBL3430492	CHEMBL3430320
CHEMBL4832311	CHEMBL4831500
CHEMBL4356202	CHEMBL4354813
CHEMBL5616420	CHEMBL5614414
CHEMBL4406769	CHEMBL4402613
CHEMBL4619544	CHEMBL4616724
CHEMBL2184747	CHEMBL2176934
CHEMBL5734332	CHEMBL5727268
CHEMBL3638071	CHEMBL3638030
CHEMBL3811492	CHEMBL3808345
CHEMBL4843627	CHEMBL4842348
CHEMBL3128676	CHEMBL3124792
CHEMBL4373220	CHEMBL4371076
CHEMBL4221371	CHEMBL4219096
CHEMBL906593	CHEMBL1143739
CHEMBL5628689	CHEMBL5625241
CHEMBL3861883	CHEMBL3860107
CHEMBL2394847	CHEMBL2390865
CHEMBL3096731	CHEMBL3091311
CHEMBL4410390	CHEMBL4406884
CHEMBL3362672	CHEMBL3351646
CHEMBL2067584	CHEMBL2062375
CHEMBL4261227	CHEMBL4257587
CHEMBL4736317	CHEMBL4732147
CHEMBL1614368	CHEMBL1201862
CHEMBL3436060	CHEMBL3436046
CHEMBL1219663	CHEMBL1212897
CHEMBL1954756	CHEMBL1949493
CHEMBL4843253	CHEMBL4842341
CHEMBL5213638	CHEMBL5212743
CHEMBL3436117	CHEMBL3436046
CHEMBL2060137	CHEMBL2057071
CHEMBL3436102	CHEMBL3436046
CHEMBL5133864	CHEMBL5131446
CHEMBL5105783	CHEMBL5104135
CHEMBL3266304	CHEMBL3259666
CHEMBL2033832	CHEMBL2029256
CHEMBL3638151	CHEMBL3638030
CHEMBL3872986	CHEMBL3872218
CHEMBL2444175	CHEMBL2439999
CHEMBL5033131	CHEMBL5032504
CHEMBL3436145	CHEMBL3436046
CHEMBL2208511	CHEMBL2203010
CHEMBL2183581	CHEMBL2176918
CHEMBL2160410	CHEMBL2157870
CHEMBL886671	CHEMBL1139157
CHEMBL4134156	CHEMBL4130453
CHEMBL3430394	CHEMBL3430320
CHEMBL5582339	CHEMBL5579877
CHEMBL3638147	CHEMBL3638030
CHEMBL4181722	CHEMBL4177680
CHEMBL5478118	CHEMBL5465560
CHEMBL3428449	CHEMBL3425423
CHEMBL1059781	CHEMBL1153467
CHEMBL4223832	CHEMBL4219233
CHEMBL3627500	CHEMBL3621151
CHEMBL1110017	CHEMBL1157885
CHEMBL2342858	CHEMBL2331540
CHEMBL5535166	CHEMBL5532677
CHEMBL3379633	CHEMBL3351372
CHEMBL4181848	CHEMBL4177680
CHEMBL4416185	CHEMBL4414601
CHEMBL4378214	CHEMBL4376816
CHEMBL4375018	CHEMBL4373693
CHEMBL4481700	CHEMBL4480421
CHEMBL4316969	CHEMBL4316588
CHEMBL5356383	CHEMBL5352494
CHEMBL887108	CHEMBL1139198
CHEMBL1006977	CHEMBL1140880
CHEMBL3430725	CHEMBL3430320
CHEMBL4813174	CHEMBL4811281
CHEMBL5322750	CHEMBL5321226
CHEMBL4681389	CHEMBL4680090
CHEMBL4825323	CHEMBL4823315
CHEMBL5344084	CHEMBL5338823
CHEMBL3436103	CHEMBL3436046
CHEMBL3292131	CHEMBL3286390
CHEMBL5303995	CHEMBL5303761
CHEMBL3430721	CHEMBL3430320
CHEMBL5621970	CHEMBL5620381
CHEMBL767235	CHEMBL1136064
CHEMBL4826701	CHEMBL4825686
CHEMBL3997635	CHEMBL3994673
CHEMBL2210904	CHEMBL2203039
CHEMBL687168	CHEMBL1124111
CHEMBL3635936	CHEMBL3632560
CHEMBL4183120	CHEMBL4177751
CHEMBL3128857	CHEMBL3124772
CHEMBL933468	CHEMBL1143883
CHEMBL5374379	CHEMBL5370643
CHEMBL1272891	CHEMBL1268885
CHEMBL3430643	CHEMBL3430321
CHEMBL2396467	CHEMBL2390902
CHEMBL4308576	CHEMBL4304832
CHEMBL3430577	CHEMBL3430321
CHEMBL3430420	CHEMBL3430320
CHEMBL5547881	CHEMBL5543142
CHEMBL1022279	CHEMBL1139344
CHEMBL5036401	CHEMBL5036301
CHEMBL5146134	CHEMBL5143607
CHEMBL2167605	CHEMBL2163325
CHEMBL1247722	CHEMBL1240532
CHEMBL1827361	CHEMBL1821550
CHEMBL1837924	CHEMBL1833932
CHEMBL2187784	CHEMBL2176883
CHEMBL1273133	CHEMBL1268928
CHEMBL4839870	CHEMBL4837257
CHEMBL4820317	CHEMBL4819017
CHEMBL3365826	CHEMBL3352242
CHEMBL4340219	CHEMBL4339228
CHEMBL5303896	CHEMBL4630907
CHEMBL3783629	CHEMBL3779781
CHEMBL5058034	CHEMBL5055685
CHEMBL3430464	CHEMBL3430320
CHEMBL3368253	CHEMBL3351364
CHEMBL4200746	CHEMBL4196169
CHEMBL3430487	CHEMBL3430320
CHEMBL2162428	CHEMBL2157937
CHEMBL4047413	CHEMBL4043239
CHEMBL2318058	CHEMBL2311250
CHEMBL1839299	CHEMBL1833864
CHEMBL5265322	CHEMBL5260850
CHEMBL5120245	CHEMBL5113532
CHEMBL2163105	CHEMBL2157906
CHEMBL3436123	CHEMBL3436046
CHEMBL5391119	CHEMBL5390224
CHEMBL4052137	CHEMBL4049450
CHEMBL4831396	CHEMBL4828771
CHEMBL3810561	CHEMBL3808345
CHEMBL5134245	CHEMBL5131469
CHEMBL5164182	CHEMBL5154849
CHEMBL907676	CHEMBL1137272
CHEMBL5155596	CHEMBL5154649
CHEMBL3383846	CHEMBL3351932
CHEMBL5044152	CHEMBL5042510
CHEMBL4813156	CHEMBL4811281
CHEMBL5144527	CHEMBL5143527
CHEMBL3378645	CHEMBL3352784
CHEMBL815527	CHEMBL1129670
CHEMBL5327984	CHEMBL5325475
CHEMBL1051458	CHEMBL1152333
CHEMBL4021965	CHEMBL4020760
CHEMBL4220823	CHEMBL4219073
CHEMBL4703153	CHEMBL4699542
CHEMBL5131302	CHEMBL5126674
CHEMBL3108398	CHEMBL3102716
CHEMBL984727	CHEMBL1155842
CHEMBL3812772	CHEMBL3808345
CHEMBL3738384	CHEMBL3734671
CHEMBL5258221	CHEMBL5257040
CHEMBL4424288	CHEMBL4422661
CHEMBL889269	CHEMBL1145373
CHEMBL1953695	CHEMBL1949548
CHEMBL5046103	CHEMBL5042556
CHEMBL826271	CHEMBL1142003
CHEMBL3430592	CHEMBL3430321
CHEMBL921544	CHEMBL1147066
CHEMBL5502997	CHEMBL5500379
CHEMBL4706939	CHEMBL4706475
CHEMBL5330667	CHEMBL5329208
CHEMBL5147704	CHEMBL5143671
CHEMBL1648772	CHEMBL1641377
CHEMBL3423786	CHEMBL3421534
CHEMBL937358	CHEMBL1147066
CHEMBL1108890	CHEMBL1156169
CHEMBL5516742	CHEMBL5512679
CHEMBL5331002	CHEMBL5329222
CHEMBL5318786	CHEMBL5316317
CHEMBL5344085	CHEMBL5338823
CHEMBL4808322	CHEMBL4808163
CHEMBL4021354	CHEMBL4020725
CHEMBL5226013	CHEMBL5223178
CHEMBL4053614	CHEMBL4052609
CHEMBL5166020	CHEMBL5154888
CHEMBL5373127	CHEMBL5370604
CHEMBL4712956	CHEMBL4706651
CHEMBL2043698	CHEMBL2040800
CHEMBL2176196	CHEMBL2169867
CHEMBL4312205	CHEMBL4311939
CHEMBL5531274	CHEMBL5528071
CHEMBL2156833	CHEMBL2151015
CHEMBL855968	CHEMBL1137276
CHEMBL940937	CHEMBL1139808
CHEMBL4339001	CHEMBL4334551
CHEMBL865594	CHEMBL1139656
CHEMBL660036	CHEMBL1124014
CHEMBL4310944	CHEMBL4308884
CHEMBL2412551	CHEMBL2407064
CHEMBL5260330	CHEMBL5257132
CHEMBL3269792	CHEMBL3259577
CHEMBL2400450	CHEMBL2396647
CHEMBL3295963	CHEMBL3286267
CHEMBL4355801	CHEMBL4354805
CHEMBL4040388	CHEMBL4038320
CHEMBL4765997	CHEMBL4765231
CHEMBL5261566	CHEMBL5260808
CHEMBL5391052	CHEMBL5390222
CHEMBL3591528	CHEMBL3588810
CHEMBL1918054	CHEMBL1914301
CHEMBL4704019	CHEMBL4699582
CHEMBL2182407	CHEMBL2177097
CHEMBL3631137	CHEMBL3627714
CHEMBL3854831	CHEMBL3853318
CHEMBL4188738	CHEMBL4184286
CHEMBL5547882	CHEMBL5543142
CHEMBL4197061	CHEMBL4196019
CHEMBL2328095	CHEMBL2321869
CHEMBL5133284	CHEMBL5131410
CHEMBL4001612	CHEMBL4000207
CHEMBL2396469	CHEMBL2390902
CHEMBL5546326	CHEMBL5543124
CHEMBL3395908	CHEMBL3393060
CHEMBL3853584	CHEMBL3853265
CHEMBL3801064	CHEMBL3797102
CHEMBL4149876	CHEMBL4145597
CHEMBL768688	CHEMBL1145963
CHEMBL3411225	CHEMBL3407416
CHEMBL5368519	CHEMBL5365483
CHEMBL3625781	CHEMBL3621160
CHEMBL3243210	CHEMBL3232853
CHEMBL3436220	CHEMBL3436046
CHEMBL3430728	CHEMBL3430320
CHEMBL3590915	CHEMBL3588833
CHEMBL5042354	CHEMBL5038674
CHEMBL4351264	CHEMBL4350955
CHEMBL4824899	CHEMBL4823289
CHEMBL5317605	CHEMBL5316291
CHEMBL2148626	CHEMBL2146432
CHEMBL1118858	CHEMBL1155448
CHEMBL4678538	CHEMBL4673340
CHEMBL4413488	CHEMBL4411314
CHEMBL3430439	CHEMBL3430320
CHEMBL2217329	CHEMBL2216747
CHEMBL2153967	CHEMBL2150928
CHEMBL1633012	CHEMBL1629455
CHEMBL1227661	CHEMBL1221291
CHEMBL5291878	CHEMBL5291721
CHEMBL5465594	CHEMBL5465560
CHEMBL680747	CHEMBL1134478
CHEMBL1107055	CHEMBL1156967
CHEMBL4044590	CHEMBL4043114
CHEMBL3419072	CHEMBL3414522
CHEMBL1071753	CHEMBL1158517
CHEMBL5147695	CHEMBL5143671
CHEMBL3406745	CHEMBL3400110
CHEMBL1820402	CHEMBL1817582
CHEMBL1781167	CHEMBL1777686
CHEMBL5381147	CHEMBL5380777
CHEMBL928570	CHEMBL1141522
CHEMBL5055889	CHEMBL5055621
CHEMBL1011668	CHEMBL1152811
CHEMBL4680539	CHEMBL4680064
CHEMBL5738029	CHEMBL5729081
CHEMBL4269040	CHEMBL4265974
CHEMBL3638152	CHEMBL3638030
CHEMBL4716871	CHEMBL4715698
CHEMBL5354414	CHEMBL5352433
CHEMBL4341641	CHEMBL4340534
CHEMBL5503998	CHEMBL5500396
CHEMBL4027662	CHEMBL4024779
CHEMBL3381295	CHEMBL3352608
CHEMBL5638882	CHEMBL5634193
CHEMBL5127841	CHEMBL5126528
CHEMBL2037696	CHEMBL2034871
CHEMBL3750482	CHEMBL3745631
CHEMBL1062483	CHEMBL1153484
CHEMBL1105770	CHEMBL1158560
CHEMBL5166819	CHEMBL5154903
CHEMBL654395	CHEMBL1159134
CHEMBL1764146	CHEMBL1759918
CHEMBL4481135	CHEMBL4480397
CHEMBL5476556	CHEMBL5465560
CHEMBL4729412	CHEMBL4725368
CHEMBL1820233	CHEMBL1817592
CHEMBL5463864	CHEMBL5463722
CHEMBL903467	CHEMBL1139124
CHEMBL3111671	CHEMBL3108676
CHEMBL937370	CHEMBL1147066
CHEMBL5236161	CHEMBL5233278
CHEMBL5154205	CHEMBL5150071
CHEMBL5135461	CHEMBL5131502
CHEMBL943039	CHEMBL1140588
CHEMBL3825087	CHEMBL3822394
CHEMBL1837910	CHEMBL1833932
CHEMBL5304024	CHEMBL5303762
CHEMBL4432469	CHEMBL4431349
CHEMBL3383594	CHEMBL3351528
CHEMBL2330780	CHEMBL2321724
CHEMBL928993	CHEMBL1141544
CHEMBL2185328	CHEMBL2176989
CHEMBL3624292	CHEMBL3621090
CHEMBL4677462	CHEMBL4673287
CHEMBL5739201	CHEMBL5729670
CHEMBL1938198	CHEMBL1932929
CHEMBL1942506	CHEMBL1938287
CHEMBL3738912	CHEMBL3734684
CHEMBL944710	CHEMBL1140726
CHEMBL4410497	CHEMBL4406890
CHEMBL5583194	CHEMBL5579895
CHEMBL944859	CHEMBL1140833
CHEMBL3436063	CHEMBL3436046
CHEMBL5354416	CHEMBL5352433
CHEMBL2217341	CHEMBL2216747
CHEMBL3618560	CHEMBL3616378
CHEMBL3294432	CHEMBL3286274
CHEMBL4015998	CHEMBL4014327
CHEMBL4385794	CHEMBL4385597
CHEMBL3880279	CHEMBL3879906
CHEMBL869183	CHEMBL1146021
CHEMBL4668876	CHEMBL4665701
CHEMBL4033008	CHEMBL4028908
CHEMBL5141625	CHEMBL5137074
CHEMBL4233116	CHEMBL4229414
CHEMBL5147783	CHEMBL5143671
CHEMBL4048003	CHEMBL4043273
CHEMBL4603261	CHEMBL4602617
CHEMBL5032179	CHEMBL5030558
CHEMBL5035505	CHEMBL5034025
CHEMBL2038956	CHEMBL2034817
CHEMBL4707426	CHEMBL4706479
CHEMBL940958	CHEMBL1139812
CHEMBL3626606	CHEMBL3621151
CHEMBL5316578	CHEMBL5316265
CHEMBL3591519	CHEMBL3588758
CHEMBL5628630	CHEMBL5625239
CHEMBL3742790	CHEMBL3739265
CHEMBL3430689	CHEMBL3430320
CHEMBL5476606	CHEMBL5465560
CHEMBL1767983	CHEMBL1764953
CHEMBL1820250	CHEMBL1817657
CHEMBL3436115	CHEMBL3436046
CHEMBL3611135	CHEMBL3608246
CHEMBL5319832	CHEMBL5316339
CHEMBL4373139	CHEMBL4371072
CHEMBL2215146	CHEMBL2203219
CHEMBL4680982	CHEMBL4680079
CHEMBL4840061	CHEMBL4837261
CHEMBL2329729	CHEMBL2321795
CHEMBL907268	CHEMBL1139687
CHEMBL4735919	CHEMBL4732134
CHEMBL1051701	CHEMBL1152451
CHEMBL3371044	CHEMBL3352639
CHEMBL3240534	CHEMBL3232894
CHEMBL1776942	CHEMBL1773049
CHEMBL3813331	CHEMBL3808373
CHEMBL4378224	CHEMBL4376816
CHEMBL4016445	CHEMBL4014337
CHEMBL5338206	CHEMBL5335845
CHEMBL1816994	CHEMBL1811766
CHEMBL862040	CHEMBL1149372
CHEMBL2160981	CHEMBL2157860
CHEMBL4358985	CHEMBL4354864
CHEMBL5626860	CHEMBL5625196
CHEMBL5577688	CHEMBL5576108
CHEMBL5035159	CHEMBL5034019
CHEMBL3889165	CHEMBL3886972
CHEMBL3824552	CHEMBL3822371
CHEMBL3414402	CHEMBL3407461
CHEMBL864852	CHEMBL1145308
CHEMBL2216345	CHEMBL2203257
CHEMBL4825629	CHEMBL4823330
CHEMBL4195525	CHEMBL4190397
CHEMBL768697	CHEMBL1134676
CHEMBL2169519	CHEMBL2163245
CHEMBL3101015	CHEMBL3098001
CHEMBL4611400	CHEMBL4610040
CHEMBL3744482	CHEMBL3739386
CHEMBL4405959	CHEMBL4402595
CHEMBL1013717	CHEMBL1152205
CHEMBL3430729	CHEMBL3430320
CHEMBL4479655	CHEMBL4477250
CHEMBL1837926	CHEMBL1833932
CHEMBL824627	CHEMBL1135170
CHEMBL4030800	CHEMBL4028850
CHEMBL3878769	CHEMBL3877298
CHEMBL4689619	CHEMBL4680373
CHEMBL889309	CHEMBL1145378
CHEMBL3430706	CHEMBL3430320
CHEMBL2330715	CHEMBL2321760
CHEMBL3813329	CHEMBL3808373
CHEMBL4375128	CHEMBL4373699
CHEMBL4329552	CHEMBL4325910
CHEMBL1772827	CHEMBL1770110
CHEMBL4376105	CHEMBL4373720
CHEMBL4620737	CHEMBL4619752
CHEMBL1767991	CHEMBL1764953
CHEMBL5238213	CHEMBL5236589
CHEMBL2330583	CHEMBL2321758
CHEMBL5114275	CHEMBL5113380
CHEMBL1292008	CHEMBL1287766
CHEMBL3588589	CHEMBL3585325
CHEMBL5139560	CHEMBL5137025
CHEMBL3419081	CHEMBL3414522
CHEMBL4012449	CHEMBL4011610
CHEMBL1932786	CHEMBL1926646
CHEMBL3270057	CHEMBL3259712
CHEMBL3887897	CHEMBL3886493
CHEMBL5621454	CHEMBL5620365
CHEMBL2342727	CHEMBL2331544
CHEMBL3430434	CHEMBL3430320
CHEMBL1112305	CHEMBL1154203
CHEMBL4268622	CHEMBL4265954
CHEMBL4257728	CHEMBL4257443
CHEMBL5058670	CHEMBL5058641
CHEMBL1027290	CHEMBL1136848
CHEMBL1769627	CHEMBL1765084
CHEMBL3430650	CHEMBL3430321
CHEMBL5622379	CHEMBL5620393
CHEMBL3430409	CHEMBL3430320
CHEMBL5609111	CHEMBL5608181
CHEMBL3638061	CHEMBL3638030
CHEMBL5131301	CHEMBL5126674
CHEMBL4356240	CHEMBL4354813
CHEMBL2044584	CHEMBL2040836
CHEMBL5546328	CHEMBL5543124
CHEMBL3638132	CHEMBL3638030
CHEMBL5238527	CHEMBL5236595
CHEMBL3366643	CHEMBL3352090
CHEMBL3430422	CHEMBL3430320
CHEMBL1275133	CHEMBL1268809
CHEMBL1764027	CHEMBL1759894
CHEMBL5110782	CHEMBL5108030
CHEMBL4144195	CHEMBL4138259
CHEMBL2217330	CHEMBL2216747
CHEMBL4769921	CHEMBL4765317
CHEMBL2378605	CHEMBL2375300
CHEMBL3102565	CHEMBL3098117
CHEMBL4714792	CHEMBL4706729
CHEMBL5366390	CHEMBL5365430
CHEMBL5148521	CHEMBL5143714
CHEMBL4263504	CHEMBL4261581
CHEMBL2167210	CHEMBL2163259
CHEMBL4340978	CHEMBL4340512
CHEMBL970460	CHEMBL1136911
CHEMBL925077	CHEMBL1140623
CHEMBL4676607	CHEMBL4673258
CHEMBL1837909	CHEMBL1833932
CHEMBL4667316	CHEMBL4665650
CHEMBL3382692	CHEMBL3351481
CHEMBL5260123	CHEMBL5257122
CHEMBL1820405	CHEMBL1817582
CHEMBL4190643	CHEMBL4190175
CHEMBL4023248	CHEMBL4020826
CHEMBL3362287	CHEMBL3351646
CHEMBL4224343	CHEMBL4219261
CHEMBL1047263	CHEMBL1156026
CHEMBL5133947	CHEMBL5131455
CHEMBL1918794	CHEMBL1914304
CHEMBL3128610	CHEMBL3124792
CHEMBL4619034	CHEMBL4616703
CHEMBL5038061	CHEMBL5036355
CHEMBL3806618	CHEMBL3804799
CHEMBL3430512	CHEMBL3430320
CHEMBL3761681	CHEMBL3758174
CHEMBL3363799	CHEMBL3352316
CHEMBL4729408	CHEMBL4725368
CHEMBL2167881	CHEMBL2163339
CHEMBL4619543	CHEMBL4616724
CHEMBL3853465	CHEMBL3853264
CHEMBL4196965	CHEMBL4196017
CHEMBL4714789	CHEMBL4706729
CHEMBL1071416	CHEMBL1156924
CHEMBL5156635	CHEMBL5154676
CHEMBL3590902	CHEMBL3588833
CHEMBL2038474	CHEMBL2034889
CHEMBL1118597	CHEMBL1155544
CHEMBL5112474	CHEMBL5108065
CHEMBL3293920	CHEMBL3286179
CHEMBL4380954	CHEMBL4376877
CHEMBL3999906	CHEMBL3997842
CHEMBL3606444	CHEMBL3603736
CHEMBL832277	CHEMBL1142050
CHEMBL4190648	CHEMBL4190175
CHEMBL2090506	CHEMBL2086249
CHEMBL1106514	CHEMBL1157119
CHEMBL4183048	CHEMBL4177750
CHEMBL4667531	CHEMBL4665653
CHEMBL1837830	CHEMBL1833793
CHEMBL889158	CHEMBL1145366
CHEMBL4729409	CHEMBL4725368
CHEMBL1021997	CHEMBL1138582
CHEMBL3369560	CHEMBL3352417
CHEMBL5365183	CHEMBL5360658
CHEMBL5522524	CHEMBL5518236
CHEMBL4231472	CHEMBL4229360
CHEMBL2216282	CHEMBL2203133
CHEMBL2400453	CHEMBL2396647
CHEMBL4137009	CHEMBL4130624
CHEMBL3638110	CHEMBL3638030
CHEMBL1926423	CHEMBL1921770
CHEMBL1839401	CHEMBL1833909
CHEMBL937368	CHEMBL1147066
CHEMBL5730616	CHEMBL5725348
CHEMBL3776784	CHEMBL3774336
CHEMBL4835312	CHEMBL4834412
CHEMBL1111592	CHEMBL1156291
CHEMBL2020857	CHEMBL2016496
CHEMBL5517173	CHEMBL5512687
CHEMBL1109288	CHEMBL1154336
CHEMBL4329737	CHEMBL4325920
CHEMBL3749967	CHEMBL3745662
CHEMBL3430385	CHEMBL3430320
CHEMBL2092048	CHEMBL2086223
CHEMBL5034487	CHEMBL5034002
CHEMBL5337477	CHEMBL5335814
CHEMBL5097926	CHEMBL5096186
CHEMBL5731381	CHEMBL5725728
CHEMBL948146	CHEMBL1142336
CHEMBL3370466	CHEMBL3352793
CHEMBL3779069	CHEMBL3774357
CHEMBL1947877	CHEMBL1944587
CHEMBL3378486	CHEMBL3351614
CHEMBL4385389	CHEMBL4382285
CHEMBL3883132	CHEMBL3882737
